id,diff_bank_count
538,0.0
539,1.0
540,2.0
541,2.0
542,0.0
543,2.0
544,2.0
545,3.0
546,1.0
547,3.0
548,8.0
549,3.0
550,2.0
551,1.0
552,1.0
553,6.0
554,1.0
555,2.0
556,1.0
557,1.0
558,8.0
559,1.0
560,0.0
561,1.0
562,2.0
563,2.0
564,7.0
565,0.0
566,5.0
567,1.0
568,1.0
569,0.0
570,4.0
571,1.0
572,2.0
573,0.0
574,2.0
575,1.0
576,1.0
577,2.0
578,3.0
579,0.0
580,2.0
581,1.0
582,1.0
583,1.0
584,1.0
585,1.0
586,2.0
587,2.0
588,2.0
589,2.0
590,1.0
591,4.0
592,2.0
593,5.0
594,3.0
595,6.0
596,3.0
597,4.0
598,2.0
599,7.0
600,5.0
601,0.0
602,1.0
603,1.0
604,5.0
605,1.0
606,0.0
607,3.0
608,2.0
609,2.0
610,5.0
611,5.0
612,2.0
613,3.0
614,3.0
615,8.0
616,3.0
617,1.0
618,1.0
619,7.0
620,0.0
621,3.0
622,1.0
623,6.0
624,3.0
625,5.0
626,5.0
627,8.0
628,14.0
629,0.0
630,2.0
631,1.0
632,2.0
633,1.0
634,1.0
635,0.0
636,1.0
637,1.0
638,1.0
639,4.0
640,2.0
641,0.0
642,2.0
643,0.0
644,2.0
645,1.0
646,1.0
647,1.0
648,2.0
649,1.0
650,6.0
651,0.0
652,2.0
653,2.0
654,5.0
655,4.0
656,1.0
657,3.0
658,2.0
659,1.0
660,4.0
661,2.0
662,3.0
663,5.0
664,0.0
665,1.0
666,3.0
667,3.0
668,0.0
669,7.0
670,0.0
671,3.0
672,3.0
673,1.0
674,2.0
675,0.0
676,0.0
677,9.0
678,1.0
679,1.0
680,2.0
681,3.0
682,1.0
683,4.0
684,4.0
685,4.0
686,1.0
687,1.0
688,1.0
689,3.0
690,4.0
691,3.0
692,7.0
693,2.0
694,8.0
695,6.0
696,1.0
697,7.0
698,0.0
699,6.0
700,3.0
701,4.0
702,2.0
703,5.0
704,1.0
705,1.0
706,1.0
707,1.0
708,0.0
709,3.0
710,2.0
711,1.0
712,3.0
713,2.0
714,3.0
715,4.0
716,1.0
717,4.0
718,2.0
719,1.0
720,3.0
721,6.0
722,4.0
723,1.0
724,5.0
725,0.0
726,6.0
727,5.0
728,2.0
729,2.0
730,3.0
731,2.0
732,3.0
733,7.0
734,1.0
735,2.0
736,2.0
737,1.0
738,1.0
739,1.0
740,0.0
741,3.0
742,0.0
743,0.0
744,1.0
745,1.0
746,0.0
747,3.0
748,1.0
749,2.0
750,4.0
751,4.0
752,3.0
753,2.0
754,2.0
755,9.0
756,3.0
757,0.0
758,2.0
759,3.0
760,0.0
761,6.0
762,4.0
763,10.0
764,1.0
765,2.0
766,3.0
767,0.0
768,1.0
769,0.0
770,0.0
771,1.0
772,3.0
773,1.0
774,5.0
775,0.0
776,1.0
777,2.0
778,1.0
779,3.0
780,0.0
781,2.0
782,1.0
783,3.0
784,1.0
785,0.0
786,5.0
787,0.0
788,5.0
789,6.0
790,0.0
791,1.0
792,0.0
793,1.0
794,1.0
795,0.0
796,0.0
797,3.0
798,2.0
799,1.0
800,1.0
801,3.0
802,4.0
803,6.0
804,1.0
805,0.0
806,0.0
807,2.0
808,7.0
809,1.0
810,3.0
811,2.0
812,4.0
813,2.0
814,1.0
815,4.0
816,1.0
817,0.0
818,1.0
819,1.0
820,7.0
821,1.0
822,1.0
823,1.0
824,1.0
825,5.0
826,1.0
827,0.0
828,0.0
829,1.0
830,0.0
831,2.0
832,0.0
833,3.0
834,1.0
835,1.0
836,4.0
837,1.0
838,3.0
839,5.0
840,1.0
841,6.0
842,2.0
843,3.0
844,2.0
845,2.0
846,4.0
847,2.0
848,2.0
849,3.0
850,3.0
851,0.0
852,2.0
853,1.0
854,0.0
855,1.0
856,6.0
857,1.0
858,2.0
859,0.0
860,4.0
861,4.0
862,1.0
863,2.0
864,0.0
865,3.0
866,2.0
867,0.0
868,3.0
869,1.0
870,0.0
871,0.0
872,0.0
873,5.0
874,2.0
875,1.0
876,1.0
877,0.0
878,2.0
879,1.0
880,1.0
881,0.0
882,2.0
883,10.0
884,0.0
885,4.0
886,1.0
887,0.0
888,0.0
889,2.0
890,0.0
891,0.0
892,3.0
893,10.0
894,0.0
895,0.0
896,1.0
897,1.0
898,0.0
899,4.0
900,4.0
901,2.0
902,1.0
903,4.0
904,5.0
905,0.0
906,1.0
907,2.0
908,3.0
909,1.0
910,4.0
911,6.0
912,4.0
913,1.0
914,0.0
915,3.0
916,1.0
917,0.0
918,1.0
919,2.0
920,8.0
921,0.0
922,2.0
923,2.0
924,1.0
925,1.0
926,5.0
927,0.0
928,0.0
929,5.0
930,4.0
931,6.0
932,1.0
933,1.0
934,5.0
935,6.0
936,0.0
937,1.0
938,5.0
939,2.0
940,0.0
941,2.0
942,1.0
943,3.0
944,0.0
945,4.0
946,1.0
947,5.0
948,4.0
949,1.0
950,2.0
951,2.0
952,4.0
953,4.0
954,0.0
955,1.0
956,6.0
957,14.0
958,1.0
959,0.0
960,4.0
961,1.0
962,2.0
963,1.0
964,1.0
965,0.0
966,2.0
967,4.0
968,1.0
969,1.0
970,5.0
971,4.0
972,3.0
973,1.0
974,2.0
975,1.0
976,3.0
977,6.0
978,1.0
979,4.0
980,0.0
981,2.0
982,1.0
983,2.0
984,7.0
985,3.0
986,0.0
987,9.0
988,9.0
989,0.0
990,3.0
991,1.0
992,0.0
993,4.0
994,3.0
995,2.0
996,0.0
997,3.0
998,1.0
999,2.0
1000,1.0
1001,1.0
1002,3.0
1003,2.0
1004,1.0
1005,0.0
1006,5.0
1007,1.0
1008,2.0
1009,1.0
1010,0.0
1011,2.0
1012,0.0
1013,2.0
1014,0.0
1015,0.0
1016,1.0
1017,0.0
1018,1.0
1019,0.0
1020,0.0
1021,0.0
1022,1.0
1023,3.0
1024,1.0
1025,0.0
1026,11.0
1027,5.0
1028,4.0
1029,5.0
1030,2.0
1031,7.0
1032,6.0
1033,1.0
1034,0.0
1035,2.0
1036,2.0
1037,0.0
1038,1.0
1039,4.0
1040,1.0
1041,1.0
1042,0.0
1043,2.0
1044,2.0
1045,4.0
1046,2.0
1047,1.0
1048,2.0
1049,2.0
1050,3.0
1051,4.0
1052,1.0
1053,2.0
1054,3.0
1055,2.0
1056,2.0
1057,3.0
1058,1.0
1059,1.0
1060,5.0
1061,4.0
1062,1.0
1063,1.0
1064,0.0
1065,1.0
1066,9.0
1067,7.0
1068,1.0
1069,3.0
1070,3.0
1071,0.0
1072,4.0
1073,1.0
1074,0.0
1075,4.0
1076,0.0
1077,1.0
1078,2.0
1079,0.0
1080,1.0
1081,1.0
1082,6.0
1083,1.0
1084,1.0
1085,1.0
1086,2.0
1087,1.0
1088,0.0
1089,3.0
1090,5.0
1091,6.0
1092,3.0
1093,2.0
1094,0.0
1095,1.0
1096,3.0
1097,0.0
1098,0.0
1099,3.0
1100,0.0
1101,1.0
1102,0.0
1103,4.0
1104,0.0
1105,2.0
1106,0.0
1107,3.0
1108,4.0
1109,3.0
1110,1.0
1111,5.0
1112,1.0
1113,2.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,3.0
1119,3.0
1120,1.0
1121,0.0
1122,4.0
1123,5.0
1124,0.0
1125,3.0
1126,1.0
1127,1.0
1128,0.0
1129,2.0
1130,1.0
1131,3.0
1132,6.0
1133,2.0
1134,1.0
1135,0.0
1136,5.0
1137,2.0
1138,5.0
1139,1.0
1140,9.0
1141,3.0
1142,0.0
1143,1.0
1144,2.0
1145,1.0
1146,9.0
1147,2.0
1148,2.0
1149,3.0
1150,1.0
1151,1.0
1152,6.0
1153,1.0
1154,2.0
1155,6.0
1156,5.0
1157,2.0
1158,2.0
1159,2.0
1160,2.0
1161,5.0
1162,10.0
1163,1.0
1164,4.0
1165,0.0
1166,2.0
1167,1.0
1168,5.0
1169,4.0
1170,1.0
1171,0.0
1172,0.0
1173,1.0
1174,3.0
1175,3.0
1176,0.0
1177,1.0
1178,9.0
1179,5.0
1180,2.0
1181,2.0
1182,2.0
1183,4.0
1184,0.0
1185,9.0
1186,2.0
1187,2.0
1188,0.0
1189,5.0
1190,1.0
1191,2.0
1192,1.0
1193,4.0
1194,4.0
1195,0.0
1196,1.0
1197,2.0
1198,0.0
1199,1.0
1200,5.0
1201,4.0
1202,0.0
1203,4.0
1204,2.0
1205,4.0
1206,1.0
1207,2.0
1208,3.0
1209,4.0
1210,1.0
1211,2.0
1212,1.0
1213,5.0
1214,4.0
1215,1.0
1216,0.0
1217,0.0
1218,2.0
1219,3.0
1220,4.0
1221,0.0
1222,3.0
1223,2.0
1224,1.0
1225,0.0
1226,1.0
1227,8.0
1228,14.0
1229,0.0
1230,2.0
1231,3.0
1232,0.0
1233,2.0
1234,2.0
1235,3.0
1236,1.0
1237,1.0
1238,1.0
1239,0.0
1240,4.0
1241,2.0
1242,0.0
1243,0.0
1244,0.0
1245,2.0
1246,11.0
1247,1.0
1248,1.0
1249,5.0
1250,1.0
1251,1.0
1252,1.0
1253,0.0
1254,7.0
1255,7.0
1256,1.0
1257,3.0
1258,2.0
1259,4.0
1260,2.0
1261,3.0
1262,0.0
1263,1.0
1264,6.0
1265,2.0
1266,1.0
1267,7.0
1268,0.0
1269,1.0
1270,7.0
1271,3.0
1272,1.0
1273,5.0
1274,4.0
1275,3.0
1276,7.0
1277,9.0
1278,2.0
1279,1.0
1280,1.0
1281,4.0
1282,15.0
1283,0.0
1284,6.0
1285,4.0
1286,1.0
1287,2.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,1.0
1293,2.0
1294,1.0
1295,0.0
1296,2.0
1297,0.0
1298,2.0
1299,1.0
1300,11.0
1301,2.0
1302,9.0
1303,3.0
1304,4.0
1305,2.0
1306,7.0
1307,0.0
1308,1.0
1309,2.0
1310,2.0
1311,14.0
1312,1.0
1313,2.0
1314,3.0
1315,3.0
1316,2.0
1317,6.0
1318,2.0
1319,3.0
1320,2.0
1321,3.0
1322,0.0
1323,2.0
1324,2.0
1325,3.0
1326,1.0
1327,3.0
1328,1.0
1329,0.0
1330,0.0
1331,1.0
1332,4.0
1333,2.0
1334,5.0
1335,0.0
1336,1.0
1337,2.0
1338,1.0
1339,0.0
1340,3.0
1341,0.0
1342,3.0
1343,0.0
1344,0.0
1345,0.0
1346,3.0
1347,2.0
1348,5.0
1349,1.0
1350,0.0
1351,2.0
1352,1.0
1353,2.0
1354,1.0
1355,1.0
1356,1.0
1357,6.0
1358,2.0
1359,8.0
1360,1.0
1361,8.0
1362,1.0
1363,4.0
1364,6.0
1365,2.0
1366,0.0
1367,0.0
1368,3.0
1369,1.0
1370,1.0
1371,0.0
1372,2.0
1373,0.0
1374,2.0
1375,0.0
1376,0.0
1377,1.0
1378,0.0
1379,1.0
1380,0.0
1381,1.0
1382,3.0
1383,0.0
1384,2.0
1385,0.0
1386,3.0
1387,0.0
1388,2.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,6.0
1395,6.0
1396,1.0
1397,3.0
1398,1.0
1399,2.0
1400,0.0
1401,0.0
1402,5.0
1403,1.0
1404,5.0
1405,7.0
1406,3.0
1407,2.0
1408,6.0
1409,7.0
1410,1.0
1411,1.0
1412,10.0
1413,5.0
1414,6.0
1415,0.0
1416,1.0
1417,1.0
1418,0.0
1419,3.0
1420,5.0
1421,5.0
1422,7.0
1423,3.0
1424,0.0
1425,3.0
1426,1.0
1427,2.0
1428,5.0
1429,2.0
1430,2.0
1431,1.0
1432,2.0
1433,2.0
1434,6.0
1435,3.0
1436,2.0
1437,1.0
1438,0.0
1439,6.0
1440,6.0
1441,11.0
1442,2.0
1443,5.0
1444,1.0
1445,5.0
1446,3.0
1447,1.0
1448,2.0
1449,6.0
1450,1.0
1451,4.0
1452,0.0
1453,8.0
1454,0.0
1455,4.0
1456,0.0
1457,1.0
1458,6.0
1459,1.0
1460,1.0
1461,2.0
1462,4.0
1463,0.0
1464,5.0
1465,0.0
1466,1.0
1467,2.0
1468,4.0
1469,2.0
1470,0.0
1471,3.0
1472,1.0
1473,0.0
1474,2.0
1475,3.0
1476,2.0
1477,2.0
1478,0.0
1479,3.0
1480,1.0
1481,0.0
1482,0.0
1483,0.0
1484,1.0
1485,0.0
1486,4.0
1487,0.0
1488,6.0
1489,6.0
1490,3.0
1491,1.0
1492,1.0
1493,5.0
1494,3.0
1495,4.0
1496,4.0
1497,1.0
1498,3.0
1499,0.0
1500,2.0
1501,7.0
1502,1.0
1503,1.0
1504,2.0
1505,2.0
1506,0.0
1507,1.0
1508,2.0
1509,2.0
1510,1.0
1511,1.0
1512,0.0
1513,3.0
1514,1.0
1515,0.0
1516,5.0
1517,2.0
1518,1.0
1519,0.0
1520,0.0
1521,3.0
1522,1.0
1523,0.0
1524,1.0
1525,4.0
1526,0.0
1527,1.0
1528,3.0
1529,3.0
1530,7.0
1531,0.0
1532,4.0
1533,1.0
1534,2.0
1535,3.0
1536,0.0
1537,2.0
1538,1.0
1539,1.0
1540,1.0
1541,4.0
1542,5.0
1543,3.0
1544,5.0
1545,6.0
1546,5.0
1547,1.0
1548,3.0
1549,2.0
1550,2.0
1551,4.0
1552,2.0
1553,1.0
1554,2.0
1555,1.0
1556,2.0
1557,2.0
1558,6.0
1559,1.0
1560,1.0
1561,5.0
1562,3.0
1563,1.0
1564,5.0
1565,3.0
1566,1.0
1567,3.0
1568,4.0
1569,5.0
1570,1.0
1571,0.0
1572,10.0
1573,1.0
1574,0.0
1575,1.0
1576,2.0
1577,6.0
1578,0.0
1579,3.0
1580,1.0
1581,1.0
1582,1.0
1583,9.0
1584,1.0
1585,0.0
1586,6.0
1587,8.0
1588,1.0
1589,1.0
1590,8.0
1591,1.0
1592,1.0
1593,2.0
1594,4.0
1595,3.0
1596,4.0
1597,4.0
1598,1.0
1599,3.0
1600,3.0
1601,9.0
1602,2.0
1603,7.0
1604,2.0
1605,1.0
1606,2.0
1607,1.0
1608,5.0
1609,1.0
1610,4.0
1611,3.0
1612,4.0
1613,0.0
1614,2.0
1615,2.0
1616,1.0
1617,1.0
1618,0.0
1619,2.0
1620,3.0
1621,0.0
1622,14.0
1623,1.0
1624,3.0
1625,1.0
1626,1.0
1627,6.0
1628,8.0
1629,6.0
1630,3.0
1631,2.0
1632,0.0
1633,2.0
1634,1.0
1635,1.0
1636,2.0
1637,0.0
1638,1.0
1639,2.0
1640,6.0
1641,1.0
1642,0.0
1643,0.0
1644,1.0
1645,1.0
1646,2.0
1647,1.0
1648,1.0
1649,1.0
1650,0.0
1651,0.0
1652,2.0
1653,0.0
1654,2.0
1655,1.0
1656,5.0
1657,1.0
1658,1.0
1659,0.0
1660,1.0
1661,1.0
1662,3.0
1663,0.0
1664,2.0
1665,0.0
1666,2.0
1667,1.0
1668,3.0
1669,0.0
1670,4.0
1671,4.0
1672,0.0
1673,3.0
1674,2.0
1675,2.0
1676,2.0
1677,2.0
1678,5.0
1679,3.0
1680,2.0
1681,4.0
1682,1.0
1683,3.0
1684,2.0
1685,1.0
1686,3.0
1687,0.0
1688,5.0
1689,1.0
1690,1.0
1691,1.0
1692,2.0
1693,0.0
1694,1.0
1695,0.0
1696,4.0
1697,1.0
1698,3.0
1699,1.0
1700,1.0
1701,1.0
1702,2.0
1703,0.0
1704,0.0
1705,2.0
1706,0.0
1707,4.0
1708,2.0
1709,0.0
1710,1.0
1711,0.0
1712,1.0
1713,1.0
1714,5.0
1715,2.0
1716,4.0
1717,7.0
1718,0.0
1719,4.0
1720,2.0
1721,2.0
1722,2.0
1723,3.0
1724,3.0
1725,1.0
1726,5.0
1727,3.0
1728,1.0
1729,1.0
1730,0.0
1731,1.0
1732,2.0
1733,0.0
1734,9.0
1735,3.0
1736,1.0
1737,8.0
1738,1.0
1739,3.0
1740,2.0
1741,4.0
1742,3.0
1743,1.0
1744,3.0
1745,6.0
1746,5.0
1747,1.0
1748,5.0
1749,3.0
1750,1.0
1751,1.0
1752,1.0
1753,2.0
1754,2.0
1755,1.0
1756,0.0
1757,1.0
1758,3.0
1759,4.0
1760,3.0
1761,1.0
1762,3.0
1763,0.0
1764,4.0
1765,7.0
1766,1.0
1767,2.0
1768,6.0
1769,0.0
1770,1.0
1771,1.0
1772,1.0
1773,3.0
1774,0.0
1775,5.0
1776,5.0
1777,7.0
1778,3.0
1779,3.0
1780,2.0
1781,5.0
1782,2.0
1783,1.0
1784,0.0
1785,2.0
1786,1.0
1787,0.0
1788,1.0
1789,0.0
1790,1.0
1791,0.0
1792,5.0
1793,2.0
1794,1.0
1795,2.0
1796,1.0
1797,2.0
1798,1.0
1799,3.0
1800,2.0
1801,1.0
1802,0.0
1803,5.0
1804,4.0
1805,2.0
1806,0.0
1807,1.0
1808,0.0
1809,0.0
1810,3.0
1811,2.0
1812,1.0
1813,1.0
1814,7.0
1815,1.0
1816,6.0
1817,0.0
1818,1.0
1819,1.0
1820,2.0
1821,1.0
1822,1.0
1823,10.0
1824,0.0
1825,1.0
1826,1.0
1827,1.0
1828,3.0
1829,2.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,1.0
1835,0.0
1836,1.0
1837,1.0
1838,1.0
1839,0.0
1840,2.0
1841,3.0
1842,1.0
1843,3.0
1844,0.0
1845,0.0
1846,0.0
1847,1.0
1848,1.0
1849,4.0
1850,0.0
1851,1.0
1852,0.0
1853,1.0
1854,3.0
1855,1.0
1856,2.0
1857,7.0
1858,0.0
1859,1.0
1860,1.0
1861,1.0
1862,0.0
1863,1.0
1864,6.0
1865,0.0
1866,4.0
1867,2.0
1868,1.0
1869,3.0
1870,2.0
1871,0.0
1872,2.0
1873,0.0
1874,8.0
1875,5.0
1876,5.0
1877,1.0
1878,0.0
1879,3.0
1880,4.0
1881,1.0
1882,2.0
1883,9.0
1884,2.0
1885,3.0
1886,9.0
1887,4.0
1888,7.0
1889,1.0
1890,0.0
1891,4.0
1892,5.0
1893,2.0
1894,1.0
1895,2.0
1896,2.0
1897,0.0
1898,1.0
1899,4.0
1900,1.0
1901,4.0
1902,2.0
1903,3.0
1904,1.0
1905,1.0
1906,3.0
1907,1.0
1908,2.0
1909,2.0
1910,1.0
1911,7.0
1912,5.0
1913,6.0
1914,1.0
1915,0.0
1916,3.0
1917,1.0
1918,3.0
1919,0.0
1920,2.0
1921,2.0
1922,1.0
1923,3.0
1924,1.0
1925,0.0
1926,2.0
1927,2.0
1928,1.0
1929,3.0
1930,1.0
1931,1.0
1932,0.0
1933,1.0
1934,2.0
1935,1.0
1936,0.0
1937,2.0
1938,6.0
1939,3.0
1940,0.0
1941,0.0
1942,1.0
1943,4.0
1944,6.0
1945,4.0
1946,3.0
1947,3.0
1948,2.0
1949,0.0
1950,0.0
1951,1.0
1952,0.0
1953,0.0
1954,1.0
1955,1.0
1956,0.0
1957,0.0
1958,1.0
1959,2.0
1960,1.0
1961,0.0
1962,0.0
1963,2.0
1964,3.0
1965,3.0
1966,8.0
1967,1.0
1968,2.0
1969,0.0
1970,1.0
1971,4.0
1972,3.0
1973,5.0
1974,2.0
1975,2.0
1976,0.0
1977,2.0
1978,3.0
1979,2.0
1980,0.0
1981,3.0
1982,4.0
1983,2.0
1984,0.0
1985,3.0
1986,4.0
1987,0.0
1988,2.0
1989,3.0
1990,1.0
1991,1.0
1992,3.0
1993,1.0
1994,5.0
1995,1.0
1996,1.0
1997,2.0
1998,1.0
1999,3.0
2000,1.0
2001,1.0
2002,1.0
2003,1.0
2004,2.0
2005,1.0
2006,2.0
2007,1.0
2008,2.0
2009,3.0
2010,0.0
2011,4.0
2012,4.0
2013,6.0
2014,0.0
2015,6.0
2016,0.0
2017,5.0
2018,0.0
2019,5.0
2020,1.0
2021,1.0
2022,4.0
2023,0.0
2024,0.0
2025,7.0
2026,3.0
2027,1.0
2028,7.0
2029,3.0
2030,4.0
2031,1.0
2032,2.0
2033,1.0
2034,0.0
2035,1.0
2036,0.0
2037,2.0
2038,2.0
2039,2.0
2040,1.0
2041,0.0
2042,1.0
2043,0.0
2044,1.0
2045,15.0
2046,1.0
2047,1.0
2048,3.0
2049,3.0
2050,7.0
2051,1.0
2052,2.0
2053,2.0
2054,5.0
2055,2.0
2056,11.0
2057,3.0
2058,6.0
2059,3.0
2060,2.0
2061,1.0
2062,1.0
2063,0.0
2064,3.0
2065,2.0
2066,4.0
2067,2.0
2068,1.0
2069,1.0
2070,2.0
2071,0.0
2072,0.0
2073,1.0
2074,0.0
2075,0.0
2076,1.0
2077,0.0
2078,0.0
2079,1.0
2080,7.0
2081,1.0
2082,1.0
2083,0.0
2084,1.0
2085,1.0
2086,1.0
2087,0.0
2088,0.0
2089,0.0
2090,5.0
2091,1.0
2092,1.0
2093,0.0
2094,1.0
2095,4.0
2096,3.0
2097,3.0
2098,1.0
2099,0.0
2100,6.0
2101,5.0
2102,0.0
2103,1.0
2104,3.0
2105,1.0
2106,0.0
2107,6.0
2108,3.0
2109,2.0
2110,1.0
2111,1.0
2112,6.0
2113,1.0
2114,2.0
2115,1.0
2116,2.0
2117,5.0
2118,4.0
2119,2.0
2120,6.0
2121,6.0
2122,0.0
2123,1.0
2124,2.0
2125,5.0
2126,0.0
2127,3.0
2128,0.0
2129,6.0
2130,2.0
2131,6.0
2132,4.0
2133,2.0
2134,0.0
2135,5.0
2136,2.0
2137,6.0
2138,1.0
2139,5.0
