id,pay_count_avg
256,1.88235294118
257,0.0
258,0.375
259,0.0
260,1.14285714286
261,
262,0.4375
263,0.793103448276
264,0.0
265,0.0
266,
267,2.42105263158
268,2.4358974359
269,0.0
270,
271,
272,0.59375
273,
274,1.01420454545
275,0.375
276,0.566666666667
277,0.0
278,
279,1.64285714286
280,0.0
281,2.87096774194
282,1.42307692308
283,0.530864197531
284,0.0
285,2.33333333333
286,0.548387096774
287,0.0952380952381
288,0.0
289,1.17142857143
290,2.83333333333
291,0.0
292,1.95
293,
294,2.09090909091
295,0.0
296,2.91724137931
297,0.0
298,0.725274725275
299,3.96153846154
300,0.685714285714
301,1.89108910891
302,0.0
303,0.410714285714
304,3.33695652174
305,3.24050632911
306,0.00456621004566
307,
308,0.884120171674
309,0.0
310,
311,1.39473684211
312,6.0
313,0.375
314,1.16666666667
315,
316,0.481927710843
317,0.0
318,
319,0.583333333333
320,
321,
322,0.0
323,
324,7.81818181818
325,1.0
326,2.11111111111
327,1.0
328,4.0
329,
330,0.55
331,1.26315789474
332,0.0
333,2.85714285714
334,
335,0.0
336,1.06214689266
337,
338,
339,0.730769230769
340,
341,0.0
342,1.04761904762
343,0.0
344,0.0
345,0.47619047619
346,0.5
347,0.0
348,
349,
350,1.41786743516
351,
352,0.0
353,
354,
355,0.0
356,
357,
358,0.387096774194
359,1.46666666667
360,
361,0.0
362,0.733766233766
363,
364,2.6261682243
365,0.289473684211
366,0.583333333333
367,0.0
368,1.49655172414
369,0.0
370,0.0
371,1.42857142857
372,4.59459459459
373,0.405633802817
374,0.0
375,0.307692307692
376,9.625
377,1.16666666667
378,0.692307692308
379,1.6
380,3.11016949153
381,2.41025641026
382,0.0
383,3.7619047619
384,0.0
385,
386,3.4
387,0.25
388,1.0
389,0.0
390,5.71688311688
391,4.72727272727
392,0.444444444444
393,0.4
394,0.0204081632653
395,2.16666666667
396,
397,
398,
399,1.56164383562
400,2.14285714286
401,1.26152623211
402,
403,0.727272727273
404,1.75
405,4.07142857143
406,0.833333333333
407,1.0
408,0.285714285714
409,1.89130434783
410,0.35
411,1.83650190114
412,
413,
414,0.0
415,0.420382165605
416,2.31147540984
417,2.0
418,1.63157894737
419,1.0
420,3.96551724138
421,0.381818181818
422,
423,0.307692307692
424,1.33333333333
425,1.42424242424
426,
427,2.33333333333
428,4.6875
429,2.45054945055
430,1.2
431,0.595238095238
432,2.70588235294
433,
434,2.47619047619
435,
436,0.271028037383
437,1.75438596491
438,0.0
439,1.23115577889
440,0.0862068965517
441,
442,0.981818181818
443,1.14285714286
444,
445,1.31578947368
446,0.0
447,
448,0.48275862069
449,0.466666666667
450,0.0
451,0.0
452,1.5
453,0.5
454,0.805555555556
455,
456,1.5
457,2.39130434783
458,0.75
459,4.0
460,
461,3.06451612903
462,2.0
463,1.29411764706
464,
465,
466,0.0
467,0.0
468,0.897959183673
469,
470,
471,0.0
472,0.0
473,
474,
475,
476,0.0
477,1.0
478,0.0
479,
480,2.75
481,0.357142857143
482,2.25
483,1.74
484,1.63157894737
485,1.06557377049
486,1.21985815603
487,2.33333333333
488,0.310185185185
489,2.0932642487
490,0.666666666667
491,0.681818181818
492,4.78632478632
493,3.3550295858
494,0.1875
495,0.446153846154
496,1.72580645161
497,1.5
498,0.833333333333
499,1.10810810811
500,1.0
501,0.373134328358
502,0.137931034483
503,0.391304347826
504,4.625
505,2.0
506,1.65853658537
507,
508,0.0
509,1.36363636364
510,
511,1.50537634409
512,0.0
513,0.0
514,0.272727272727
515,1.77777777778
516,3.69892473118
517,3.63157894737
518,2.92857142857
519,1.14388489209
520,0.352941176471
521,1.33333333333
522,0.727272727273
523,1.79166666667
524,0.833333333333
525,2.07547169811
526,1.58666666667
527,0.892857142857
528,1.04761904762
529,1.57142857143
530,3.76595744681
531,2.82608695652
532,0.9
533,0.733333333333
534,2.35294117647
535,0.6875
536,2.19444444444
537,0.818713450292
538,
539,7.0
540,0.04
541,0.666666666667
542,
543,1.38095238095
544,0.3
545,0.0714285714286
546,0.0
547,0.578947368421
548,0.60663507109
549,1.0
550,0.75
551,1.52941176471
552,2.0
553,1.2071197411
554,0.0
555,0.111111111111
556,0.111111111111
557,1.5
558,0.710794297352
559,0.0
560,
561,0.0
562,0.111111111111
563,0.0
564,0.0980392156863
565,
566,0.601398601399
567,1.0
568,2.55555555556
569,
570,0.68
571,0.0
572,2.5
573,
574,0.0
575,8.70588235294
576,0.0
577,1.33333333333
578,2.45
579,
580,0.333333333333
581,0.0
582,1.61904761905
583,1.71428571429
584,0.0
585,0.0
586,1.26315789474
587,0.5
588,0.681818181818
589,0.555555555556
590,3.09090909091
591,2.2380952381
592,3.54545454545
593,0.738636363636
594,1.0
595,0.40782122905
596,1.85714285714
597,2.55102040816
598,0.0769230769231
599,0.645161290323
600,1.75118110236
601,
602,6.75
603,1.46666666667
604,0.217391304348
605,2.1875
606,
607,1.04
608,4.1914893617
609,0.785714285714
610,2.64652567976
611,0.763157894737
612,1.74074074074
613,1.0
614,0.670212765957
615,0.270072992701
616,0.0
617,0.9
618,0.0
619,0.6796875
620,
621,1.89655172414
622,1.5
623,0.807692307692
624,1.15
625,1.96202531646
626,0.322580645161
627,1.82191780822
628,0.378151260504
629,
630,1.4
631,1.08510638298
632,2.4375
633,0.0
634,3.73333333333
635,
636,1.0
637,0.0
638,0.75
639,0.322580645161
640,1.0
641,
642,0.333333333333
643,
644,1.16923076923
645,1.0
646,0.0
647,4.5
648,3.13636363636
649,0.0
650,1.04
651,
652,3.40384615385
653,0.413043478261
654,1.01041666667
655,0.375
656,1.0
657,0.212121212121
658,0.909090909091
659,0.0
660,0.611111111111
661,2.3
662,3.78971962617
663,1.95744680851
664,
665,2.76923076923
666,0.3
667,2.06060606061
668,
669,0.044776119403
670,
671,3.33333333333
672,1.72727272727
673,0.0
674,1.54166666667
675,
676,
677,3.56382978723
678,0.0
679,0.0
680,1.52631578947
681,0.0
682,0.289473684211
683,0.911111111111
684,1.44827586207
685,0.013698630137
686,0.0
687,1.35294117647
688,0.0
689,0.636363636364
690,1.55333333333
691,0.0238095238095
692,0.708333333333
693,0.0
694,1.54802259887
695,1.1724137931
696,0.0
697,0.901477832512
698,
699,0.6875
700,0.88
701,0.87037037037
702,1.85714285714
703,0.928571428571
704,0.0
705,0.0
706,0.0
707,0.0
708,
709,1.10576923077
710,1.0
711,1.8275862069
712,2.5
713,0.225806451613
714,2.02777777778
715,0.285714285714
716,0.722222222222
717,0.531531531532
718,0.0699588477366
719,0.190476190476
720,0.888888888889
721,1.27956989247
722,1.17647058824
723,0.0
724,0.571428571429
725,
726,2.8417721519
727,0.933333333333
728,1.68
729,0.0
730,1.18181818182
731,4.29166666667
732,0.321428571429
733,3.04444444444
734,2.33333333333
735,0.25
736,3.0
737,4.2
738,3.82352941176
739,1.2
740,
741,2.11111111111
742,
743,
744,0.235294117647
745,0.707317073171
746,
747,0.820895522388
748,2.0
749,0.666666666667
750,0.814814814815
751,1.8125
752,1.06493506494
753,0.0
754,4.17647058824
755,1.40886699507
756,1.46428571429
757,
758,0.375
759,0.583333333333
760,
761,2.0
762,0.549019607843
763,0.411764705882
764,0.0
765,1.4
766,0.265306122449
767,
768,0.0
769,
770,
771,0.333333333333
772,1.06666666667
773,0.0
774,0.759036144578
775,
776,0.0
777,1.7
778,0.0
779,1.81632653061
780,
781,2.23529411765
782,0.0
783,2.125
784,0.0
785,
786,0.0833333333333
787,
788,1.08695652174
789,1.94736842105
790,
791,4.0
792,
793,0.333333333333
794,1.9465648855
795,
796,
797,1.28723404255
798,0.0882352941176
799,1.0
800,0.363636363636
801,0.130434782609
802,0.227272727273
803,1.02666666667
804,2.85714285714
805,
806,
807,1.25
808,0.383399209486
809,0.0
810,2.4793814433
811,3.0
812,1.31578947368
813,0.0
814,0.0
815,0.659090909091
816,0.0
817,
818,2.75
819,0.0
820,0.968992248062
821,0.0
822,0.571428571429
823,1.38888888889
824,1.14285714286
825,0.34328358209
826,1.0
827,
828,
829,0.0
830,
831,5.66666666667
832,
833,1.52380952381
834,0.6
835,0.5
836,2.90909090909
837,0.0
838,0.968085106383
839,1.18181818182
840,0.0
841,0.226804123711
842,0.52380952381
843,1.75
844,0.571428571429
845,2.15
846,1.69841269841
847,0.0
848,0.473684210526
849,2.87301587302
850,0.833333333333
851,
852,1.8
853,1.58333333333
854,
855,0.0
856,0.0544217687075
857,2.0
858,1.76086956522
859,
860,0.519230769231
861,0.8
862,2.16666666667
863,0.0
864,
865,1.61224489796
866,0.4375
867,
868,0.6875
869,0.0
870,
871,
872,
873,0.452830188679
874,0.928571428571
875,0.0
876,6.66666666667
877,
878,0.0588235294118
879,0.4
880,1.72727272727
881,
882,0.391304347826
883,2.43573667712
884,
885,0.0
886,2.0
887,
888,
889,0.8125
890,
891,
892,0.425531914894
893,1.51903114187
894,
895,
896,0.0
897,0.0
898,
899,2.16964285714
900,3.5
901,0.0
902,0.0
903,0.421052631579
904,3.60204081633
905,
906,1.0
907,1.175
908,0.2
909,2.25
910,4.24175824176
911,1.54945054945
912,1.86046511628
913,0.0
914,
915,0.0588235294118
916,1.0
917,
918,2.0
919,0.0
920,1.33045977011
921,
922,1.875
923,0.53125
924,1.0
925,1.76923076923
926,4.39393939394
927,
928,
929,1.0
930,1.5306122449
931,2.48936170213
932,0.0
933,0.0
934,1.23300970874
935,2.87804878049
936,
937,2.96153846154
938,0.108695652174
939,2.27205882353
940,
941,1.2380952381
942,4.33333333333
943,0.2
944,
945,1.63829787234
946,0.0
947,0.576744186047
948,1.82442748092
949,1.57142857143
950,1.01895734597
951,1.15384615385
952,1.75974025974
953,0.566666666667
954,
955,0.0
956,1.0
957,1.3085106383
958,1.66666666667
959,
960,0.0487804878049
961,0.0
962,0.0
963,0.0
964,1.83333333333
965,
966,3.5
967,0.585585585586
968,0.5
969,0.0
970,0.491803278689
971,1.47727272727
972,1.38461538462
973,0.0
974,0.2
975,0.0
976,1.75
977,0.891891891892
978,0.0
979,0.466216216216
980,
981,2.5
982,1.5
983,1.55263157895
984,1.60402684564
985,0.648148148148
986,
987,0.632575757576
988,0.930753564155
989,
990,0.833333333333
991,0.0
992,
993,0.953125
994,0.90625
995,0.0
996,
997,0.218390804598
998,0.0
999,1.36363636364
1000,0.571428571429
1001,0.0
1002,0.385964912281
1003,0.34375
1004,3.96
1005,
1006,0.475
1007,0.0
1008,0.962962962963
1009,1.2
1010,
1011,1.0
1012,
1013,2.22222222222
1014,
1015,
1016,1.75
1017,
1018,3.30769230769
1019,
1020,
1021,
1022,0.0
1023,0.3
1024,0.0
1025,
1026,0.902140672783
1027,1.07272727273
1028,0.0
1029,1.35294117647
1030,2.0
1031,1.74074074074
1032,1.37093690249
1033,0.0
1034,
1035,4.58333333333
1036,1.75
1037,
1038,0.0
1039,0.333333333333
1040,0.333333333333
1041,4.0
1042,
1043,0.0
1044,0.0
1045,2.19047619048
1046,0.0
1047,0.0
1048,0.0
1049,2.375
1050,0.444444444444
1051,1.06666666667
1052,0.0
1053,5.84615384615
1054,0.333333333333
1055,0.0
1056,0.0
1057,0.333333333333
1058,3.66666666667
1059,0.0
1060,0.605263157895
1061,2.41666666667
1062,1.33333333333
1063,0.0
1064,
1065,0.0
1066,1.14285714286
1067,0.559322033898
1068,1.5
1069,0.0863636363636
1070,0.5
1071,
1072,0.261904761905
1073,0.0
1074,
1075,1.53070175439
1076,
1077,1.28571428571
1078,2.0
1079,
1080,0.0
1081,1.83333333333
1082,0.8125
1083,2.6875
1084,1.25806451613
1085,3.0
1086,0.0
1087,0.0
1088,
1089,0.65671641791
1090,0.516129032258
1091,0.594285714286
1092,1.93333333333
1093,2.03703703704
1094,
1095,0.0
1096,0.4
1097,
1098,
1099,0.192857142857
1100,
1101,0.875
1102,
1103,0.92
1104,
1105,0.85393258427
1106,
1107,0.550724637681
1108,0.474576271186
1109,0.0
1110,0.0
1111,2.25531914894
1112,0.0
1113,0.153846153846
1114,
1115,
1116,
1117,
1118,1.16666666667
1119,1.83333333333
1120,0.0
1121,
1122,1.2
1123,1.8
1124,
1125,0.315789473684
1126,0.0
1127,2.40909090909
1128,
1129,0.117647058824
1130,1.0
1131,2.0
1132,1.42857142857
1133,0.181818181818
1134,4.30769230769
1135,
1136,1.46715328467
1137,1.66666666667
1138,0.404761904762
1139,1.36363636364
1140,1.3477188656
1141,0.28125
1142,
1143,2.0
1144,0.576923076923
1145,0.0
1146,0.87109375
1147,1.68965517241
1148,2.22388059701
1149,0.45652173913
1150,0.0
1151,0.0
1152,0.444444444444
1153,0.0
1154,2.25
1155,0.866666666667
1156,1.75
1157,0.950819672131
1158,0.0555555555556
1159,0.333333333333
1160,0.35
1161,0.203389830508
1162,0.415094339623
1163,0.0
1164,2.90277777778
1165,
1166,1.18181818182
1167,1.0
1168,1.51666666667
1169,1.19402985075
1170,4.125
1171,
1172,
1173,1.0
1174,0.333333333333
1175,6.64
1176,
1177,0.636363636364
1178,1.77005347594
1179,0.714285714286
1180,0.382352941176
1181,1.63414634146
1182,0.0
1183,0.915662650602
1184,
1185,3.31891891892
1186,1.41176470588
1187,0.0
1188,
1189,0.58
1190,0.0
1191,4.5
1192,0.0
1193,0.162790697674
1194,1.03571428571
1195,
1196,1.5
1197,0.666666666667
1198,
1199,1.19444444444
1200,0.833333333333
1201,0.644444444444
1202,
1203,0.785714285714
1204,0.9
1205,1.84210526316
1206,0.0
1207,3.0
1208,0.285714285714
1209,1.21590909091
1210,0.2
1211,0.0
1212,2.33333333333
1213,1.93421052632
1214,0.142857142857
1215,0.0
1216,
1217,
1218,2.07692307692
1219,0.550724637681
1220,0.468085106383
1221,
1222,0.0
1223,0.0
1224,0.867768595041
1225,
1226,1.5
1227,1.04964539007
1228,1.79310344828
1229,
1230,0.9
1231,0.526315789474
1232,
1233,0.0
1234,0.0
1235,0.6
1236,0.0
1237,0.0
1238,5.3125
1239,
1240,0.783783783784
1241,0.0
1242,
1243,
1244,
1245,3.42105263158
1246,0.655555555556
1247,2.0
1248,0.0
1249,0.0847457627119
1250,0.0
1251,1.66666666667
1252,0.714285714286
1253,
1254,1.39455782313
1255,1.14534883721
1256,0.0
1257,2.265625
1258,0.0
1259,1.56692913386
1260,1.0
1261,1.22222222222
1262,
1263,3.34782608696
1264,0.491666666667
1265,1.44444444444
1266,0.0
1267,0.51867219917
1268,
1269,0.764705882353
1270,10.8309859155
1271,1.88617886179
1272,0.0
1273,1.39705882353
1274,1.0119047619
1275,0.1
1276,0.432432432432
1277,1.06
1278,1.32142857143
1279,0.8
1280,0.0
1281,0.117647058824
1282,0.658823529412
1283,
1284,1.9962406015
1285,1.15789473684
1286,3.05263157895
1287,2.25
1288,
1289,
1290,
1291,
1292,0.0
1293,2.26086956522
1294,0.586206896552
1295,
1296,0.230769230769
1297,
1298,1.66666666667
1299,2.66666666667
1300,1.94824707846
1301,0.166666666667
1302,1.11801242236
1303,0.5
1304,0.454545454545
1305,0.0
1306,3.42777777778
1307,
1308,2.0
1309,9.14285714286
1310,0.0
1311,1.06770833333
1312,1.6
1313,0.0
1314,0.0
1315,0.857142857143
1316,14.0
1317,0.716666666667
1318,0.375486381323
1319,9.89743589744
1320,0.46875
1321,0.560606060606
1322,
1323,0.5
1324,0.0
1325,0.2
1326,0.0
1327,0.145945945946
1328,0.0
1329,
1330,
1331,0.0
1332,3.56140350877
1333,0.564516129032
1334,1.04
1335,
1336,1.0
1337,1.86666666667
1338,2.25
1339,
1340,0.0
1341,
1342,2.0
1343,
1344,
1345,
1346,1.2
1347,0.666666666667
1348,1.46583850932
1349,0.5
1350,
1351,1.92857142857
1352,1.78260869565
1353,2.0
1354,1.47058823529
1355,0.0
1356,0.0
1357,3.40495867769
1358,0.0
1359,0.75641025641
1360,0.0
1361,2.32193732194
1362,0.0
1363,1.78947368421
1364,1.33333333333
1365,0.833333333333
1366,
1367,
1368,3.0
1369,3.5
1370,0.0
1371,
1372,2.55555555556
1373,
1374,0.0
1375,
1376,
1377,0.0
1378,
1379,0.333333333333
1380,
1381,0.0
1382,0.0
1383,
1384,0.857142857143
1385,
1386,0.7
1387,
1388,0.0
1389,
1390,
1391,
1392,
1393,
1394,1.58333333333
1395,0.35
1396,5.6
1397,1.47878787879
1398,1.0
1399,0.471428571429
1400,
1401,
1402,0.907488986784
1403,3.0
1404,0.558823529412
1405,0.985875706215
1406,0.5
1407,0.0
1408,0.895833333333
1409,8.71134020619
1410,0.5
1411,0.0
1412,1.17
1413,1.46153846154
1414,0.611940298507
1415,
1416,1.25
1417,4.77777777778
1418,
1419,2.34782608696
1420,0.342105263158
1421,5.0
1422,0.524064171123
1423,0.962962962963
1424,
1425,0.0
1426,0.0
1427,2.66666666667
1428,4.09090909091
1429,0.0
1430,0.272727272727
1431,0.0
1432,2.17391304348
1433,3.94736842105
1434,0.866071428571
1435,1.0
1436,0.0
1437,0.0
1438,
1439,0.620689655172
1440,7.96363636364
1441,1.59509202454
1442,0.545454545455
1443,0.2
1444,1.14285714286
1445,1.63157894737
1446,1.0487804878
1447,0.0
1448,1.19444444444
1449,0.869158878505
1450,1.83333333333
1451,1.11764705882
1452,
1453,1.02521008403
1454,
1455,1.38805970149
1456,
1457,0.0
1458,2.34
1459,0.2
1460,1.33333333333
1461,1.03448275862
1462,1.38961038961
1463,
1464,0.40625
1465,
1466,2.0
1467,2.59523809524
1468,0.479674796748
1469,0.4
1470,
1471,1.77380952381
1472,0.0
1473,
1474,2.11764705882
1475,1.33673469388
1476,7.33333333333
1477,0.75
1478,
1479,1.0
1480,0.0
1481,
1482,
1483,
1484,0.4
1485,
1486,12.5341935484
1487,
1488,1.33802816901
1489,0.133333333333
1490,0.724137931034
1491,0.0
1492,1.71428571429
1493,2.42452830189
1494,0.0
1495,0.688888888889
1496,2.0487804878
1497,0.265625
1498,0.702127659574
1499,
1500,0.0
1501,0.66
1502,0.0
1503,0.0
1504,1.75
1505,0.304347826087
1506,
1507,0.0
1508,0.833333333333
1509,0.571428571429
1510,4.33333333333
1511,0.945945945946
1512,
1513,1.61111111111
1514,2.375
1515,
1516,0.957142857143
1517,0.0
1518,0.166666666667
1519,
1520,
1521,2.42857142857
1522,2.2
1523,
1524,3.6
1525,0.2
1526,
1527,1.35714285714
1528,0.933333333333
1529,5.33333333333
1530,0.463768115942
1531,
1532,0.864197530864
1533,7.88888888889
1534,2.56
1535,0.117647058824
1536,
1537,0.4
1538,0.0
1539,0.0
1540,0.605263157895
1541,1.48275862069
1542,0.3125
1543,3.06666666667
1544,1.03921568627
1545,0.72
1546,0.726315789474
1547,0.0
1548,1.8
1549,0.0
1550,0.0
1551,0.392156862745
1552,0.333333333333
1553,2.25
1554,1.42592592593
1555,2.0
1556,0.2
1557,0.692307692308
1558,0.252717391304
1559,0.0
1560,1.0625
1561,1.28125
1562,2.632
1563,0.0
1564,0.595238095238
1565,0.0769230769231
1566,0.0
1567,1.66129032258
1568,0.146341463415
1569,0.287671232877
1570,2.57142857143
1571,
1572,0.992537313433
1573,0.0
1574,
1575,0.0
1576,1.41071428571
1577,0.921052631579
1578,
1579,0.707317073171
1580,0.0
1581,1.16666666667
1582,1.25
1583,2.16037735849
1584,3.0
1585,
1586,1.40229885057
1587,1.16494845361
1588,0.958333333333
1589,0.0
1590,1.50581395349
1591,0.666666666667
1592,0.0
1593,0.4
1594,1.61038961039
1595,2.46153846154
1596,0.0833333333333
1597,3.41176470588
1598,0.0
1599,1.38709677419
1600,0.695652173913
1601,2.03977272727
1602,0.836734693878
1603,0.0740740740741
1604,1.6
1605,1.14285714286
1606,4.16129032258
1607,2.25
1608,0.220779220779
1609,0.0
1610,2.25
1611,0.0
1612,2.18181818182
1613,
1614,1.83333333333
1615,1.35714285714
1616,0.0
1617,0.571428571429
1618,
1619,1.84210526316
1620,1.0
1621,
1622,1.38120567376
1623,0.0519480519481
1624,1.54545454545
1625,2.125
1626,0.0
1627,1.22754491018
1628,4.55303030303
1629,0.392857142857
1630,0.605263157895
1631,0.909090909091
1632,
1633,1.42
1634,0.0
1635,0.0
1636,0.0
1637,
1638,0.0
1639,0.0
1640,0.445544554455
1641,3.5
1642,
1643,
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,
1651,
1652,0.0660377358491
1653,
1654,0.64367816092
1655,0.0
1656,1.31
1657,0.5
1658,0.0
1659,
1660,0.888888888889
1661,1.0
1662,0.25
1663,
1664,1.87096774194
1665,
1666,1.48
1667,1.875
1668,0.351351351351
1669,
1670,1.24264705882
1671,4.23333333333
1672,
1673,0.111111111111
1674,0.266666666667
1675,2.0
1676,0.0
1677,1.05405405405
1678,0.538461538462
1679,0.828571428571
1680,0.111111111111
1681,0.96511627907
1682,0.0
1683,0.2
1684,1.80952380952
1685,1.0
1686,1.85294117647
1687,
1688,1.16049382716
1689,0.6
1690,0.0
1691,9.68888888889
1692,1.44642857143
1693,
1694,0.0
1695,
1696,2.16216216216
1697,0.0
1698,0.4
1699,0.0
1700,2.0
1701,0.0
1702,2.45454545455
1703,
1704,
1705,0.0454545454545
1706,
1707,0.0
1708,2.13333333333
1709,
1710,3.75
1711,
1712,4.0
1713,1.4
1714,0.284671532847
1715,0.576271186441
1716,1.61363636364
1717,1.87586206897
1718,
1719,0.05
1720,1.54285714286
1721,0.0
1722,0.0
1723,0.166666666667
1724,0.327868852459
1725,1.6
1726,2.06060606061
1727,0.315068493151
1728,0.846153846154
1729,2.53333333333
1730,
1731,8.66666666667
1732,4.85714285714
1733,
1734,1.35042735043
1735,0.307692307692
1736,0.5
1737,2.15337423313
1738,5.5
1739,5.4375
1740,0.176470588235
1741,1.3671875
1742,1.84
1743,2.24
1744,0.0714285714286
1745,2.34269662921
1746,1.98181818182
1747,4.46153846154
1748,1.21637426901
1749,1.11904761905
1750,1.0
1751,0.0
1752,3.0
1753,2.25
1754,0.193548387097
1755,0.0
1756,
1757,0.923076923077
1758,0.0645161290323
1759,0.0153846153846
1760,2.24074074074
1761,0.888888888889
1762,0.988235294118
1763,
1764,1.17777777778
1765,0.741007194245
1766,0.0
1767,0.0
1768,0.845468053492
1769,
1770,0.391304347826
1771,0.0
1772,22.0
1773,0.181818181818
1774,
1775,2.00549450549
1776,0.849315068493
1777,0.592592592593
1778,1.0
1779,0.72
1780,0.4
1781,0.552631578947
1782,1.85714285714
1783,0.0
1784,
1785,13.1666666667
1786,0.8
1787,
1788,0.723684210526
1789,
1790,2.42857142857
1791,
1792,4.54545454545
1793,1.05
1794,0.0
1795,0.75
1796,0.0
1797,0.0
1798,5.33333333333
1799,0.0
1800,1.72413793103
1801,2.0
1802,
1803,5.65671641791
1804,2.55555555556
1805,1.28571428571
1806,
1807,0.0
1808,
1809,
1810,2.12195121951
1811,0.0625
1812,0.0
1813,0.0
1814,1.51741293532
1815,4.0
1816,0.4
1817,
1818,0.0
1819,0.142857142857
1820,0.0
1821,1.4
1822,0.0
1823,1.94736842105
1824,
1825,0.0
1826,0.0
1827,0.0
1828,0.727272727273
1829,0.105263157895
1830,
1831,
1832,
1833,
1834,0.0
1835,
1836,0.0
1837,0.0
1838,0.0
1839,
1840,1.6
1841,0.0
1842,0.0
1843,4.60606060606
1844,
1845,
1846,
1847,6.73333333333
1848,0.0
1849,1.21212121212
1850,
1851,0.666666666667
1852,
1853,0.0
1854,1.0487804878
1855,0.0
1856,0.125
1857,0.412663755459
1858,
1859,0.0909090909091
1860,15.3333333333
1861,2.14893617021
1862,
1863,0.0
1864,1.18656716418
1865,
1866,0.457765667575
1867,2.5
1868,2.66666666667
1869,0.0555555555556
1870,3.83018867925
1871,
1872,1.57142857143
1873,
1874,1.6
1875,0.612244897959
1876,1.34920634921
1877,0.0833333333333
1878,
1879,2.40740740741
1880,0.0869565217391
1881,0.0
1882,0.0263157894737
1883,1.84153005464
1884,0.555555555556
1885,1.22222222222
1886,0.232142857143
1887,1.24193548387
1888,1.34444444444
1889,0.2
1890,
1891,1.67938931298
1892,1.35
1893,1.85714285714
1894,0.0
1895,0.5
1896,0.854545454545
1897,
1898,3.41558441558
1899,2.58461538462
1900,0.0
1901,0.275862068966
1902,0.0
1903,0.434782608696
1904,1.5
1905,0.0
1906,0.507246376812
1907,0.0
1908,1.03921568627
1909,0.266666666667
1910,0.0
1911,0.976744186047
1912,1.94444444444
1913,0.567567567568
1914,0.888888888889
