id,last_rest_repay_money_morethan10_count
555,0
556,1
557,0
558,116
559,0
560,0
561,18
562,17
563,0
564,7
565,0
566,20
567,1
568,3
569,0
570,14
571,0
572,12
573,0
574,0
575,0
576,0
577,9
578,12
579,0
580,2
581,16
582,13
583,12
584,1
585,8
586,32
587,0
588,2
589,4
590,2
591,52
592,16
593,32
594,8
595,2
596,5
597,157
598,2
599,4
600,1154
601,0
602,6
603,8
604,22
605,15
606,0
607,2
608,43
609,15
610,146
611,12
612,27
613,2
614,72
615,7
616,22
617,2
618,47
619,56
620,0
621,12
622,4
623,151
624,12
625,77
626,20
627,132
628,51
629,0
630,3
631,16
632,22
633,0
634,11
635,0
636,2
637,1
638,2
639,0
640,0
641,0
642,1
643,0
644,16
645,0
646,0
647,1
648,2
649,0
650,6
651,0
652,42
653,10
654,18
655,0
656,0
657,2
658,1
659,0
660,15
661,0
662,163
663,49
664,0
665,4
666,1
667,30
668,0
669,1
670,0
671,0
672,4
673,0
674,23
675,0
676,0
677,42
678,0
679,0
680,3
681,0
682,22
683,13
684,27
685,0
686,0
687,14
688,0
689,2
690,47
691,28
692,12
693,1
694,298
695,58
696,0
697,41
698,0
699,9
700,6
701,35
702,1
703,8
704,1
705,5
706,0
707,6
708,0
709,93
710,0
711,17
712,10
713,32
714,5
715,4
716,10
717,115
718,121
719,0
720,9
721,142
722,42
723,0
724,87
725,0
726,112
727,16
728,14
729,0
730,1
731,18
732,5
733,104
734,2
735,4
736,1
737,1
738,14
739,1
740,0
741,33
742,0
743,0
744,0
745,41
746,0
747,0
748,0
749,0
750,13
751,10
752,26
753,0
754,12
755,142
756,19
757,0
758,0
759,1
760,0
761,23
762,23
763,93
764,8
765,15
766,5
767,0
768,0
769,0
770,0
771,1
772,18
773,0
774,141
775,0
776,15
777,12
778,7
779,47
780,0
781,17
782,0
783,5
784,2
785,0
786,23
787,0
788,9
789,9
790,0
791,1
792,0
793,2
794,0
795,0
796,0
797,57
798,26
799,0
800,2
801,3
802,1
803,45
804,5
805,0
806,0
807,0
808,16
809,20
810,141
811,0
812,16
813,0
814,0
815,20
816,0
817,0
818,0
819,0
820,47
821,0
822,3
823,17
824,0
825,10
826,2
827,0
828,0
829,0
830,0
831,3
832,0
833,65
834,0
835,0
836,7
837,0
838,62
839,2
840,12
841,7
842,23
843,0
844,6
845,15
846,52
847,14
848,3
849,50
850,24
851,0
852,7
853,11
854,0
855,0
856,7
857,2
858,8
859,0
860,4
861,13
862,4
863,1
864,0
865,28
866,0
867,0
868,3
869,0
870,0
871,0
872,0
873,2
874,2
875,0
876,31
877,0
878,1
879,0
880,6
881,0
882,2
883,246
884,0
885,0
886,0
887,0
888,0
889,13
890,0
891,0
892,11
893,94
894,0
895,0
896,10
897,0
898,0
899,13
900,0
901,2
902,0
903,33
904,67
905,0
906,2
907,8
908,4
909,0
910,81
911,47
912,5
913,0
914,0
915,2
916,9
917,0
918,1
919,3
920,335
921,0
922,6
923,0
924,7
925,9
926,9
927,0
928,0
929,8
930,22
931,59
932,4
933,0
934,24
935,89
936,0
937,18
938,10
939,0
940,0
941,8
942,15
943,8
944,0
945,34
946,18
947,138
948,40
949,2
950,100
951,1
952,56
953,21
954,0
955,10
956,21
957,43
958,5
959,0
960,3
961,0
962,132
963,12
964,5
965,0
966,8
967,103
968,1
969,0
970,22
971,2
972,32
973,0
974,0
975,0
976,4
977,25
978,0
979,26
980,0
981,17
982,0
983,32
984,10
985,38
986,0
987,71
988,87
989,0
990,16
991,10
992,0
993,35
994,10
995,2
996,0
997,47
998,2
999,4
1000,0
1001,4
1002,36
1003,7
1004,12
1005,0
1006,9
1007,0
1008,11
1009,1
1010,0
1011,2
1012,0
1013,0
1014,0
1015,0
1016,2
1017,0
1018,8
1019,0
1020,0
1021,0
1022,0
1023,13
1024,0
1025,0
1026,219
1027,5
1028,5
1029,5
1030,3
1031,22
1032,139
1033,4
1034,0
1035,0
1036,3
1037,0
1038,2
1039,4
1040,0
1041,1
1042,0
1043,0
1044,12
1045,21
1046,6
1047,0
1048,4
1049,7
1050,2
1051,19
1052,0
1053,4
1054,4
1055,32
1056,13
1057,3
1058,12
1059,10
1060,42
1061,2
1062,14
1063,0
1064,0
1065,0
1066,16
1067,14
1068,1
1069,6
1070,0
1071,0
1072,3
1073,0
1074,0
1075,70
1076,0
1077,5
1078,2
1079,0
1080,24
1081,0
1082,38
1083,14
1084,30
1085,1
1086,0
1087,0
1088,0
1089,6
1090,7
1091,142
1092,25
1093,5
1094,0
1095,0
1096,3
1097,0
1098,0
1099,46
1100,0
1101,23
1102,0
1103,3
1104,0
1105,65
1106,0
1107,45
1108,13
1109,0
1110,0
1111,34
1112,0
1113,8
1114,0
1115,0
1116,0
1117,0
1118,7
1119,10
1120,24
1121,0
1122,16
1123,66
1124,0
1125,42
1126,2
1127,7
1128,0
1129,13
1130,1
1131,7
1132,8
1133,22
1134,24
1135,0
1136,64
1137,16
1138,37
1139,7
1140,486
1141,30
1142,0
1143,1
1144,11
1145,0
1146,173
1147,15
1148,46
1149,5
1150,0
1151,0
1152,2
1153,0
1154,0
1155,6
1156,31
1157,41
1158,70
1159,1
1160,9
1161,13
1162,35
1163,8
1164,44
1165,0
1166,3
1167,1
1168,40
1169,43
1170,15
1171,0
1172,0
1173,1
1174,32
1175,5
1176,0
1177,2
1178,148
1179,39
1180,32
1181,0
1182,0
1183,35
1184,0
1185,561
1186,28
1187,0
1188,0
1189,0
1190,0
1191,1
1192,0
1193,8
1194,5
1195,0
1196,4
1197,4
1198,0
1199,22
1200,4
1201,19
1202,0
1203,31
1204,8
1205,26
1206,0
1207,2
1208,4
1209,41
1210,1
1211,2
1212,0
1213,48
1214,0
1215,1
1216,0
1217,0
1218,10
1219,59
1220,30
1221,0
1222,17
1223,0
1224,13
1225,0
1226,0
1227,133
1228,161
1229,0
1230,20
1231,16
1232,0
1233,11
1234,0
1235,2
1236,1
1237,0
1238,1
1239,0
1240,14
1241,0
1242,0
1243,0
1244,0
1245,18
1246,39
1247,2
1248,0
1249,9
1250,6
1251,3
1252,2
1253,0
1254,129
1255,155
1256,0
1257,15
1258,1
1259,50
1260,8
1261,0
1262,0
1263,23
1264,12
1265,34
1266,0
1267,24
1268,0
1269,8
1270,17
1271,91
1272,13
1273,51
1274,42
1275,0
1276,46
1277,7
1278,18
1279,2
1280,0
1281,7
1282,277
1283,0
1284,181
1285,1
1286,6
1287,16
1288,0
1289,0
1290,0
1291,0
1292,0
1293,9
1294,0
1295,0
1296,18
1297,0
1298,4
1299,19
1300,271
1301,12
1302,11
1303,3
1304,29
1305,0
1306,44
1307,0
1308,0
1309,0
1310,40
1311,34
1312,8
1313,0
1314,4
1315,24
1316,0
1317,33
1318,75
1319,28
1320,0
1321,24
1322,0
1323,0
1324,0
1325,6
1326,0
1327,18
1328,0
1329,0
1330,0
1331,2
1332,37
1333,4
1334,8
1335,0
1336,3
1337,11
1338,2
1339,0
1340,1
1341,0
1342,5
1343,0
1344,0
1345,0
1346,8
1347,10
1348,90
1349,0
1350,0
1351,12
1352,0
1353,3
1354,13
1355,8
1356,0
1357,77
1358,4
1359,30
1360,0
1361,105
1362,0
1363,12
1364,0
1365,5
1366,0
1367,0
1368,15
1369,11
1370,0
1371,0
1372,0
1373,0
1374,3
1375,0
1376,0
1377,0
1378,0
1379,1
1380,0
1381,1
1382,0
1383,0
1384,10
1385,0
1386,12
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,23
1395,7
1396,0
1397,78
1398,0
1399,21
1400,0
1401,0
1402,92
1403,0
1404,5
1405,55
1406,2
1407,0
1408,40
1409,28
1410,1
1411,0
1412,27
1413,94
1414,22
1415,0
1416,8
1417,0
1418,0
1419,12
1420,1
1421,24
1422,50
1423,18
1424,0
1425,0
1426,3
1427,2
1428,14
1429,0
1430,2
1431,0
1432,14
1433,27
1434,25
1435,2
1436,19
1437,0
1438,0
1439,5
1440,87
1441,40
1442,18
1443,0
1444,5
1445,33
1446,8
1447,0
1448,11
1449,62
1450,5
1451,12
1452,0
1453,6
1454,0
1455,3
1456,0
1457,2
1458,22
1459,2
1460,3
1461,25
1462,12
1463,0
1464,2
1465,0
1466,0
1467,21
1468,67
1469,2
1470,0
1471,67
1472,0
1473,0
1474,22
1475,8
1476,0
1477,0
1478,0
1479,0
1480,1
1481,0
1482,0
1483,0
1484,2
1485,0
1486,82
1487,0
1488,32
1489,6
1490,10
1491,0
1492,26
1493,68
1494,0
1495,31
1496,29
1497,6
1498,2
1499,0
1500,11
1501,31
1502,13
1503,9
1504,5
1505,2
1506,0
1507,0
1508,3
1509,0
1510,1
1511,30
1512,0
1513,3
1514,7
1515,0
1516,42
1517,10
1518,1
1519,0
1520,0
1521,12
1522,4
1523,0
1524,25
1525,1
1526,0
1527,20
1528,27
1529,5
1530,18
1531,0
1532,39
1533,17
1534,24
1535,2
1536,0
1537,1
1538,0
1539,0
1540,14
1541,29
1542,6
1543,10
1544,15
1545,48
1546,69
1547,117
1548,40
1549,4
1550,0
1551,23
1552,0
1553,11
1554,48
1555,0
1556,0
1557,5
1558,32
1559,1
1560,31
1561,90
1562,52
1563,0
1564,31
1565,0
1566,0
1567,16
1568,6
1569,35
1570,0
1571,0
1572,17
1573,0
1574,0
1575,0
1576,53
1577,64
1578,0
1579,19
1580,0
1581,2
1582,2
1583,1
1584,2
1585,0
1586,41
1587,45
1588,10
1589,10
1590,93
1591,2
1592,0
1593,0
1594,51
1595,29
1596,0
1597,9
1598,1
1599,26
1600,2
1601,68
1602,11
1603,1
1604,0
1605,5
1606,5
1607,3
1608,2
1609,6
1610,3
1611,3
1612,22
1613,0
1614,1
1615,16
1616,0
1617,6
1618,0
1619,13
1620,90
1621,0
1622,87
1623,4
1624,22
1625,1
1626,0
1627,66
1628,74
1629,23
1630,1
1631,12
1632,0
1633,46
1634,0
1635,34
1636,0
1637,0
1638,0
1639,0
1640,27
1641,0
1642,0
1643,0
1644,0
1645,5
1646,7
1647,1
1648,0
1649,0
1650,0
1651,0
1652,39
1653,0
1654,69
1655,0
1656,14
1657,0
1658,18
1659,0
1660,0
1661,1
1662,2
1663,0
1664,14
1665,0
1666,21
1667,4
1668,1
1669,0
1670,112
1671,7
1672,0
1673,0
1674,8
1675,3
1676,0
1677,35
1678,2
1679,15
1680,0
1681,77
1682,2
1683,1
1684,18
1685,0
1686,40
1687,0
1688,54
1689,3
1690,0
1691,24
1692,16
1693,0
1694,2
1695,0
1696,0
1697,0
1698,1
1699,0
1700,6
1701,0
1702,10
1703,0
1704,0
1705,0
1706,0
1707,0
1708,12
1709,0
1710,0
1711,0
1712,1
1713,0
1714,5
1715,24
1716,14
1717,123
1718,0
1719,1
1720,8
1721,0
1722,3
1723,0
1724,32
1725,2
1726,59
1727,11
1728,0
1729,27
1730,0
1731,0
1732,0
1733,0
1734,35
1735,2
1736,0
1737,192
1738,0
1739,8
1740,3
1741,63
1742,29
1743,18
1744,0
1745,115
1746,32
1747,9
1748,87
1749,10
1750,0
1751,17
1752,7
1753,0
1754,7
1755,32
1756,0
1757,12
1758,0
1759,38
1760,48
1761,0
1762,67
1763,0
1764,4
1765,17
1766,0
1767,0
1768,263
1769,0
1770,5
1771,8
1772,0
1773,7
1774,0
1775,101
1776,75
1777,9
1778,10
1779,6
1780,8
1781,31
1782,3
1783,0
1784,0
1785,4
1786,0
1787,0
1788,228
1789,0
1790,1
1791,0
1792,17
1793,0
1794,0
1795,3
1796,12
1797,4
1798,5
1799,3
1800,38
1801,0
1802,0
1803,16
1804,6
1805,17
1806,0
1807,1
1808,0
1809,0
1810,12
1811,6
1812,1
1813,0
1814,103
1815,1
1816,11
1817,0
1818,9
1819,0
1820,12
1821,5
1822,50
1823,33
1824,0
1825,0
1826,0
1827,4
1828,9
1829,2
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,13
1837,0
1838,19
1839,0
1840,9
1841,0
1842,0
1843,25
1844,0
1845,0
1846,0
1847,14
1848,0
1849,48
1850,0
1851,0
1852,0
1853,0
1854,64
1855,0
1856,5
1857,51
1858,0
1859,0
1860,16
1861,92
1862,0
1863,0
1864,63
1865,0
1866,110
1867,0
1868,0
1869,21
1870,6
1871,0
1872,5
1873,0
1874,49
1875,13
1876,37
1877,0
1878,0
1879,17
1880,0
1881,8
1882,3
1883,90
1884,0
1885,16
1886,40
1887,9
1888,14
1889,0
1890,0
1891,4
1892,0
1893,3
1894,0
1895,1
1896,45
1897,0
1898,3
1899,52
1900,0
1901,2
1902,0
1903,27
1904,4
1905,4
1906,22
1907,0
1908,32
1909,12
1910,0
1911,10
1912,5
1913,8
1914,0
1915,0
1916,3
1917,9
1918,8
1919,0
1920,0
1921,4
1922,5
1923,16
1924,0
1925,0
1926,0
1927,5
1928,0
1929,7
1930,0
1931,18
1932,0
1933,23
1934,2
1935,4
1936,0
1937,1
1938,27
1939,10
1940,0
1941,0
1942,0
1943,0
1944,24
1945,6
1946,32
1947,1
1948,14
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,21
1959,1
1960,13
1961,0
1962,0
1963,1
1964,3
1965,14
1966,12
1967,61
1968,0
1969,0
1970,0
1971,0
1972,22
1973,111
1974,25
1975,26
1976,0
1977,1
1978,2
1979,0
1980,0
1981,96
1982,27
1983,0
1984,0
1985,0
1986,20
1987,0
1988,7
1989,28
1990,8
1991,2
1992,68
1993,30
1994,42
1995,1
1996,0
1997,15
1998,0
1999,7
2000,0
2001,0
2002,0
2003,0
2004,1
2005,20
2006,3
2007,2
2008,2
2009,30
2010,0
2011,26
2012,9
2013,75
2014,0
2015,79
2016,0
2017,8
2018,0
2019,81
2020,0
2021,5
2022,4
2023,0
2024,0
2025,9
2026,4
2027,40
2028,28
2029,17
2030,28
2031,0
2032,34
2033,0
2034,0
2035,1
2036,0
2037,1
2038,6
2039,14
2040,6
2041,0
2042,1
2043,0
2044,0
2045,187
2046,0
2047,0
2048,10
2049,1
2050,129
2051,0
2052,6
2053,32
2054,17
2055,20
2056,98
2057,29
2058,14
2059,13
2060,0
2061,0
2062,1
2063,0
2064,30
2065,1
2066,2
2067,2
2068,4
2069,0
2070,2
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,5
2080,64
2081,0
2082,0
2083,0
2084,8
2085,0
2086,5
2087,0
2088,0
2089,0
2090,42
2091,3
2092,7
2093,0
2094,0
2095,1
2096,9
2097,3
2098,0
2099,0
2100,58
2101,7
2102,0
2103,1
2104,3
2105,20
2106,0
2107,8
2108,3
2109,4
2110,1
2111,9
2112,16
2113,48
2114,62
2115,5
2116,0
2117,16
2118,104
2119,32
2120,70
2121,126
2122,0
2123,0
2124,4
2125,95
2126,0
2127,6
2128,0
2129,1
2130,27
2131,102
2132,138
2133,21
2134,0
2135,10
2136,2
2137,10
2138,0
2139,6
2140,141
2141,2
2142,15
2143,8
2144,22
2145,1
2146,0
2147,16
2148,140
2149,169
2150,28
2151,7
2152,10
2153,11
2154,19
2155,38
2156,0
2157,0
2158,104
2159,4
2160,0
2161,0
2162,181
2163,9
2164,9
2165,0
2166,26
2167,0
2168,23
2169,48
2170,30
2171,1
2172,0
2173,24
2174,0
2175,17
2176,0
2177,16
2178,0
2179,7
2180,0
2181,0
2182,2
2183,0
2184,0
2185,18
2186,2
2187,0
2188,0
2189,12
2190,13
2191,1
2192,3
2193,2
2194,40
2195,11
2196,4
2197,61
2198,18
2199,29
2200,95
2201,0
2202,10
2203,8
2204,4
2205,0
2206,1
2207,3
2208,0
2209,11
2210,2
2211,5
2212,59
2213,50
2214,31
2215,0
2216,6
2217,3
2218,0
2219,35
2220,0
2221,0
2222,0
2223,0
2224,22
2225,0
2226,8
2227,0
2228,1
2229,0
2230,26
2231,0
2232,0
2233,6
2234,19
2235,0
2236,2
2237,0
2238,1
2239,14
2240,14
2241,34
2242,0
2243,8
2244,0
2245,0
2246,0
2247,8
2248,4
2249,15
2250,2
2251,0
2252,7
2253,0
2254,39
2255,2
2256,12
2257,3
2258,506
2259,15
2260,0
2261,0
2262,1
2263,48
2264,0
2265,9
2266,50
2267,66
2268,33
2269,0
2270,79
2271,1
2272,249
2273,6
2274,0
2275,0
2276,2
2277,3
2278,148
2279,0
2280,7
2281,143
2282,0
2283,4
2284,2
2285,8
2286,8
2287,35
2288,10
2289,1
2290,36
2291,37
2292,394
2293,1
2294,8
2295,21
2296,2
2297,214
2298,0
2299,41
2300,4
2301,12
2302,102
2303,12
2304,30
2305,30
2306,16
2307,19
2308,9
2309,64
2310,0
2311,4
2312,5
2313,1
2314,63
2315,0
2316,11
2317,28
2318,0
2319,0
2320,165
2321,2
2322,23
2323,0
2324,0
2325,5
2326,4
2327,27
2328,68
2329,0
2330,0
2331,0
2332,9
2333,1
2334,2
2335,7
2336,30
2337,9
2338,0
2339,16
2340,1
2341,14
2342,0
2343,43
2344,0
2345,0
2346,10
2347,2
2348,12
2349,1
2350,36
2351,0
2352,2
2353,0
2354,0
2355,3
2356,0
2357,3
2358,0
2359,12
2360,0
2361,5
2362,10
2363,13
2364,0
2365,13
2366,3
2367,26
2368,25
2369,0
2370,0
2371,0
2372,18
2373,1
2374,0
2375,0
2376,0
2377,66
2378,1
2379,13
2380,29
2381,0
2382,15
2383,3
2384,7
2385,34
2386,8
2387,0
2388,0
2389,36
2390,0
2391,2
2392,90
2393,8
2394,13
2395,0
2396,8
2397,64
2398,0
2399,17
2400,45
2401,58
2402,0
2403,0
2404,51
2405,5
2406,7
2407,53
2408,59
2409,0
2410,0
2411,27
2412,0
2413,0
2414,9
2415,11
2416,1
2417,0
2418,46
2419,50
2420,6
2421,0
2422,94
2423,106
2424,23
2425,0
2426,6
2427,27
2428,12
2429,9
2430,72
2431,18
2432,30
2433,2
2434,5
2435,0
2436,9
2437,35
2438,2
2439,23
2440,12
2441,2
2442,32
2443,132
2444,62
2445,51
2446,1
2447,10
2448,337
2449,1
2450,11
2451,64
2452,0
2453,94
2454,2
2455,21
2456,1
2457,4
2458,34
2459,2
2460,0
2461,0
2462,14
2463,0
2464,9
2465,108
2466,80
2467,0
2468,1
2469,14
2470,0
2471,22
2472,0
2473,49
2474,0
2475,49
2476,0
2477,12
2478,1
2479,8
2480,14
2481,0
2482,1
2483,2
2484,16
2485,0
2486,0
2487,33
2488,10
2489,16
2490,245
2491,3
2492,0
2493,126
2494,25
2495,35
2496,14
2497,9
2498,48
2499,0
2500,0
2501,3
2502,0
2503,0
2504,74
2505,10
2506,15
2507,0
2508,3
2509,90
2510,4
2511,21
2512,2
2513,14
2514,0
2515,0
2516,8
2517,8
2518,19
2519,8
2520,0
2521,35
2522,19
2523,1
2524,6
2525,5
2526,2
2527,9
2528,0
2529,21
2530,0
2531,92
2532,0
2533,0
2534,0
2535,0
2536,0
2537,63
2538,0
2539,32
2540,104
2541,6
2542,0
2543,8
2544,6
2545,2
2546,21
2547,29
2548,130
2549,5
2550,12
2551,0
2552,26
2553,54
2554,47
2555,0
2556,3
2557,7
2558,0
2559,18
2560,0
2561,0
2562,0
2563,11
2564,1
2565,0
2566,0
2567,0
2568,2
2569,0
2570,5
2571,7
2572,0
2573,32
2574,0
2575,19
2576,34
2577,0
2578,14
2579,1
2580,2
2581,0
2582,0
2583,12
2584,15
2585,3
2586,18
2587,50
2588,372
2589,0
2590,9
2591,11
2592,2
2593,253
2594,5
2595,3
2596,0
2597,12
2598,44
2599,0
2600,1
2601,410
2602,0
2603,16
2604,20
2605,4
2606,0
2607,19
2608,13
2609,1
2610,0
2611,4
2612,17
2613,0
2614,0
2615,1
2616,0
2617,8
2618,17
2619,14
2620,39
2621,7
2622,3
2623,4
2624,0
2625,92
2626,16
2627,48
2628,2
2629,59
2630,39
2631,2
2632,13
2633,28
2634,16
2635,34
2636,196
2637,60
2638,24
2639,34
2640,53
2641,79
2642,189
2643,0
2644,63
2645,2
2646,2
2647,0
2648,101
2649,40
2650,0
2651,10
2652,5
2653,36
2654,26
2655,0
2656,20
2657,0
2658,23
2659,0
2660,2
2661,0
2662,0
2663,0
2664,16
2665,2
2666,28
2667,15
2668,0
2669,35
2670,74
2671,10
2672,15
2673,0
2674,0
2675,0
2676,2
2677,6
2678,38
2679,1
2680,33
2681,12
2682,31
2683,3
2684,11
2685,0
2686,9
2687,21
2688,34
2689,14
2690,0
2691,0
2692,0
2693,2
2694,0
2695,113
2696,1
2697,0
2698,1
2699,15
2700,1
2701,0
2702,49
2703,12
2704,18
2705,6
2706,7
2707,0
2708,16
2709,296
2710,0
2711,9
2712,4
2713,0
2714,3
2715,2
2716,13
2717,0
2718,11
2719,29
2720,185
2721,8
2722,0
2723,26
2724,5
2725,39
2726,48
2727,0
2728,23
2729,0
2730,7
2731,145
2732,18
2733,6
2734,0
2735,2
2736,10
2737,24
2738,13
2739,11
2740,31
2741,7
2742,1
2743,20
2744,41
2745,2
2746,0
2747,8
2748,0
2749,12
2750,0
2751,4
2752,4
2753,3
2754,16
2755,40
2756,0
2757,11
2758,28
2759,2
2760,25
2761,0
2762,0
2763,12
2764,168
2765,30
2766,28
2767,9
2768,22
2769,94
2770,16
2771,0
2772,6
2773,2
2774,18
2775,39
2776,0
2777,14
2778,0
2779,0
2780,2
2781,6
2782,95
2783,0
2784,15
2785,0
2786,0
2787,102
2788,12
2789,33
2790,8
2791,3
2792,0
2793,9
2794,26
2795,0
2796,0
2797,1
2798,6
2799,21
2800,26
2801,6
2802,35
2803,0
2804,6
2805,6
2806,6
2807,0
2808,11
2809,27
2810,6
2811,4
2812,5
2813,0
2814,1
2815,103
2816,24
2817,1
2818,51
2819,3
2820,8
2821,41
2822,0
2823,5
2824,12
2825,114
2826,0
2827,0
2828,10
2829,8
2830,8
2831,2
2832,20
2833,17
2834,0
2835,5
2836,2
2837,0
2838,13
2839,2
2840,22
2841,4
2842,0
2843,40
2844,9
2845,1
2846,14
2847,9
2848,0
2849,1
2850,11
2851,94
2852,0
2853,22
2854,4
2855,57
2856,1
2857,4
2858,5
2859,1
2860,0
2861,2
2862,2
2863,5
2864,0
2865,0
2866,3
2867,3
2868,52
2869,0
2870,0
2871,4
2872,48
2873,0
2874,13
2875,6
2876,4
2877,48
2878,9
2879,14
2880,12
2881,45
2882,22
2883,0
2884,6
2885,0
2886,0
2887,0
2888,123
2889,33
2890,2
2891,5
2892,0
2893,7
2894,26
2895,23
2896,84
2897,4
2898,1
2899,0
2900,81
2901,141
2902,3
2903,15
2904,0
2905,0
2906,10
2907,0
2908,0
2909,24
2910,79
2911,0
2912,0
2913,0
2914,0
2915,5
2916,0
2917,73
2918,7
2919,5
2920,72
2921,115
2922,5
2923,10
2924,16
2925,116
2926,0
2927,8
2928,0
2929,57
2930,0
2931,65
2932,21
2933,30
2934,1
2935,29
2936,52
2937,72
2938,0
2939,432
2940,50
2941,12
2942,0
2943,62
2944,11
2945,168
2946,4
2947,3
2948,16
2949,15
2950,7
2951,1
2952,5
2953,2
2954,2
2955,6
2956,0
2957,15
2958,30
2959,12
2960,2
2961,43
2962,77
2963,2
2964,0
2965,0
2966,3
2967,43
2968,10
2969,8
2970,1
2971,0
2972,51
2973,29
2974,14
2975,16
2976,27
2977,459
2978,1
2979,0
2980,1
2981,0
2982,36
2983,70
2984,20
2985,47
2986,4
2987,38
2988,28
2989,3
2990,1
2991,0
2992,504
