id,last_bill_money_avg
376,19.6954700833
377,15.9545761111
378,13.1640184615
379,19.0931087
380,19.2331145424
381,18.2399150256
382,0.0
383,0.0
384,19.6601892241
385,
386,11.7107184
387,8.13771511111
388,11.2470024286
389,0.0
390,11.721868639
391,18.2213003636
392,-2.65798077778
393,4.5908096
394,19.8825219184
395,18.3700322037
396,
397,
398,
399,16.993753
400,20.5538664286
401,14.8104329356
402,
403,12.4519903636
404,20.166403
405,17.9377402143
406,20.144967
407,19.4591539118
408,13.0540192857
409,17.585090913
410,12.4588630667
411,16.9786359772
412,
413,
414,0.378235
415,14.5790977261
416,17.8968257377
417,0.0
418,4.14243452632
419,9.3612895
420,6.24818106897
421,12.0282362364
422,
423,4.23712938462
424,8.95242216667
425,19.7415204545
426,
427,11.3238059444
428,6.1536216875
429,15.5370655714
430,12.6525208
431,16.3908748095
432,18.3731117647
433,
434,6.22878128571
435,
436,10.4303693738
437,21.8302870526
438,0.0
439,16.9971558241
440,20.5296228793
441,
442,13.4212597636
443,2.82400114286
444,
445,16.1825442105
446,0.0
447,
448,10.7253527931
449,9.36101173333
450,0.0
451,18.9390926667
452,9.47695825
453,10.6757225
454,11.6421264444
455,
456,0.0
457,19.4232592174
458,-5.4763195
459,19.63201525
460,
461,10.8350454839
462,16.5545042
463,18.0194365882
464,
465,
466,16.770144
467,17.9560483478
468,15.3821301531
469,
470,
471,19.681787625
472,0.0
473,
474,
475,
476,20.540358
477,16.1912649063
478,18.923438375
479,
480,12.7822153125
481,18.6446451786
482,13.17724525
483,17.08012688
484,15.6866708421
485,4.90328004918
486,10.7577984397
487,7.66825166667
488,14.6481063681
489,14.9312083472
490,10.4028734048
491,4.55075740909
492,15.1451314359
493,16.4910795562
494,16.5603404911
495,11.2495528462
496,17.6245331048
497,20.369991
498,9.1848535
499,16.5795554595
500,12.787584
501,19.1032645373
502,15.4680381379
503,9.9726043913
504,7.543247875
505,0.0
506,14.8205059268
507,
508,15.6786724815
509,12.3570356364
510,
511,17.235763957
512,19.162724125
513,0.0
514,19.8155332727
515,19.107218
516,-3.22391465591
517,5.15921210526
518,13.6290180714
519,12.9116590719
520,9.06570417647
521,0.0
522,12.0245845455
523,12.7229159583
524,20.5821985625
525,18.1371115283
526,9.47917397333
527,17.4186586786
528,21.8243011429
529,14.2701611429
530,6.54644817021
531,21.4016212609
532,19.76683625
533,20.2619614667
534,18.2117177059
535,20.1635204583
536,12.0406760278
537,14.1937091287
538,
539,18.892014
540,16.12190268
541,-0.131732916667
542,
543,17.3157762857
544,10.1460815
545,9.42775130357
546,0.0
547,10.7552399737
548,13.3348255213
549,19.057052
550,20.90876925
551,14.3904697059
552,19.093684
553,13.6868231812
554,0.0
555,18.4700173333
556,7.05393155556
557,17.100915
558,15.2422421568
559,0.0
560,
561,18.9874216667
562,18.7445643333
563,18.0204751429
564,12.9495445294
565,
566,10.411582951
567,9.9767975
568,7.83031111111
569,
570,15.5784986
571,10.154281
572,15.1085439091
573,
574,6.01266077778
575,0.0
576,-5.818204
577,19.5974160667
578,19.56525375
579,
580,16.9595551905
581,17.74238415
582,20.4566347143
583,19.028167
584,19.0416866667
585,19.66028325
586,20.2912689737
587,7.56096242857
588,17.9463704091
589,18.206922
590,20.4391540909
591,13.7528756905
592,16.2189319545
593,18.23751125
594,12.2024555714
595,12.5373305363
596,15.6676109524
597,19.3514047959
598,20.2156502308
599,12.6623483226
600,20.6307247969
601,
602,18.8815972045
603,15.2365776667
604,20.1634553043
605,18.6688471875
606,
607,5.60552108
608,21.4345669149
609,17.4272110357
610,12.1353450725
611,13.0114260526
612,12.1570471111
613,10.7576988182
614,20.654014266
615,12.4172911168
616,14.6180705909
617,6.0305538
618,18.871656
619,13.1133493359
620,
621,12.2819444483
622,21.1426515
623,16.2387125879
624,16.7952324
625,20.2355933797
626,20.1071032581
627,16.5218100377
628,12.7700853697
629,
630,12.3100758
631,20.082951383
632,16.1732750625
633,0.0
634,18.5650427333
635,
636,20.7684075
637,12.7620496667
638,14.7038815
639,15.8028807097
640,9.184653
641,
642,15.1029121538
643,
644,8.92274666154
645,0.0
646,0.0
647,14.56041675
648,4.53970068182
649,0.0
650,16.18494028
651,
652,18.1784937885
653,16.2411197609
654,18.4645446823
655,8.7302386875
656,0.0
657,14.5799172727
658,12.0718539091
659,0.0
660,13.0323318222
661,0.9783091
662,19.0695520654
663,10.8428505319
664,
665,17.9233332308
666,5.6667225
667,19.068862303
668,
669,13.6405362537
670,
671,-5.14415
672,12.1800004545
673,0.0
674,20.7921289583
675,
676,
677,12.8432089362
678,0.0
679,6.0761085
680,11.8950924737
681,2.79747642857
682,3.94241294737
683,17.9879431333
684,16.9300497759
685,14.7013134247
686,0.0
687,18.828188
688,13.616794
689,0.592593090909
690,14.4922051
691,18.463693881
692,18.55225725
693,14.3950145
694,18.555516452
695,15.1036777356
696,0.0
697,13.5396130197
698,
699,8.10880996875
700,4.79631472
701,17.0400775185
702,20.6307934286
703,4.81856625
704,19.4016355
705,-1.99825908
706,0.0
707,19.3389773333
708,
709,20.2184577596
710,19.7019116667
711,16.4768835172
712,13.7057938125
713,20.0690496344
714,5.52424450926
715,14.5991748286
716,20.3214120833
717,11.4566104189
718,10.9798211975
719,-10.9930303333
720,20.2861443333
721,14.8211427742
722,16.3318493725
723,0.0
724,14.8772915113
725,
726,19.0513626962
727,9.240299
728,12.71693188
729,0.0
730,0.442552272727
731,20.800170625
732,15.0999643571
733,18.4178232
734,20.001124
735,9.7260798125
736,15.42202425
737,4.0839592
738,16.4628804706
739,21.0443328
740,
741,17.8045171667
742,
743,
744,18.8345738824
745,20.7001682195
746,
747,18.4149042612
748,20.442237
749,12.9442485556
750,17.3930428519
751,9.58189784375
752,14.9043124935
753,15.5219198333
754,14.9802342941
755,16.0221824975
756,16.5881102143
757,
758,17.069522125
759,6.29661891667
760,
761,15.2222762121
762,14.677634
763,13.8114070882
764,22.147042375
765,15.87731415
766,7.85426471429
767,
768,0.0
769,
770,
771,6.65670133333
772,9.54586082222
773,0.0
774,19.8251066928
775,
776,18.8829943125
777,18.5377622
778,15.2094835
779,19.9465023061
780,
781,19.5773873529
782,10.2322940476
783,9.3023535625
784,20.504454
785,
786,13.14595225
787,
788,11.937130413
789,12.6546856316
790,
791,21.204568
792,
793,17.0159276667
794,16.9264661603
795,
796,
797,14.1678294149
798,9.41856248529
799,18.4872153333
800,11.5272046364
801,9.9644333913
802,13.1918057727
803,15.0480073333
804,20.1920518571
805,
806,
807,0.0
808,14.3366228933
809,16.5325637692
810,14.8803840619
811,0.0
812,5.67596785965
813,17.7801041563
814,6.35166
815,11.8675615909
816,0.0
817,
818,0.0
819,-14.673354
820,12.9354523566
821,0.0
822,9.48672171429
823,20.6245113333
824,0.0
825,-0.334001238806
826,21.264491
827,
828,
829,20.176788
830,
831,9.9969125
832,
833,16.5960729048
834,0.0
835,9.5274325
836,13.5626324091
837,0.0
838,12.7686076383
839,20.1417580909
840,21.1316919231
841,13.6138237113
842,7.52899488889
843,2.780792625
844,3.6146826
845,20.0525327
846,19.4088088095
847,17.4182503
848,19.9909035789
849,16.719571746
850,12.0972830417
851,
852,3.83669991429
853,19.4897619167
854,
855,-15.819848
856,14.6136624082
857,19.9771685
858,8.9545241087
859,
860,11.8375024615
861,9.16972709524
862,5.75004758333
863,16.5037225682
864,
865,14.6039672041
866,12.80395975
867,
868,12.983503375
869,17.64492775
870,
871,
872,
873,13.9134904906
874,18.8800668571
875,0.0
876,16.4555828148
877,
878,0.584438088235
879,0.0
880,13.4209015455
881,
882,17.564071913
883,15.9755269091
884,
885,-0.88855275
886,12.1317663333
887,
888,
889,16.3796995625
890,
891,
892,15.7018931064
893,19.6220756159
894,
895,
896,15.48519835
897,0.0
898,
899,18.6200013214
900,9.879276
901,10.5788114
902,0.0
903,9.3604412807
904,14.209272
905,
906,19.970941
907,18.105405575
908,16.579278
909,-2.14314825
910,19.7502097253
911,12.4045173846
912,15.7139142093
913,0.0
914,
915,2.35768905882
916,20.08252625
917,
918,19.050716
919,15.2277116667
920,19.1829079914
921,
922,16.727268125
923,3.86342542969
924,15.015525
925,15.514194
926,15.3722109394
927,
928,
929,3.89745930556
930,11.4520017755
931,8.94020489362
932,12.511765
933,22.021848
934,16.989487165
935,17.8746324309
936,
937,17.0837476538
938,17.631080413
939,10.5933187721
940,
941,13.7167428571
942,19.7622265556
943,19.3396648
944,
945,15.0340090638
946,5.04391055882
947,15.7304625628
948,9.8972349313
949,7.96620014286
950,3.34810328436
951,1.50920961538
952,18.2623157143
953,18.2753015667
954,
955,16.4586213333
956,9.59744652083
957,14.9731195106
958,16.5815228333
959,
960,3.00487360976
961,0.0
962,20.0183875355
963,18.4869832105
964,19.5190301667
965,
966,15.9538985
967,17.0501079189
968,10.2747
969,0.0
970,14.6908610492
971,12.5773499773
972,17.3265584359
973,0.0
974,0.0
975,0.0
976,10.079401125
977,14.2902098108
978,17.9342638333
979,7.8334102973
980,
981,16.4839378077
982,14.37451225
983,17.3302607368
984,15.2801664631
985,17.7699816481
986,
987,15.2036777045
988,15.0480645275
989,
990,17.6502078333
991,19.181665
992,
993,18.6380579531
994,10.3941270313
995,9.74450025
996,
997,12.2861837011
998,16.07802
999,8.48909331818
1000,0.0
1001,18.43032175
1002,14.1085620526
1003,16.7434851875
1004,19.04653676
1005,
1006,20.854557875
1007,8.8125025
1008,11.1067208889
1009,18.7453324
1010,
1011,5.19522991667
1012,
1013,10.0058021111
1014,
1015,
1016,14.055517
1017,
1018,20.3377659231
1019,
1020,
1021,
1022,9.1437325
1023,8.17288005714
1024,0.0
1025,
1026,14.8276825688
1027,9.34479367273
1028,12.0749175333
1029,11.5911972353
1030,19.3952913333
1031,20.2690984444
1032,11.0239389522
1033,15.2907366667
1034,
1035,15.7107975833
1036,12.400659875
1037,
1038,20.051683
1039,4.84931335714
1040,21.8724623333
1041,0.0
1042,
1043,4.0354952
1044,19.1327004286
1045,19.9380692381
1046,7.41407077778
1047,0.0
1048,10.7020025
1049,17.18759575
1050,7.57829555556
1051,13.2039488444
1052,0.0
1053,8.81176115385
1054,13.2879746667
1055,8.14812008333
1056,15.394552
1057,10.0182088333
1058,19.7553413333
1059,19.0703026364
1060,16.3642111579
1061,13.6729736667
1062,20.2577683333
1063,0.0
1064,
1065,21.4069735
1066,18.8121143095
1067,18.6680124746
1068,10.077379
1069,1.19341321818
1070,7.141595875
1071,
1072,14.8133917143
1073,0.0
1074,
1075,17.5075904035
1076,
1077,18.8627538571
1078,3.565609
1079,
1080,21.3485205
1081,19.9440189167
1082,15.939479125
1083,18.242264875
1084,19.3233551935
1085,9.98527
1086,1.10910283333
1087,0.0
1088,
1089,7.17389532836
1090,9.00789422581
1091,16.86372992
1092,13.7160788
1093,8.18316722222
1094,
1095,14.8394596667
1096,18.7002378545
1097,
1098,
1099,17.9303687429
1100,
1101,20.3282318333
1102,
1103,8.68075732
1104,
1105,19.3632310562
1106,
1107,13.6211987536
1108,13.6399043051
1109,0.0
1110,19.749127
1111,17.3392111915
1112,0.0
1113,13.0473064231
1114,
1115,
1116,
1117,
1118,12.4530278333
1119,10.8736937222
1120,17.8077748889
1121,
1122,18.6827876571
1123,17.12098545
1124,
1125,15.4270194386
1126,15.9827630909
1127,15.595721
1128,
1129,15.4964415882
1130,9.1922175
1131,15.0560915088
1132,7.33042739286
1133,16.4116570909
1134,19.9246984615
1135,
1136,15.8630305474
1137,12.8968739583
1138,18.0607629524
1139,20.7868016364
1140,15.4639982355
1141,18.1621013437
1142,
1143,20.802507
1144,16.5374412308
1145,0.0
1146,16.4332613438
1147,10.5783481034
1148,10.9798356567
1149,19.366738913
1150,-14.659246
1151,21.1547645
1152,16.1428303333
1153,17.4688403043
1154,13.84819175
1155,16.8445932
1156,14.0173898906
1157,20.7459969672
1158,20.9553529444
1159,15.97528275
1160,14.79105225
1161,6.14090367797
1162,14.8426322264
1163,19.06752425
1164,14.0011308889
1165,
1166,10.412699
1167,19.4631913333
1168,18.052398
1169,14.8462157612
1170,20.0863085
1171,
1172,
1173,21.728931
1174,17.0832482667
1175,20.17030488
1176,
1177,14.8716513636
1178,19.4133055989
1179,15.2673997653
1180,20.0998529706
1181,15.3987421463
1182,-5.30373733333
1183,13.7166304578
1184,
1185,16.5986337178
1186,11.5897842157
1187,1.53412238462
1188,
1189,9.8489607
1190,0.0
1191,8.4829799
1192,0.0
1193,8.34541097674
1194,8.26642239286
1195,
1196,21.5480608333
1197,13.6312673333
1198,
1199,18.2983314444
1200,10.6646646667
1201,15.9637206667
1202,
1203,18.1042646905
1204,15.7858426
1205,13.7581269474
1206,0.0
1207,10.53037375
1208,7.37374157143
1209,9.54379444318
1210,11.1195306
1211,2.60841208333
1212,0.0
1213,15.5613658289
1214,14.1188825714
1215,10.272804
1216,
1217,
1218,20.7914196538
1219,16.6098377971
1220,7.5572013617
1221,
1222,10.3506083158
1223,1.36242568421
1224,13.6799374628
1225,
1226,0.0
1227,17.8896456454
1228,15.2685805862
1229,
1230,20.7418953
1231,20.0830405789
1232,
1233,16.89091975
1234,10.0974575
1235,15.8531385
1236,7.3096379375
1237,19.12623
1238,15.3091825312
1239,
1240,12.4523772432
1241,16.3603954545
1242,
1243,
1244,
1245,20.4623645263
1246,12.8030793222
1247,19.8101713333
1248,15.9677446
1249,8.72131574576
1250,21.0363912222
1251,19.0746931667
1252,19.2688621429
1253,
1254,19.653180517
1255,18.6352408372
1256,0.0
1257,18.2235667188
1258,1.80275945455
1259,7.92978103937
1260,20.9968325556
1261,17.1810173889
1262,
1263,20.9341742174
1264,17.309095125
1265,17.7156863704
1266,0.0
1267,18.7446680913
1268,
1269,13.467822
1270,15.6190160986
1271,10.8989354959
1272,16.1461395263
1273,20.9235419559
1274,12.7092116786
1275,7.80991393333
1276,14.0041743378
1277,16.93012165
1278,18.4039273929
1279,8.29456
1280,20.0780701667
1281,5.844072
1282,14.8468555235
1283,
1284,15.340497718
1285,13.4787502368
1286,13.0418983158
1287,20.061782875
1288,
1289,
1290,
1291,
1292,0.0
1293,7.99091413043
1294,11.2784207931
1295,
1296,12.4594743077
1297,
1298,20.7463216667
1299,20.0659247143
1300,15.5994992938
1301,11.9385115714
1302,12.9001322671
1303,16.9016425833
1304,17.8969039773
1305,0.0
1306,10.9892552833
1307,
1308,17.667645
1309,14.2393054286
1310,12.9506016563
1311,13.0592014844
1312,21.1730185
1313,9.7156195
1314,3.92088666667
1315,11.6050631857
1316,-8.87700225
1317,18.0582557667
1318,10.6948740019
1319,19.7512491538
1320,15.6467452813
1321,17.6902832424
1322,
1323,19.7455285
1324,0.0
1325,16.0918444
1326,0.0
1327,3.81580472973
1328,0.0
1329,
1330,
1331,15.5179724
1332,18.5048471228
1333,8.2289901129
1334,11.2682496
1335,
1336,15.6593313333
1337,15.2818280667
1338,20.30829125
1339,
1340,2.0457097
1341,
1342,21.2054602
1343,
1344,
1345,
1346,15.3080578333
1347,18.0861845
1348,16.9572373168
1349,0.0
1350,
1351,15.7299861429
1352,0.0
1353,7.576140625
1354,19.9704901176
1355,19.988712625
1356,0.0
1357,15.9906259091
1358,3.22975513333
1359,18.6126689231
1360,0.0
1361,18.5759225897
1362,0.0
1363,16.9691295263
1364,10.1975635
1365,10.4702409167
1366,
1367,
1368,15.7340136667
1369,18.0138771364
1370,9.221199
1371,
1372,4.20367127778
1373,
1374,20.280577
1375,
1376,
1377,0.0
1378,
1379,20.8995645833
1380,
1381,19.0662085
1382,0.0
1383,
1384,20.7430867857
1385,
1386,13.68847685
1387,
1388,12.459389375
1389,
1390,
1391,
1392,
1393,
1394,19.244062125
1395,17.53058635
1396,0.0
1397,11.2078692788
1398,0.0
1399,11.8778338571
1400,
1401,
1402,11.5798422423
1403,0.0
1404,13.0018520588
1405,13.9784349266
1406,9.35412040909
1407,-0.180206
1408,17.7174270104
1409,11.8180607216
1410,19.474013
1411,-10.0475837976
1412,15.74189162
1413,16.920326
1414,18.9172644776
1415,
1416,15.00849325
1417,7.57428888889
1418,
1419,5.16827943478
1420,7.88895221053
1421,15.0276494328
1422,19.1289659465
1423,13.1582377407
1424,
1425,-4.45045742857
1426,20.727249
1427,12.9117981111
1428,17.4794336818
1429,13.3984048571
1430,17.5482059091
1431,15.4755672
1432,11.961226
1433,15.1868917632
1434,11.079227125
1435,10.5698979231
1436,18.9909808983
1437,0.0
1438,
1439,15.4963823103
1440,19.2860451
1441,14.1040143773
1442,18.060612
1443,8.4278954
1444,9.84251414286
1445,16.2292396667
1446,9.44207007317
1447,0.0
1448,7.41317563889
1449,13.2338989439
1450,20.114988
1451,19.9453705882
1452,
1453,14.6338728571
1454,
1455,18.8685970149
1456,
1457,7.01585071429
1458,12.71209131
1459,19.9561105
1460,19.914438
1461,18.8709513793
1462,19.1591517792
1463,
1464,13.3460755
1465,
1466,9.528948
1467,20.3624480238
1468,11.008845439
1469,16.2585554
1470,
1471,15.6348314405
1472,5.60905183333
1473,
1474,20.2092269706
1475,5.62857314286
1476,0.0
1477,0.0
1478,
1479,0.0
1480,19.757681
1481,
1482,
1483,
1484,8.077418
1485,
1486,20.5955631806
1487,
1488,10.8221039296
1489,16.0496410222
1490,15.9038451724
1491,0.0
1492,17.8913747429
1493,13.9589455283
1494,0.0
1495,16.7665395556
1496,8.76513929268
1497,21.2597009844
1498,-0.191771765957
1499,
1500,14.2185115
1501,17.40137578
1502,17.6575642857
1503,17.5459016154
1504,15.178463625
1505,20.8532477826
1506,
1507,22.273609
1508,9.8955345
1509,2.98844814286
1510,6.652093
1511,20.1373369459
1512,
1513,15.7029564444
1514,17.280103375
1515,
1516,17.5670390429
1517,14.5690754615
1518,3.55171383333
1519,
1520,
1521,14.6968571429
1522,19.7832482
1523,
1524,21.48099972
1525,9.8748995
1526,
1527,19.2278471071
1528,13.3059706833
1529,11.1240718889
1530,6.02636478261
1531,
1532,16.5371940988
1533,20.2499385
1534,20.44316716
1535,18.4838497647
1536,
1537,7.6838
1538,0.0
1539,0.0
1540,11.1793795263
1541,9.75361837931
1542,12.628378125
1543,2.7783262
1544,11.0865252353
1545,12.52046004
1546,15.5181716947
1547,16.0695809894
1548,21.691070925
1549,7.066025
1550,-0.588247642857
1551,11.2280383137
1552,0.0
1553,19.9773395
1554,20.0764311296
1555,0.0
1556,12.1835662
1557,15.8474738462
1558,12.4813561658
1559,18.27534075
1560,19.5391135625
1561,14.0156671437
1562,18.669924424
1563,18.361423
1564,17.9537331429
1565,-0.501350692308
1566,0.0
1567,12.2919957258
1568,14.3280058341
1569,11.4285738356
1570,0.0
1571,
1572,16.1455919403
1573,0.0
1574,
1575,0.0
1576,18.7220288214
1577,13.0167484386
1578,
1579,17.924721122
1580,0.0
1581,12.7274286667
1582,19.7479535
1583,19.0743607453
1584,14.76725775
1585,
1586,11.9999187356
1587,12.1207905773
1588,19.797725375
1589,16.462137875
1590,12.8111127849
1591,13.5417
1592,0.0
1593,13.4486199
1594,16.6251224416
1595,10.4958644308
1596,13.3796598333
1597,10.7387982353
1598,19.35091125
1599,17.2376267419
1600,15.6520933043
1601,11.7460220682
1602,18.8770449796
1603,10.680772963
1604,3.9718844
1605,13.9074832857
1606,17.9486967419
1607,18.339328
1608,14.7690879091
1609,16.66567375
1610,20.52464
1611,6.95346552941
1612,11.3388760227
1613,
1614,3.33048966667
1615,14.0066325714
1616,0.0
1617,16.649589
1618,
1619,16.4933238947
1620,21.02437798
1621,
1622,13.6753524167
1623,18.0599665714
1624,12.6713025455
1625,16.153935875
1626,0.0
1627,8.06063249102
1628,13.4734550379
1629,18.9312431429
1630,9.29313071053
1631,10.1381929091
1632,
1633,20.05216652
1634,15.088412
1635,20.8954554444
1636,9.119141
1637,
1638,20.118069
1639,0.0
1640,12.5434742079
1641,18.13296125
1642,
1643,
1644,0.0
1645,14.823091
1646,13.3135725
1647,19.7499555
1648,0.0
1649,0.0
1650,
1651,
1652,9.82080315094
1653,
1654,18.8864481379
1655,0.0
1656,12.27709178
1657,-4.63009883333
1658,20.6529833333
1659,
1660,0.0
1661,19.1032903333
1662,15.0606455
1663,
1664,16.2940757742
1665,
1666,19.92960036
1667,17.39318325
1668,5.80788718919
1669,
1670,19.3441788382
1671,13.2321399
1672,
1673,2.17658933333
1674,15.7661906
1675,11.7489613333
1676,10.65762025
1677,18.162578973
1678,10.2716180769
1679,11.8761496571
1680,14.5325722222
1681,17.4430790233
1682,19.39593
1683,11.8020602
1684,18.1150848095
1685,0.0
1686,10.9181524706
1687,
1688,14.9118684568
1689,12.2239902
1690,0.0
1691,18.8467480889
1692,9.65628601786
1693,
1694,19.4533495
1695,
1696,0.0
1697,0.0
1698,3.454976
1699,14.210764
1700,13.7772302222
1701,0.0
1702,18.6449047273
1703,
1704,
1705,7.42350640909
1706,
1707,3.24536366667
1708,-1.0887708
1709,
1710,0.0
1711,
1712,9.4429045
1713,16.6603185
1714,15.8703758321
1715,9.62778989831
1716,13.8524477727
1717,12.3604588379
1718,
1719,6.43431025
1720,6.55629897143
1721,0.0
1722,9.24307536
1723,5.681484
1724,16.1588376721
1725,12.0704828
1726,17.7562929495
1727,20.2171971233
1728,0.0
1729,20.4743207667
1730,
1731,18.2650723333
1732,17.4636558571
1733,
1734,13.5937363419
1735,16.8400903077
1736,-2.575982875
1737,13.1962614356
1738,0.0
1739,15.04637175
1740,10.6487774706
1741,13.8816888281
1742,17.75401508
1743,18.99947388
1744,15.1821592143
1745,17.5766379719
1746,19.5483060727
1747,18.1244433077
1748,12.3152084444
1749,11.1399675
1750,0.0
1751,18.5596997778
1752,20.0958297143
1753,4.80550475
1754,5.02669848387
1755,18.3471274839
1756,
1757,18.0664928462
1758,15.8697477419
1759,19.4374325462
1760,18.6488285
1761,0.0
1762,17.2481166118
1763,
1764,9.86373997778
1765,13.6031344532
1766,10.2178165
1767,-4.7833843125
1768,16.3001657147
1769,
1770,-1.75800673913
1771,18.850307375
1772,8.611168
1773,12.9066131515
1774,
1775,11.5788703956
1776,12.3710614795
1777,15.6397144444
1778,20.3709108
1779,8.73767488
1780,17.8752312
1781,16.4673606053
1782,13.5706878571
1783,0.0
1784,
1785,13.65022075
1786,10.6750084667
1787,
1788,19.5039158991
1789,
1790,18.6069346429
1791,
1792,21.3961495455
1793,-2.4001776
1794,0.0
1795,7.31646210714
1796,15.688508
1797,15.8609587143
1798,20.3858246667
1799,2.39377632353
