id,current_card_limit_avg
365,-1.21012628947
366,3.91029652586
367,0.0
368,8.35743401379
369,-2.302471
370,11.0530946667
371,-0.267226202381
372,-0.487282216216
373,8.04096487606
374,0.0
375,1.53907730769
376,20.2555495417
377,4.16826916667
378,-2.51734684615
379,-0.8137026
380,-0.866762762712
381,7.78529623077
382,18.5097855
383,17.5927400952
384,4.73656368966
385,
386,10.0372538
387,6.04895927778
388,-1.38672457143
389,-2.798178
390,8.11653295844
391,9.94093554545
392,-16.723895
393,-9.000888
394,-2.32930595918
395,0.184402962963
396,
397,
398,
399,8.9341850411
400,-0.62991025
401,3.35819900477
402,
403,-3.65037636364
404,-0.87676275
405,6.32629378571
406,-1.25473683333
407,0.0810807352941
408,-4.1761905
409,2.31899695652
410,5.47305321667
411,0.949702760456
412,
413,
414,-9.30406806667
415,5.02512533121
416,0.712207622951
417,-2.814965
418,5.29828910526
419,0.2185605
420,9.772617
421,4.64998303636
422,
423,6.94256369231
424,-4.2943245
425,3.23507033333
426,
427,16.3556922222
428,7.129770625
429,2.19573069231
430,5.6135714
431,-1.20745528571
432,2.21759682353
433,
434,-1.03506590476
435,
436,-2.07214172897
437,-0.172557192982
438,13.344174
439,1.26826673869
440,-1.48777581034
441,
442,-2.09011814545
443,9.64965657143
444,
445,-0.144364
446,20.499021
447,
448,6.81500424138
449,9.39041053333
450,16.396933
451,0.0889286666667
452,-1.527872
453,8.7376905
454,6.70825052778
455,
456,16.819214
457,17.8442293478
458,-15.192659625
459,17.79291175
460,
461,6.04707564516
462,3.8787602
463,0.501952882353
464,
465,
466,-2.83491583333
467,-2.0061246087
468,10.2474372857
469,
470,
471,0.069605125
472,-2.276437
473,
474,
475,
476,-1.600835
477,-2.80813871875
478,-1.241511125
479,
480,8.815522125
481,4.51020628571
482,3.48260167857
483,14.3250506
484,9.84100642105
485,4.24979978689
486,5.46601049645
487,20.741132
488,1.52173480324
489,8.40070109845
490,7.41192042063
491,2.98677901515
492,4.92458935897
493,5.97739588757
494,1.285010375
495,4.85733444615
496,4.62258475
497,-0.624967625
498,0.819851
499,-0.675631189189
500,2.7158414
501,7.122403
502,2.08956034483
503,-1.77047033333
504,10.879752375
505,-2.0517385
506,15.8949391707
507,
508,3.33675625926
509,0.0487259090909
510,
511,3.39631098925
512,-0.44435925
513,18.769203
514,-2.18957115152
515,0.528785888889
516,10.9112007419
517,12.8951590526
518,4.70178842857
519,3.07763351079
520,3.45031704412
521,19.1443253333
522,4.91034569697
523,-1.51092641667
524,-0.995905625
525,-0.720314084906
526,8.34393174667
527,-0.842477892857
528,-0.326151904762
529,15.485523
530,10.3437630638
531,0.638259913043
532,-1.04799465
533,-26.281916
534,17.2223987647
535,-1.031463375
536,6.20811058333
537,3.62372082456
538,
539,18.262863
540,-1.536523
541,-10.1610038333
542,
543,-0.584725761905
544,6.7941034
545,10.0176181607
546,15.7996674615
547,-3.14280307895
548,6.70909883886
549,-1.06100075
550,9.49329258333
551,-2.23669776471
552,2.45295533333
553,1.86046359547
554,17.8514213077
555,2.12352744444
556,-7.35300966667
557,-11.846043
558,-3.04768038391
559,0.0
560,
561,0.193401222222
562,0.151469111111
563,-2.30863585714
564,2.93849509804
565,
566,15.0289770699
567,-1.3609575
568,13.6260804444
569,
570,-6.19146072
571,-1.512524
572,2.46047045455
573,
574,-3.73955644444
575,18.1769418235
576,-9.1976365
577,7.59528873333
578,4.2797909
579,
580,9.88132521429
581,-0.6913745
582,18.0739012857
583,-15.7010508571
584,-1.45905333333
585,1.41469375
586,0.320722473684
587,7.67510885714
588,-2.55271186364
589,-1.62665033333
590,18.4130448182
591,-0.39439125
592,-1.57480077273
593,5.67930506818
594,-1.68575742857
595,-1.38310632402
596,-1.7637177619
597,4.46762678061
598,-1.93096815385
599,2.40612659677
600,1.06178360945
601,
602,1.82836170455
603,-2.7334482
604,-0.748474768116
605,0.9107588125
606,
607,-13.42433884
608,-2.76198480851
609,-0.958938071429
610,5.4039595287
611,-0.447971315789
612,6.88475196296
613,-1.17403409091
614,3.35167659574
615,3.12658288321
616,4.22538904545
617,-0.9416625
618,-0.311900148936
619,12.1108158203
620,
621,6.443641
622,-1.07853125
623,7.44468861538
624,-0.96487935
625,0.867130164557
626,3.92042190323
627,0.876282109589
628,5.83700030252
629,
630,6.4816958
631,18.3151316383
632,4.4820856875
633,17.8047155
634,-0.483866733333
635,
636,18.747879
637,-1.14619666667
638,-1.06173425
639,3.8844216129
640,-21.663487
641,
642,-1.68522533333
643,
644,17.7825918923
645,17.291137
646,15.2121046
647,2.57561075
648,8.36657609091
649,17.9060575
650,4.00022056
651,
652,1.8114035
653,-1.73555358696
654,1.87966569271
655,8.6690094375
656,-4.315788
657,-1.03352742424
658,-1.83838245455
659,17.851007
660,4.59927033333
661,17.0994301
662,7.18582034112
663,8.35339070213
664,
665,16.8988198462
666,1.5021425
667,17.1124885152
668,
669,6.55088538806
670,
671,18.8155063333
672,-0.131894
673,16.752345
674,0.448892083333
675,
676,
677,9.25331344681
678,19.27392625
679,-14.869966
680,1.38002857895
681,1.81955542857
682,3.31637821053
683,0.405153688889
684,0.88541737931
685,2.02978634247
686,18.224614
687,0.345472941176
688,-1.867951
689,5.25533254545
690,5.94948782
691,-0.33390952381
692,2.27025554167
693,3.32162025
694,1.14335813559
695,0.884669241379
696,15.8416932632
697,1.91167741872
698,
699,9.9282033125
700,16.02762612
701,-0.534524157407
702,-2.03624128571
703,7.12168853571
704,-0.6135335
705,-1.05448084
706,13.86819575
707,1.95594266667
708,
709,-0.0778844807692
710,3.48155433333
711,0.734875
712,10.990311125
713,9.20160015054
714,-2.33233326852
715,-2.6541446
716,18.6509395278
717,8.00108082432
718,9.03199999588
719,-17.7883041429
720,4.36041888889
721,0.504061301075
722,8.23241645098
723,18.348443
724,6.86571572932
725,
726,1.5540329557
727,6.43350186667
728,4.2460858
729,14.4167577143
730,9.82793509091
731,-1.46339895833
732,-3.23759278571
733,2.71690764889
734,5.33664333333
735,17.8951288125
736,10.92973475
737,0.5266554
738,0.583391176471
739,19.0765976
740,
741,1.07076125
742,
743,
744,-3.10377841176
745,3.43801856098
746,
747,4.83574357463
748,18.948135
749,4.84266733333
750,2.4486102963
751,5.21084084375
752,15.6922591039
753,-1.952765
754,-0.199115823529
755,4.01764960099
756,0.479279892857
757,
758,2.061515125
759,7.50690591667
760,
761,6.6944419697
762,0.43187672549
763,7.48730183613
764,-0.163019125
765,7.96338175
766,9.67335134694
767,
768,17.754444875
769,
770,
771,-2.10759433333
772,5.69868622222
773,19.2121420588
774,2.80171154819
775,
776,-0.245408875
777,-5.38810585
778,-0.8352717
779,1.26850859184
780,
781,10.3557381176
782,-5.7297947619
783,9.9462341875
784,0.0207455
785,
786,4.06309986111
787,
788,2.66942623913
789,7.98237768421
790,
791,21.220289
792,
793,-2.17568066667
794,16.6854501145
795,
796,
797,5.86014442553
798,9.11404133824
799,-2.59269533333
800,-1.77678436364
801,8.41583469565
802,-2.26747881818
803,3.26251922667
804,18.8255044286
805,
806,
807,18.95361775
808,3.21742232411
809,0.166726769231
810,2.65157504124
811,4.9262895
812,14.2667889123
813,4.54954971875
814,-6.369507
815,3.92836640909
816,15.5112232222
817,
818,19.35894775
819,-17.237933
820,2.00390010853
821,-2.514247
822,11.6938244286
823,-0.516495833333
824,16.5825431429
825,1.73562725373
826,-2.137252
827,
828,
829,-2.309837
830,
831,-10.9389956667
832,
833,9.40346994048
834,16.3601138
835,-2.3790765
836,13.3315196364
837,-2.302906
838,7.75278832979
839,3.67686118182
840,-0.206079461538
841,2.73371804124
842,11.7556467302
843,16.79376775
844,15.7750555714
845,4.87194985
846,0.259420809524
847,0.02303795
848,11.5412432105
849,14.7737253492
850,2.3525775625
851,
852,12.9956370286
853,-0.336356
854,
855,-13.063517
856,-2.9963249932
857,17.7986125
858,12.330638913
859,
860,6.77232647115
861,4.7061185619
862,-3.30999516667
863,-2.87673165909
864,
865,3.2331272449
866,-4.2028931875
867,
868,5.536603
869,-2.310238875
870,
871,
872,
873,6.96529475472
874,9.38920435714
875,17.3157025
876,19.0592912778
877,
878,14.9181351176
879,18.3954473333
880,0.637106363636
881,
882,12.9064445652
883,3.45901842006
884,
885,3.1636515
886,-2.450483
887,
888,
889,17.993394875
890,
891,
892,0.519130276596
893,-1.5766699308
894,
895,
896,-0.040907
897,17.8222178333
898,
899,-2.55729857143
900,9.06752575
901,2.6762632
902,14.1814745
903,7.75003229825
904,9.81122461224
905,
906,-0.162572
907,-2.2937783
908,8.0752652
909,-17.376026375
910,7.42529481319
911,7.73770085714
912,0.259260813953
913,18.789398
914,
915,11.0321562353
916,-1.22122558333
917,
918,-1.964879
919,1.00270177778
920,2.44765840517
921,
922,-0.6622195
923,9.35854042969
924,9.8256446
925,1.51236738462
926,-3.12524384848
927,
928,
929,1.24730686111
930,0.72385
931,-1.35875937589
932,-0.999144333333
933,-2.302586
934,0.709543271845
935,-1.35265673984
936,
937,17.1388049231
938,-2.45554408696
939,5.52778531618
940,
941,4.5068057619
942,18.2918486111
943,-3.1799103
944,
945,4.58392857447
946,10.8338226912
947,0.222546725581
948,4.8012449313
949,9.53938328571
950,-4.22845875355
951,13.0429189231
952,5.51192593506
953,3.55996303333
954,
955,-1.90385725
956,9.1251218125
957,3.19031673404
958,-1.183613
959,
960,11.9035378049
961,14.39381075
962,1.81771536129
963,-0.633147157895
964,18.6030823333
965,
966,-0.4826944
967,5.91433003604
968,-1.5212355
969,0.0
970,2.23294560656
971,8.13737831818
972,1.25206351282
973,18.355815
974,11.5480175
975,-3.758873
976,11.35713425
977,2.55048140541
978,-2.30256216667
979,6.04466856757
980,
981,-1.94021296154
982,-1.55740175
983,0.136170210526
984,3.25323739597
985,-1.48270788889
986,
987,2.59928859848
988,3.25090056008
989,
990,-2.67058085
991,-0.999382083333
992,
993,-1.31256896875
994,8.19212671875
995,9.83760875
996,
997,1.93804482759
998,-25.8175775
999,-5.55039768182
1000,18.4257364286
1001,1.69130175
1002,3.34771538596
1003,-0.5101353125
1004,-2.27440964
1005,
1006,2.422325275
1007,-3.05798
1008,4.71114577778
1009,-2.2189228
1010,
1011,9.77070025
1012,
1013,14.8834622222
1014,
1015,
1016,-2.67251625
1017,
1018,19.2429301538
1019,
1020,
1021,
1022,-2.392441
1023,8.57289671429
1024,-2.302585
1025,
1026,5.7497827156
1027,6.76069769091
1028,-2.56769746667
1029,4.75358147059
1030,12.6389026667
1031,5.48399666667
1032,7.66003216061
1033,-1.54443977778
1034,
1035,2.92580875
1036,8.085789125
1037,
1038,1.424447
1039,11.1092698095
1040,-2.53565533333
1041,-4.262223
1042,
1043,14.465287
1044,-1.18669952381
1045,0.904021428571
1046,8.29574094444
1047,16.167418
1048,-1.73638133333
1049,12.769732125
1050,5.28712816667
1051,2.50580788889
1052,16.310746
1053,8.41801669231
1054,5.7579595
1055,11.5302061667
1056,1.9888195
1057,2.8409505
1058,0.306131833333
1059,-0.647691636364
1060,2.87259498684
1061,10.20235
1062,1.15803173333
1063,18.0059036111
1064,
1065,-0.621209
1066,-0.482802833333
1067,0.196626101695
1068,17.9672905
1069,-1.35646808636
1070,0.972042875
1071,
1072,5.27609778571
1073,17.7870925385
1074,
1075,2.18730254825
1076,
1077,15.9149557143
1078,-9.0635305
1079,
1080,-0.562328208333
1081,17.6678095
1082,3.57278714583
1083,-0.556429875
1084,17.9306410968
1085,17.661971
1086,12.8348077222
1087,15.2453396
1088,
1089,7.20962259701
1090,0.851500193548
1091,-0.00269218285714
1092,6.7265515
1093,9.26426777778
1094,
1095,-3.37924953333
1096,4.21811283636
1097,
1098,
1099,-2.81144601429
1100,
1101,-0.470317166667
1102,
1103,7.86781284
1104,
1105,0.377568808989
1106,
1107,5.52313804348
1108,2.07582281356
1109,13.9121737619
1110,-1.303392
1111,6.37561844681
1112,16.999255
1113,-2.215238
1114,
1115,
1116,
1117,
1118,-1.63717395833
1119,16.6897182778
1120,1.91694203704
1121,
1122,-0.366269885714
1123,3.29532625
1124,
1125,6.66702026316
1126,-3.07512536364
1127,-1.80817786364
1128,
1129,1.69284964706
1130,-2.198038
1131,5.00758317544
1132,9.39666721429
1133,0.688886748252
1134,1.733893
1135,
1136,8.35404778832
1137,8.31773954167
1138,0.72004668254
1139,-1.05010363636
1140,6.17436746609
1141,0.97169459375
1142,
1143,1.506794
1144,0.742112076923
1145,17.067279
1146,3.97078266797
1147,8.96904544828
1148,9.75890234328
1149,8.04734804348
1150,-5.58413166667
1151,-1.26103833333
1152,3.28348488889
1153,-1.25208026087
1154,0.93534
1155,3.6165094
1156,3.46078748437
1157,8.46528442623
1158,20.73790625
1159,0.960173416667
1160,-1.5624559
1161,11.5830415254
1162,1.33344420755
1163,-0.06286675
1164,3.62921466667
1165,
1166,5.00609318182
1167,-1.93173633333
1168,-0.452501616667
1169,11.5806211343
1170,18.916173
1171,
1172,
1173,-0.7318065
1174,2.03671213333
1175,-1.17256224
1176,
1177,-6.04569609091
1178,2.32354363636
1179,2.77792063265
1180,0.0393305
1181,1.15454441463
1182,12.3999673333
1183,4.82850804819
1184,
1185,3.61442232865
1186,8.71168754902
1187,14.8662078462
1188,
1189,-1.45271572
1190,20.4988317692
1191,6.84475095
1192,17.5940896667
1193,9.73981544186
1194,8.64475846429
1195,
1196,-0.877412
1197,5.47958666667
1198,
1199,17.7770381111
1200,5.0119595
1201,-1.5681792
1202,
1203,-1.28119661905
1204,-0.777465
1205,7.15778089474
1206,14.8947415
1207,13.42533475
1208,11.0729549286
1209,6.44830517045
1210,4.9000566
1211,8.64772816667
1212,17.9051074167
1213,4.73000355263
1214,-0.802423857143
1215,11.178048
1216,
1217,
1218,5.523466
1219,5.56485836232
1220,7.30085514894
1221,
1222,7.14408334211
1223,5.99181447368
1224,-10.1398389091
1225,
1226,19.0816417143
1227,9.52976288652
1228,7.17667880564
1229,
1230,-0.70082635
1231,-0.622918157895
1232,
1233,0.0777040625
1234,0.0
1235,-4.5603946
1236,9.500806
1237,-3.170384
1238,18.6983017812
1239,
1240,2.95206608108
1241,-0.679624727273
1242,
1243,
1244,
1245,-1.12430157895
1246,5.66258417778
1247,18.0899176667
1248,-2.3007594
1249,11.7506179831
1250,-0.918578222222
1251,17.112392
1252,17.73829
1253,
1254,1.30279738776
1255,-0.326602593023
1256,13.228028
1257,6.75104025
1258,16.9205648182
1259,7.36760307087
1260,-0.858884888889
1261,10.6164626667
1262,
1263,2.98843565217
1264,13.275927625
1265,-1.14083111111
1266,16.4969147143
1267,2.92157117012
1268,
1269,9.14310688235
1270,2.81149377465
1271,8.70457956911
1272,-1.12655052632
1273,2.78664207353
1274,6.51940434524
1275,-5.3577488
1276,3.12877990541
1277,1.69110709
1278,-0.564262642857
1279,10.6000498
1280,-2.30217408333
1281,-5.58046652941
1282,8.57069800882
1283,
1284,8.57391603759
1285,10.0601091053
1286,-16.7155783158
1287,-0.012630625
1288,
1289,
1290,
1291,
1292,18.8397747273
1293,9.25041969565
1294,-4.75501017241
1295,
1296,6.72655151282
1297,
1298,-0.7512765
1299,1.7512997619
1300,1.92737034725
1301,0.175704071429
1302,7.97525884472
1303,4.87774425
1304,0.981998568182
1305,11.49386775
1306,4.12098257778
1307,
1308,-2.303749
1309,-0.171874285714
1310,3.16676038542
1311,3.75993736458
1312,-1.14122
1313,7.077088
1314,11.8449429524
1315,5.34296585714
1316,-20.814816
1317,-0.694964183333
1318,-4.38138021012
1319,-0.508698179487
1320,0.87161546875
1321,-0.346734621212
1322,
1323,-3.0270625
1324,18.151687
1325,0.157948733333
1326,6.97332420833
1327,14.4340913351
1328,15.4898174
1329,
1330,
1331,-1.8490962
1332,6.03332252632
1333,9.69648866129
1334,13.52082054
1335,
1336,-2.60737283333
1337,-0.846904733333
1338,-1.461064
1339,
1340,15.8708948
1341,
1342,-0.0472728
1343,
1344,
1345,
1346,6.92104923333
1347,-0.45323375
1348,1.23377659627
1349,17.8371565
1350,
1351,2.29638964286
1352,12.8446496522
1353,18.599138
1354,0.725266117647
1355,0.310621625
1356,18.17203325
1357,6.22000972727
1358,4.96661637778
1359,9.26264734615
1360,13.3881996
1361,2.10089688319
1362,17.0438961429
1363,-3.676306
1364,11.387433
1365,8.2941515
1366,
1367,
1368,1.645098625
1369,-0.618378727273
1370,-2.1666055
1371,
1372,13.7007432778
1373,
1374,-0.199205
1375,
1376,
1377,18.624908
1378,
1379,-2.59170175
1380,
1381,-0.974175833333
1382,13.2112952
1383,
1384,5.12398914286
1385,
1386,6.3264341
1387,
1388,2.449975
1389,
1390,
1391,
1392,
1393,
1394,-1.12115652083
1395,-0.387117825
1396,18.1679896
1397,9.91247178182
1398,18.638344
1399,0.124954914286
1400,
1401,
1402,-0.809181039648
1403,10.830298
1404,-1.88941202941
1405,3.30352382486
1406,2.07116831818
1407,0.0
1408,-1.68112030208
1409,1.6849286701
1410,-1.7060295
1411,-22.6579640833
1412,-2.0308325
1413,9.52495752991
1414,-1.86814287313
1415,
1416,-13.321987
1417,-0.365674111111
1418,
1419,11.7844611739
1420,2.65818415789
1421,4.52972526866
1422,1.80227870053
1423,-3.44560290741
1424,
1425,-2.95780042857
1426,0.532968
1427,2.35819977778
1428,-6.33978718182
1429,14.3535472857
1430,-1.37820009091
1431,17.3138238
1432,4.69825517391
1433,-1.80430371053
1434,2.40641108929
1435,15.2775451538
1436,-1.01198137288
1437,16.1726244211
1438,
1439,1.53504658621
1440,-0.564853336364
1441,2.78314095092
1442,8.93058845455
1443,10.0102176
1444,13.6050402857
1445,3.65750217544
1446,7.03844002439
1447,14.59135575
1448,10.2328555556
1449,6.11107279439
1450,-0.441528333333
1451,0.0158822941176
1452,
1453,2.3369330084
1454,
1455,4.7286981791
1456,
1457,8.6661985
1458,3.49064572
1459,-2.207288
1460,-0.689133333333
1461,-0.211524965517
1462,-0.567986428571
1463,
1464,-10.5804974219
1465,
1466,-10.49777
1467,-0.723084166667
1468,6.65672533333
1469,6.1630406
1470,
1471,3.88484459524
1472,-5.10768983333
1473,
1474,14.6933935
1475,2.19079694898
1476,11.9048426667
1477,13.43355875
1478,
1479,4.427006
1480,1.335578
1481,
1482,
1483,
1484,6.557771
1485,
1486,-0.123063463226
1487,
1488,6.82008240845
1489,-0.353761711111
1490,0.766541206897
1491,-2.302585
1492,16.8564471714
1493,5.85241625472
1494,5.86311157143
1495,0.0680581555556
1496,10.8708234878
1497,19.1131049844
1498,7.7622072766
1499,
1500,4.76249961111
1501,7.94282064
1502,-1.42357714286
1503,-1.88736938462
1504,6.48695575
1505,0.772425304348
1506,
1507,19.971491
1508,4.56410716667
1509,5.48221928571
1510,4.399274
1511,1.63184167568
1512,
1513,2.09604183333
1514,19.298799625
1515,
1516,-0.691296742857
1517,2.31246738462
1518,12.1741858333
1519,
1520,
1521,2.29536304762
1522,-1.3670398
1523,
1524,19.61626324
1525,12.7744912
1526,
1527,-0.487227
1528,4.53550645
1529,10.1259744603
1530,6.04314263768
1531,
1532,3.4967611358
1533,19.550424
1534,17.75051788
1535,5.52189405882
1536,
1537,-9.8238484
1538,4.72621933333
1539,18.6191993636
1540,-19.3860219474
1541,5.80593763793
1542,2.85878225
1543,-2.6277792
1544,6.19717323529
1545,3.90037388
1546,3.75491931579
1547,-2.63603811757
1548,6.61566895
1549,12.0873766667
1550,16.3229988571
1551,8.35666035294
1552,4.130122
1553,-1.048172125
1554,-0.0386503518519
1555,17.514905
1556,0.9721388
1557,0.440636153846
1558,-1.49199753261
1559,2.6857625
1560,7.091628625
1561,8.41249049375
1562,0.10128692
1563,16.752395
1564,7.61054595238
1565,-0.251614961538
1566,-2.302585
1567,14.0775342581
1568,7.05021961463
1569,7.21545956849
1570,18.295399619
1571,
1572,2.00381192537
1573,17.7659724
1574,
1575,14.0998508684
1576,-0.686830732143
1577,2.30474957895
1578,
1579,9.79121297561
1580,17.1577273571
1581,-2.044285
1582,-1.80006675
1583,7.66354875472
1584,-2.3306865
1585,
1586,4.56847929885
1587,-0.619639278351
1588,-2.95194779167
1589,-2.54435984375
1590,8.28563995349
1591,-18.893364
1592,10.1477415484
1593,0.657205
1594,7.65444261039
1595,13.0311889538
1596,-8.082443
1597,9.23671694118
1598,-1.789147875
1599,0.220027
1600,14.8743635217
1601,2.03905503977
1602,18.3070505306
1603,4.49009251852
1604,8.1271714
1605,4.38233328571
1606,10.5701511935
1607,17.66227075
1608,2.83477481818
1609,0.17416875
1610,4.03430825
1611,-1.20504823529
1612,6.15506531818
1613,
1614,14.3170745
1615,0.777738
1616,18.065021
1617,-1.55096271429
1618,
1619,-0.604764578947
1620,1.43129028
1621,
1622,0.193951606383
1623,-2.99897232468
1624,1.10531852273
1625,-2.272234875
1626,19.309583
1627,0.820122820359
1628,7.3170459697
1629,2.80967971429
1630,9.12281489474
1631,10.0623924848
1632,
1633,0.44422224
1634,-2.732917
1635,0.202051916667
1636,4.817274125
1637,
1638,0.0
1639,7.8650445
1640,7.30070517822
1641,13.68889025
1642,
1643,
1644,6.376671
1645,-1.48873144444
1646,6.0641494
1647,-0.7571545
1648,18.4120445
1649,8.5072065
1650,
1651,
1652,7.77881830189
1653,
1654,-0.926910609195
1655,16.136301
1656,5.57492231
1657,-16.7668576667
1658,0.875548388889
1659,
1660,18.9510306667
1661,17.8131536667
1662,7.259973
1663,
1664,0.267032451613
1665,
1666,0.053285
1667,-0.623631625
1668,10.3653852703
1669,
1670,0.221733110294
1671,5.91871256667
1672,
1673,4.78658122222
1674,-1.38156633333
1675,-21.113012
1676,-6.163705
1677,0.412714405405
1678,2.47796630769
1679,5.08187702857
1680,2.17785366667
1681,8.80230302326
1682,-0.338629
1683,4.8109408
1684,0.229182809524
1685,18.779622
1686,16.5463178088
1687,
1688,4.01953574074
1689,-8.2387046
1690,18.308084
1691,-0.889508377778
1692,8.81768876786
1693,
1694,-1.371281
1695,
1696,16.7236862432
1697,18.3071064
1698,1.34349673333
1699,-2.8837165
1700,1.499912
1701,0.0
1702,-9.80761518182
1703,
1704,
1705,9.69701140909
1706,
1707,10.5781147222
1708,-5.17279846667
1709,
1710,17.507515
1711,
1712,-1.3931065
1713,-3.2521074
1714,-0.245966583942
1715,11.4971738814
1716,2.75171727273
1717,0.762082934483
1718,
1719,3.59574295
1720,10.4262120286
1721,13.5069041667
