id,card_limit_avg
263,11.5646985517
264,19.614596
265,2.51265470588
266,
267,20.7804416842
268,20.3872622821
269,0.0
270,
271,
272,19.9022324375
273,
274,17.6278772187
275,20.382523625
276,16.0274369667
277,19.163104
278,
279,2.96204271429
280,18.2973336
281,20.1073956129
282,20.5862709744
283,18.0805443704
284,6.35166
285,20.057698
286,13.5289255161
287,17.8080002381
288,19.971271
289,19.6059361524
290,20.153592
291,18.2208710625
292,16.15205095
293,
294,13.3608040182
295,19.05498
296,21.3314579862
297,0.0
298,13.728061022
299,16.0376773462
300,18.3134464857
301,17.9342057228
302,0.0
303,18.575449125
304,21.1776380543
305,12.1402277595
306,23.8453847397
307,
308,13.0019728712
309,21.4792582
310,
311,20.5612263684
312,21.8157105
313,19.8070185
314,16.3474330833
315,
316,18.5990390361
317,19.05498
318,
319,17.1788866667
320,
321,
322,6.65709033333
323,
324,11.9769103636
325,16.6114394444
326,16.9811288889
327,6.878332
328,20.664418
329,
330,19.532415175
331,20.0416448421
332,3.80486945455
333,19.694422
334,
335,0.0
336,12.6029198192
337,
338,
339,20.0131783462
340,
341,21.357565
342,19.4013167143
343,20.307743
344,21.3032114615
345,18.0350875714
346,1.80166075
347,20.153592
348,
349,
350,14.3458324035
351,
352,7.9885084
353,
354,
355,21.76303
356,
357,
358,13.183289129
359,0.0
360,
361,0.0
362,16.6518975974
363,
364,21.285235215
365,19.1441394474
366,16.3845597299
367,2.295229125
368,8.32897647586
369,17.668686
370,19.9464772222
371,19.5944084881
372,0.0
373,17.7043239634
374,0.0
375,19.1485488462
376,21.802197
377,20.3654995
378,16.8662621538
379,19.8535509
380,20.9472771186
381,20.2411873077
382,21.580708
383,20.846739
384,19.6859489655
385,
386,21.1279736
387,13.46914625
388,19.9075155714
389,19.585608
390,20.6788935403
391,20.5775023636
392,2.1594212963
393,11.0170998
394,20.7671683265
395,10.8113583333
396,
397,
398,
399,17.9606549863
400,21.08134
401,17.3373135374
402,
403,19.460445
404,20.168044
405,19.6710726071
406,20.5088521667
407,20.6498254706
408,20.1707037857
409,19.058785
410,19.92899205
411,16.6205062433
412,
413,
414,19.05498
415,9.45217670064
416,20.0903592131
417,19.971271
418,11.8319848947
419,18.698305
420,13.5101615517
421,12.5028257455
422,
423,4.23734607692
424,19.0548966667
425,20.2495588485
426,
427,18.4942956111
428,19.0771215625
429,13.5514477253
430,19.6713334
431,19.6039444048
432,19.2066144118
433,
434,18.6389793333
435,
436,15.4463146262
437,18.4832207368
438,0.0
439,18.1170778643
440,21.2426074138
441,
442,16.9841344727
443,8.661525
444,
445,19.3429116842
446,0.0
447,
448,10.9097004138
449,14.698845
450,0.0
451,19.0824515556
452,15.2986865
453,10.626102
454,13.4713103889
455,
456,19.460445
457,19.996826913
458,2.3818725
459,19.98030525
460,
461,20.710924129
462,20.7008822
463,19.1742344118
464,
465,
466,20.153592
467,20.0556864783
468,19.2024104592
469,
470,
471,21.827569
472,20.153592
473,
474,
475,
476,20.846739
477,19.2715636875
478,20.3422395
479,
480,14.524658
481,19.4660288571
482,15.0044991071
483,19.69970368
484,20.0480377368
485,18.6463399672
486,11.3387847589
487,14.6653546667
488,17.8364889398
489,19.3627695233
490,17.2761908254
491,14.1955009091
492,20.496422188
493,20.6835847515
494,19.8405376607
495,7.48704956923
496,20.79829
497,10.25720625
498,12.241222
499,18.1350318919
500,12.89513868
501,20.3033256269
502,16.866306931
503,16.277801087
504,10.6643035
505,10.332209
506,18.0266206098
507,
508,16.5233699444
509,16.5477421818
510,
511,18.5237985161
512,19.05498
513,21.76303
514,19.2373580909
515,20.441274
516,13.9810282366
517,20.4896186842
518,20.0456053571
519,18.4104414532
520,7.57956575
521,21.580708
522,20.5926470909
523,9.88049533333
524,19.94549575
525,19.3495158962
526,20.2001638933
527,19.3843687857
528,21.945352
529,20.2474505714
530,12.1811669362
531,0.0
532,18.90189925
533,20.441274
534,20.0958562353
535,22.8328964375
536,13.8349204722
537,11.9230025848
538,
539,19.748127
540,19.18373496
541,13.4937791667
542,
543,19.9446152857
544,11.5072235
545,17.3667539643
546,20.100273
547,13.8835750526
548,15.2796704313
549,20.55664525
550,21.172033
551,0.0
552,19.05498
553,19.0645791165
554,22.273856
555,19.8382303333
556,11.779124
557,19.460445
558,18.8327258951
559,0.0
560,
561,19.1000316667
562,20.0252502222
563,12.0005085714
564,16.4570830196
565,
566,19.8043819371
567,19.971271
568,19.971271
569,
570,20.3131716
571,20.307743
572,19.4087394091
573,
574,10.5861
575,18.9680865882
576,9.1809165
577,19.9835538
578,20.49811935
579,
580,20.4403728333
581,20.307743
582,20.441274
583,19.05498
584,19.05498
585,20.153592
586,20.3997083684
587,8.834343
588,20.6533870909
589,20.384641
590,20.441274
591,20.1645217262
592,17.5385053182
593,19.6292314205
594,18.9287717857
595,19.1679859106
596,20.3623755238
597,19.7983380561
598,21.5758923077
599,16.116701871
600,16.5201874992
601,
602,20.441274
603,20.376736
604,18.1864072464
605,20.6210963125
606,
607,13.06391712
608,22.2133268085
609,19.9848867143
610,15.9284054773
611,18.5605095789
612,20.5221127778
613,21.9560810909
614,21.2472142766
615,17.1424657372
616,20.7182855682
617,8.4279532
618,20.4874442979
619,17.6787551172
620,
621,11.3054517241
622,21.195046
623,18.2994015604
624,17.6432927
625,14.7362639367
626,20.8835830645
627,18.1202867089
628,15.3233528739
629,
630,20.0489424
631,20.411952
632,19.3780575625
633,0.0
634,0.0
635,
636,20.759728
637,19.748127
638,19.88914475
639,21.7707741613
640,19.5131255
641,
642,19.807999359
643,
644,8.98013372308
645,19.971271
646,0.0
647,20.153592
648,20.3130913636
649,0.0
650,17.04223548
651,
652,19.9974028462
653,21.512794913
654,18.4842688646
655,19.0513670625
656,20.441274
657,18.8226893333
658,18.5081455455
659,20.153592
660,20.1762680222
661,15.115194
662,20.483415
663,15.0955757447
664,
665,18.361833
666,15.6194386
667,19.9410544848
668,
669,14.5529387463
670,
671,14.1842036667
672,20.0375695455
673,0.0
674,10.332209
675,
676,
677,16.2665734894
678,0.0
679,9.1809165
680,13.9489626316
681,8.64308557143
682,12.5633594211
683,19.4458031778
684,19.8054153621
685,19.9506202603
686,20.986501
687,19.971271
688,21.306272
689,7.51433381818
690,19.87164768
691,18.5137310952
692,16.261206875
693,20.0959185
694,16.0147162994
695,19.0303254943
696,0.0
697,16.438184202
698,
699,17.1372914687
700,5.61968176
701,20.2765238148
702,20.7030714286
703,13.32953875
704,20.307743
705,9.6445528
706,0.0
707,19.05498
708,
709,10.5021002115
710,20.0253103333
711,19.971271
712,20.0282463125
713,20.3175398065
714,15.2930012593
715,20.5458023714
716,20.7432584167
717,17.2818296306
718,11.0362650617
719,1.90202580952
720,20.4040856667
721,18.3948229677
722,18.1067494118
723,0.0
724,19.30522
725,
726,20.5906766456
727,19.9611655778
728,13.48943148
729,2.87908457143
730,7.51433381818
731,21.854789875
732,10.8567629286
733,12.6183905333
734,20.0320446667
735,21.213724
736,21.3285665
737,15.229563
738,0.0
739,21.0569508
740,
741,19.0431210556
742,
743,
744,19.460445
745,18.6483772195
746,
747,19.9253251642
748,20.441274
749,20.1887123333
750,19.8803604815
751,20.4805583125
752,18.105847026
753,19.166552
754,19.8510766471
755,15.9388801921
756,20.6131551429
757,
758,20.15436275
759,5.996391625
760,
761,14.7690624545
762,17.3828876078
763,17.6267357731
764,22.23055975
765,17.0174424
766,7.89499757143
767,
768,0.0
769,
770,
771,19.971271
772,12.0726174889
773,0.0
774,20.1525147289
775,
776,19.05498
777,20.3783735
778,19.460445
779,20.2426951837
780,
781,19.460445
782,18.2634471429
783,17.199623375
784,20.664418
785,
786,16.0898573333
787,
788,14.8945976087
789,19.2012599474
790,
791,21.76303
792,
793,20.664418
794,18.361833
795,
796,
797,21.0538770851
798,9.75654692647
799,19.05498
800,15.0233179091
801,21.0054218261
802,17.2190347273
803,15.88880584
804,21.4583607143
805,
806,
807,10.531597
808,14.8910341067
809,19.8261010385
810,14.9782695876
811,18.256472
812,13.2136460175
813,19.9255179375
814,19.05498
815,20.0626625
816,0.0
817,
818,20.664418
819,0.0
820,12.5194836047
821,19.971271
822,9.48129985714
823,20.664418
824,19.971271
825,10.5006904776
826,22.273856
827,
828,
829,22.456177
830,
831,20.4066675
832,
833,17.1288686786
834,19.971271
835,19.05498
836,20.1006702273
837,18.361833
838,12.3298482872
839,15.3352856364
840,21.252204
841,19.7288855773
842,7.21924201587
843,7.915914
844,3.61197994286
845,21.08454665
846,20.6569420952
847,19.5808423
848,21.8967480526
849,19.469557254
850,14.2728962083
851,
852,19.460445
853,21.357565
854,
855,20.759728
856,18.5029685714
857,19.971271
858,19.6680547609
859,
860,19.7139892019
861,15.9655296
862,18.3276033333
863,19.2003998864
864,
865,14.459604898
866,19.52910825
867,
868,20.7415614375
869,22.168495
870,
871,
872,
873,16.8051550943
874,20.4048355714
875,0.0
876,20.664418
877,
878,1.21245514706
879,20.664418
880,17.8188416364
881,
882,20.5428476957
883,16.8118112414
884,
885,4.9010715
886,18.592882
887,
888,
889,20.1421969375
890,
891,
892,18.5663052128
893,19.7552730484
894,
895,
896,19.8209532
897,22.2211755
898,
899,20.7145068036
900,21.155846
901,15.6300164
902,0.0
903,13.4830477193
904,20.7639684898
905,
906,19.971271
907,20.9853684
908,16.7334176
909,6.022218
910,20.0324128132
911,14.4297707912
912,19.883493814
913,0.0
914,
915,5.921605
916,0.0
917,
918,19.05498
919,17.5538906667
920,17.1658446523
921,
922,19.40474
923,20.9111100469
924,22.050712
925,17.0530393846
926,19.8028093636
927,
928,
929,15.92649375
930,17.1293947959
931,14.0515647447
932,19.05498
933,22.456177
934,17.0834959417
935,20.5635686504
936,
937,20.307743
938,20.9721408261
939,20.9617391397
940,
941,21.4491408571
942,20.3572122222
943,19.7737788
944,
945,18.7465715957
946,5.60440588235
947,16.1201423721
948,11.8184042595
949,8.76815242857
950,21.1009170379
951,19.8889613846
952,19.2449605974
953,18.4147515
954,
955,19.460445
956,14.3934330833
957,14.3163529681
958,20.153592
959,
960,10.2005919756
961,0.0
962,20.7675378516
963,19.05498
964,20.664418
965,
966,19.8796419
967,18.9621613874
968,20.664418
969,0.0
970,15.1176417377
971,20.0800499091
972,18.891103
973,0.0
974,1.9971271
975,19.460445
976,20.097448
977,18.8031610541
978,22.456177
979,9.45811343243
980,
981,19.6876283846
982,19.991073
983,18.9498811053
984,16.6172505772
985,18.7885264444
986,
987,17.0059467045
988,19.6197732912
989,
990,18.0208212167
991,19.2158268333
992,
993,20.2299318437
994,13.0826954062
995,20.5205765
996,
997,13.430246046
998,19.05498
999,14.7968512273
1000,21.252204
1001,19.971271
1002,20.2831621754
1003,18.4098154688
1004,19.971271
1005,
1006,20.680699
1007,17.668686
1008,20.337475
1009,19.05498
1010,
1011,7.11918833333
1012,
1013,13.951188
1014,
1015,
1016,19.614596
1017,
1018,20.664418
1019,
1020,
1021,
1022,20.664418
1023,9.6773802
1024,18.361833
1025,
1026,14.6413609113
1027,17.3432711091
1028,9.40605866667
1029,20.2984408824
1030,19.556339
1031,14.8744865926
1032,18.6716810688
1033,19.748127
1034,
1035,20.2747515833
1036,15.193799
1037,
1038,19.460445
1039,8.07861642857
1040,22.313076
1041,20.759728
1042,
1043,4.0882548
1044,20.4266346667
1045,19.952770381
1046,9.02566355556
1047,0.0
1048,10.2950183333
1049,14.681977125
1050,18.9862552778
1051,20.7379460444
1052,19.971271
1053,20.4286521538
1054,14.2383766667
1055,10.881515
1056,17.294334
1057,20.2678581667
1058,19.748127
1059,19.0752657273
1060,17.9790705789
1061,19.7203714167
1062,20.2701224
1063,0.0
1064,
1065,21.827569
1066,15.3054873155
1067,19.7963425763
1068,20.153592
1069,5.34675125455
1070,18.42611675
1071,
1072,18.0730232381
1073,0.0
1074,
1075,18.7741721754
1076,
1077,19.971271
1078,10.332209
1079,
1080,21.76303
1081,19.971271
1082,17.9107667292
1083,19.460445
1084,20.0091926774
1085,19.971271
1086,2.21903011111
1087,0.0
1088,
1089,10.4573995373
1090,8.63255948387
1091,19.9204380514
1092,15.1395122333
1093,8.60430181481
1094,
1095,19.109042
1096,20.3165132545
1097,
1098,
1099,13.6128223643
1100,
1101,20.4023274583
1102,
1103,7.46365052
1104,
1105,19.3384835169
1106,
1107,13.7191605942
1108,20.480016
1109,0.938850380952
1110,19.748127
1111,13.1140624894
1112,19.460445
1113,20.2331930769
1114,
1115,
1116,
1117,
1118,19.0921706667
1119,12.3888247778
1120,17.9307495556
1121,
1122,15.0004298286
1123,18.4608491625
1124,
1125,15.5229654035
1126,19.1464256364
1127,0.0
1128,
1129,20.5623590588
1130,19.05498
1131,19.9777053509
1132,13.5280256071
1133,18.0475921958
1134,21.580708
1135,
1136,16.3475265255
1137,18.2130703333
1138,16.5418919365
1139,0.0
1140,17.7880404908
1141,19.3717495313
1142,
1143,0.0
1144,20.3515597692
1145,0.0
1146,16.2129703555
1147,11.2779442759
1148,17.3984285821
1149,20.0336976739
1150,0.0
1151,21.580708
1152,20.633998
1153,20.441274
1154,19.15634625
1155,16.8222198
1156,17.3192225625
1157,20.960424623
1158,20.4676664583
1159,19.3232196667
1160,19.748127
1161,7.2209590678
1162,16.5387639686
1163,19.05498
1164,14.3864477778
1165,
1166,19.190135
1167,0.0
1168,14.6651044833
1169,20.5416590299
1170,20.664418
1171,
1172,
1173,21.619929
1174,17.9227525556
1175,22.13540992
1176,
1177,16.3401308182
1178,16.1174924706
1179,18.1800329898
1180,21.3371783235
1181,20.9421541951
1182,20.1279386667
1183,14.8638282892
1184,
1185,17.9881259686
1186,12.4582776471
1187,3.13488246154
1188,
1189,18.32757188
1190,0.0
1191,19.61872335
1192,19.971271
1193,17.6615524419
1194,17.8305603214
1195,
1196,22.273856
1197,13.627516
1198,
1199,19.9931725833
1200,17.022705
1201,19.6222658667
1202,
1203,20.0402924048
1204,19.8697665
1205,9.09868236842
1206,19.971271
1207,20.6675235
1208,15.0149232143
1209,15.6887080114
1210,19.460445
1211,4.763745
1212,20.846739
1213,17.8489596184
1214,17.2645674286
1215,21.069883
1216,
1217,
1218,21.1925189615
1219,20.1131198551
1220,7.99501435106
1221,
1222,11.3143888421
1223,4.27531431579
1224,11.2882517355
1225,
1226,7.38014928571
1227,19.0366217305
1228,14.8831055705
1229,
1230,20.78422555
1231,21.4748578947
1232,
1233,19.8620351875
1234,9.9856355
1235,16.62962175
1236,9.156215125
1237,19.460445
1238,20.0677977813
1239,
1240,19.8059548378
1241,20.3613836364
1242,
1243,
1244,
1245,18.6018722105
1246,14.5309728333
1247,19.971271
1248,19.971271
1249,13.4521875254
1250,21.357565
1251,19.05498
1252,19.971271
1253,
1254,17.2760547551
1255,18.7218955988
1256,0.0
1257,20.4121475
1258,1.81557009091
1259,19.0296737874
1260,21.1114058889
1261,20.7312145
1262,
1263,5.4194466087
1264,18.8343221417
1265,19.9733853333
1266,0.0
1267,15.7670486805
1268,
1269,10.4548907647
1270,16.2102823099
1271,19.3338620732
1272,19.05498
1273,16.0878145588
1274,12.8945781429
1275,19.9098725333
1276,17.8980774595
1277,18.64109503
1278,18.6744556071
1279,8.2236228
1280,21.3089695833
1281,14.2377296471
1282,15.7757920059
1283,
1284,20.6878871729
1285,13.8887260526
1286,17.0491926316
1287,20.0624315
1288,
1289,
1290,
1291,
1292,20.441274
1293,20.6727058261
1294,18.3220956897
1295,
1296,21.1935004872
1297,
1298,17.4519831667
1299,21.069883
1300,18.4455915626
1301,19.4503651905
1302,15.5377335963
1303,20.3458533333
1304,18.5914215
1305,4.59045825
1306,20.1570483833
1307,
1308,17.668686
1309,20.8233485714
1310,17.0510585208
1311,14.6713958906
1312,10.5825965
1313,20.0624315
1314,11.1124063333
1315,12.6827768429
1316,15.3309555
1317,20.0292864667
1318,17.260194177
1319,21.217454359
1320,16.7547168125
1321,19.9489013636
1322,
1323,19.748127
1324,13.0518452778
1325,18.7744417333
1326,0.0
1327,4.68084382162
1328,0.0
1329,
1330,
1331,19.460445
1332,19.6052388947
1333,19.7547401613
1334,15.38564338
1335,
1336,19.278123
1337,18.0671738
1338,20.307743
1339,
1340,2.0441274
1341,
1342,12.5819088
1343,
1344,
1345,
1346,18.5647001333
1347,21.884578
1348,17.9862501553
1349,20.441274
1350,
1351,20.5370340714
1352,22.0870631739
1353,20.888387875
1354,19.971271
1355,19.971271
1356,0.0
1357,17.4895781736
1358,3.31729486667
1359,12.7681184872
1360,0.0
1361,18.6240019316
1362,0.0
1363,18.7168594737
1364,14.0749051667
1365,20.20404375
1366,
1367,
1368,21.1225177917
1369,20.5103043182
1370,19.05498
1371,
1372,20.2077411111
1373,
1374,20.2563593333
1375,
1376,
1377,0.0
1378,
1379,21.357565
1380,
1381,20.0591196667
1382,9.74335446667
1383,
1384,21.3222994286
1385,
1386,21.3001838
1387,
1388,19.88210225
1389,
1390,
1391,
1392,
1393,
1394,16.1542147292
1395,17.41044045
1396,19.748127
1397,12.5924750485
1398,20.69796088
1399,15.8883978857
1400,
1401,
1402,15.8987230969
1403,13.1485393333
1404,18.9047388824
1405,18.0857801215
1406,20.5892444545
1407,10.500445
1408,15.38501525
1409,18.436760701
1410,19.460445
1411,0.0
1412,17.05207491
1413,19.5048718803
1414,16.8172439328
1415,
1416,4.99281775
1417,15.5854333333
1418,
1419,19.4450992174
1420,14.1998302368
1421,19.1250656866
1422,17.5891278289
1423,15.106822463
1424,
1425,16.7794024286
1426,20.759728
1427,15.5939844444
1428,20.1861725455
1429,18.9745597143
1430,19.7855160909
1431,20.759728
1432,13.7994341304
1433,20.5006454211
1434,14.3596423571
1435,17.6872169231
1436,19.8026501017
1437,0.0
1438,
1439,17.558249069
1440,20.8098784818
1441,15.5870300706
1442,17.6913136364
1443,12.5480534
1444,20.664418
1445,20.1661333158
1446,11.9275349512
1447,0.0
1448,7.47995736111
1449,16.3838701963
1450,20.8016433333
1451,19.3848478824
1452,
1453,18.5937594286
1454,
1455,19.3872965821
1456,
1457,8.760546
1458,19.73517581
1459,19.971271
1460,19.971271
1461,19.1164848276
1462,20.6417568052
1463,
1464,17.8433426719
1465,
1466,9.52749
1467,2.89165442857
1468,16.4207900732
1469,21.31021345
1470,
1471,15.7762741429
1472,19.971271
1473,
1474,21.0671545
1475,18.8398120204
1476,20.114331
1477,4.99281775
1478,
1479,12.934369
1480,19.748127
1481,
1482,
1483,
1484,8.2657672
1485,
1486,21.9762489135
1487,
1488,16.1811259718
1489,17.5184231556
1490,19.4334612414
1491,19.971271
1492,20.169313
1493,17.2994731321
1494,5.40318257143
1495,19.0520717111
1496,10.0049251098
1497,21.3092226562
1498,16.6738344043
1499,
1500,20.1638118333
1501,20.90446538
1502,19.1528761429
1503,19.0893096923
1504,20.657492625
1505,20.8300456957
1506,
1507,22.273856
1508,9.8740635
1509,20.8696084286
1510,19.971271
1511,22.3625527027
1512,
1513,21.0370347778
1514,19.971271
1515,
1516,20.2657518571
1517,16.1234446154
1518,3.59678466667
1519,
1520,
1521,16.775375619
1522,19.748127
1523,
1524,21.580708
1525,10.2523582
1526,
1527,18.66644525
1528,14.3344338333
1529,18.6634053333
1530,7.21378576812
1531,
1532,16.7577139383
1533,21.1632729444
1534,21.2057954
1535,17.6521468235
1536,
1537,20.9032024
1538,0.0
1539,0.0
1540,20.441274
1541,18.4093158448
1542,19.0826995
1543,19.2148934
1544,15.8000394118
1545,14.36291913
1546,15.8010123368
1547,20.3800160106
1548,15.59048565
1549,7.074643
1550,18.5447516429
1551,11.3392764902
1552,20.20232
1553,20.7914798125
1554,21.0161631481
1555,19.971271
1556,19.7625494
1557,19.2583270769
1558,18.6560864674
1559,19.460445
1560,11.3363955
1561,15.3358827375
1562,19.699018664
1563,18.361833
1564,21.1318375952
1565,0.794785307692
1566,20.846739
1567,20.1151100323
1568,20.3973869317
1569,17.7368098288
1570,20.441274
1571,
1572,17.3831843134
1573,0.0
1574,
1575,0.0
1576,18.6068443036
1577,20.5606979912
1578,
1579,20.2627374878
1580,0.0
1581,19.460445
1582,19.971171
1583,19.4568511792
1584,20.49113125
1585,
1586,19.2747877241
1587,17.3495808763
1588,20.846739
1589,21.34591475
1590,12.8556234535
1591,20.664418
1592,0.0
1593,19.3768676
1594,19.9182813896
1595,16.4318844
1596,11.0353875833
1597,19.5777271176
1598,20.792357125
1599,13.2643035806
1600,19.9111299565
1601,14.6072230455
1602,21.0115374286
1603,13.0996284815
1604,12.0792476
1605,19.460445
1606,19.9830409032
1607,21.76303
1608,19.5835145844
1609,19.05498
1610,20.92886525
1611,17.9347704118
1612,13.8407856818
1613,
1614,20.3178445
1615,19.77288225
1616,0.0
1617,19.460445
1618,
1619,20.2044002632
1620,21.12895972
1621,
1622,14.2358465709
1623,18.361833
1624,15.3367639091
1625,19.460445
1626,0.0
1627,19.7245968144
1628,18.1445539545
1629,20.0039986786
1630,14.4495902368
1631,10.3551830303
1632,
1633,20.44402372
1634,19.05498
1635,21.4164565
1636,20.409005
1637,
1638,20.153592
1639,19.6813615
1640,14.0608730099
1641,20.846739
1642,
1643,
1644,21.357565
1645,19.05498
1646,13.338486
1647,20.307743
1648,20.664418
1649,0.0
1650,
1651,
1652,10.1689011887
1653,
1654,20.0668917816
1655,0.0
1656,18.65731042
1657,0.0
1658,20.664418
1659,
1660,21.332247
1661,20.153592
1662,20.4609989167
1663,
1664,13.2052416774
1665,
1666,20.30398156
1667,20.057914375
1668,13.5321054595
1669,
1670,20.2295841471
1671,17.0785585667
1672,
1673,8.676858
1674,18.3156232
1675,18.6764368889
1676,20.608632
1677,19.2193577027
1678,17.1699667692
1679,9.57470611429
1680,19.2027638889
1681,19.7299549884
1682,20.153592
1683,19.9995706
1684,17.685502
1685,20.441274
1686,18.8498535588
1687,
1688,19.4734772099
1689,20.664418
1690,0.0
1691,20.8025945111
1692,10.9506825
1693,
1694,19.460445
1695,
1696,9.450964
1697,0.0
1698,13.6501834
1699,19.460445
1700,18.3683715556
1701,0.0
1702,20.5549659091
1703,
1704,
1705,20.7555785
1706,
1707,13.4033335556
1708,16.0218797333
1709,
1710,19.460445
1711,
1712,20.441274
1713,19.05498
1714,17.0625273869
1715,20.0344347458
1716,20.4630788636
1717,18.8808466483
1718,
1719,12.7270989
1720,18.8977747429
1721,3.38462383333
1722,9.45587544
1723,19.8070185
1724,20.3314179672
1725,0.0
1726,16.463961596
1727,21.0547928904
1728,21.0856744231
1729,20.71848
1730,
1731,20.441274
1732,3.04375314286
1733,
1734,14.7127019402
1735,20.2059518462
1736,11.04292875
1737,16.1012595951
1738,19.460445
1739,20.5001655
1740,13.4505741176
1741,20.0729453516
1742,19.34084196
1743,20.6806366
1744,20.2310963571
1745,18.7561545787
1746,13.6519849091
1747,0.0
1748,8.417125
1749,11.9631991429
1750,19.05498
1751,19.748127
1752,20.664418
1753,20.153592
1754,5.6498066129
1755,21.76303
1756,
1757,20.153592
1758,18.152155129
1759,20.3667318769
1760,19.7592779815
1761,21.069883
1762,19.6149606
1763,
1764,19.9961501556
1765,19.4689524676
1766,20.441274
1767,0.0
1768,17.0080421828
1769,
1770,0.0
1771,20.67633175
1772,19.460445
1773,15.04445
1774,
1775,9.26269312637
1776,21.3203208082
1777,16.5597483704
1778,20.4451351
1779,15.54802068
1780,19.867395
1781,17.0610470263
1782,19.8253207143
1783,0.0
1784,
1785,20.7388728333
1786,19.0899618667
1787,
1788,19.460445
1789,
1790,21.6303567143
1791,
1792,22.0352610455
1793,7.5279914
1794,0.0
1795,7.485885
1796,21.306272
1797,19.5785748571
1798,20.9171678333
1799,3.038885
1800,20.281992069
1801,19.460445
1802,
1803,13.6455334925
1804,18.1673863333
1805,18.4101910357
1806,
1807,19.05498
1808,
1809,
1810,21.2649829756
1811,21.0109915
1812,19.971271
1813,20.6054545833
1814,14.1671983731
1815,10.790354
1816,18.0583297
1817,
1818,19.748127
1819,0.0
1820,20.1099004
1821,20.664358
1822,19.971271
1823,15.6967409386
1824,
1825,22.456177
1826,20.307743
1827,19.6031984
1828,18.6988288182
1829,7.73129810526
1830,
1831,
1832,
1833,
1834,22.273856
