id,last_rest_repay_money_avg
151,0.251287727273
152,
153,-0.357834359375
154,3.19410316667
155,
156,
157,0.0
158,-4.56088445455
159,-0.0739736851852
160,-1.82145857143
161,0.0
162,-3.10513147368
163,1.96461084
164,-3.30229208333
165,1.37665
166,-3.54508997619
167,1.009932
168,0.0
169,-0.944404555556
170,0.116701328358
171,0.0832674210526
172,-0.750103783784
173,
174,1.12980105172
175,
176,0.5476024
177,
178,1.92621607407
179,
180,0.0
181,
182,
183,0.0
184,-0.314143714286
185,
186,
187,
188,-4.739142875
189,2.85929648837
190,0.764839730159
191,1.5414735
192,-2.0305916
193,1.97350321519
194,0.0
195,0.573888458333
196,
197,
198,
199,0.0525488666667
200,1.20547379882
201,0.410449777778
202,0.488385767442
203,3.76757946154
204,-3.01090866667
205,-3.9237900307
206,-4.616528
207,-8.98036486667
208,0.814647273632
209,-0.00340933333333
210,0.855198613333
211,-13.0166667143
212,0.0
213,-6.06057033333
214,
215,-1.13700996
216,-15.811299
217,0.0
218,1.13238525
219,0.757199818182
220,-0.500081253333
221,-0.742315772727
222,0.342764525641
223,1.720793
224,
225,-0.130475161765
226,-11.231555
227,-0.00271477777778
228,-1.36757853061
229,
230,0.220693875
231,7.6076752
232,2.80932033333
233,0.0
234,
235,0.766955863946
236,-0.872845095238
237,0.69473456
238,-2.45704037559
239,2.62062913793
240,
241,7.96921708696
242,-0.20116275
243,1.846137
244,1.511782
245,-2.66261081208
246,-1.02254842373
247,19.317302
248,-0.035457
249,10.3707076667
250,
251,0.0
252,
253,-0.1284665
254,0.567334018692
255,0.544598287402
256,8.12113261765
257,0.0
258,0.87909375
259,0.0
260,1.41091757143
261,
262,0.3584095625
263,0.46959487931
264,19.632879
265,1.212899
266,
267,0.355433894737
268,-0.914514358974
269,0.0
270,
271,
272,-1.46064615625
273,
274,-0.0437974971591
275,-1.516363
276,0.0692103666667
277,5.2724612
278,
279,-5.53475228571
280,0.767434633333
281,-0.0979794193548
282,-2.00240761538
283,-1.42867838272
284,-6.36473366667
285,2.259402
286,-0.520346645161
287,-22.3940073333
288,0.0
289,-0.381342980952
290,0.00776608333333
291,2.226143625
292,0.451755875
293,
294,5.78864532727
295,1.91921242857
296,1.80966603448
297,0.0
298,3.37356557143
299,-8.71868603846
300,2.00616927143
301,1.33965547525
302,0.0
303,-0.621965892857
304,-1.66471226087
305,-0.688189607595
306,1.05714689041
307,
308,1.02993516738
309,1.47608321538
310,
311,3.52784786842
312,0.412687
313,-1.948263375
314,1.67504495833
315,
316,5.58917420482
317,-0.29687
318,
319,0.632033833333
320,
321,
322,0.0611744
323,
324,-3.48792609091
325,-2.31902855556
326,-5.04067022222
327,-8.16118416667
328,0.0
329,
330,-0.435392225
331,2.07755560526
332,0.0
333,-3.07928828571
334,
335,0.0
336,1.01456622599
337,
338,
339,-1.01085876923
340,
341,0.0
342,-0.611592428571
343,0.0
344,-0.830823769231
345,-0.876215619048
346,9.79727495833
347,-11.454088
348,
349,
350,0.674971389049
351,
352,1.1209066
353,
354,
355,0.0
356,
357,
358,-0.572371215054
359,-10.3704363333
360,
361,0.0
362,-0.5870595
363,
364,9.74505904673
365,-2.15688097368
366,0.130643232759
367,-6.52575425
368,0.526368744828
369,0.0
370,-11.1511116667
371,5.36488690476
372,3.85255678378
373,1.11875960282
374,0.0
375,-2.60717784615
376,0.147052208333
377,0.188247
378,-0.795135153846
379,2.0046346
380,0.568113483051
381,-1.11415530769
382,0.0
383,0.0
384,4.4700075
385,
386,-7.8245938
387,-0.896013333333
388,6.11338171429
389,-19.141616
390,1.84733745455
391,0.579784727273
392,-22.8476581481
393,-13.3452188
394,0.0436567959184
395,8.02595187037
396,
397,
398,
399,4.64444261644
400,4.41496332143
401,0.702785621622
402,
403,-5.01113327273
404,0.86492775
405,6.61928057143
406,0.565988
407,5.67200958824
408,-4.2071305
409,1.18592682609
410,0.759310133333
411,-0.890690129278
412,
413,
414,-17.0035534
415,0.405372961783
416,0.81631704918
417,-18.361833
418,0.312845842105
419,4.438943
420,-1.08300593103
421,0.923902436364
422,
423,0.212975769231
424,-10.8767536667
425,1.25536463636
426,
427,0.214655055556
428,-2.2536111875
429,-0.051412467033
430,-6.8616358
431,-1.64195469048
432,1.66768414706
433,
434,-5.07304866667
435,
436,-5.20640915888
437,2.9031515614
438,0.0
439,-0.773896693467
440,0.356675051724
441,
442,-0.468426945455
443,0.273857285714
444,
445,0.806073052632
446,0.0
447,
448,-0.0511453448276
449,1.1326124
450,0.0
451,-0.005882
452,-5.61398175
453,0.6421595
454,-0.591132361111
455,
456,0.0
457,1.7332923913
458,-21.372978375
459,-0.300926
460,
461,-0.802619870968
462,8.8671468
463,8.13133876471
464,
465,
466,-0.003079
467,-0.368784173913
468,-0.406371469388
469,
470,
471,2.420487125
472,-15.959427
473,
474,
475,
476,-0.007526
477,3.46225925
478,-0.403357625
479,
480,1.425401
481,0.683231607143
482,-0.478212035714
483,-1.86948488
484,0.142325263158
485,-1.79300891803
486,-1.09799278723
487,7.66825166667
488,-0.674968611111
489,0.438728388601
490,0.147463134921
491,-9.48896371212
492,1.00730983761
493,2.4227254142
494,-3.05189900893
495,0.0800875538462
496,4.10878654839
497,1.372839375
498,-3.83258116667
499,5.58433181081
500,1.36913208
501,0.669552283582
502,2.59953282759
503,-5.10368176812
504,-0.09202725
505,-18.146831
506,1.97366231707
507,
508,0.802516851852
509,-1.86598418182
510,
511,2.07694375269
512,1.67162825
513,0.0
514,-0.0150303333333
515,1.01894133333
516,-7.17996804301
517,-0.715405842105
518,0.155546428571
519,4.65176174101
520,-1.61000619118
521,0.0
522,3.95508036364
523,4.01745120833
524,3.26506385417
525,2.21338146226
526,0.327384106667
527,-0.462492642857
528,4.07372585714
529,-0.0312897142857
530,0.119326702128
531,1.05898869565
532,8.18092725
533,0.0426717333333
534,0.649009529412
535,-1.02663404167
536,8.3471885
537,2.03910207018
538,
539,-0.163156
540,-1.8805432
541,-15.9004913333
542,
543,0.447265952381
544,3.1701973
545,0.0532428035714
546,0.0
547,-5.72572418421
548,1.48088334123
549,0.74632625
550,4.61898516667
551,-2.34224264706
552,16.8103616667
553,0.361259326861
554,0.0
555,-0.111962222222
556,-4.87019288889
557,-1.34379
558,-0.832144227088
559,0.0
560,
561,2.97001622222
562,3.30087303704
563,-0.00605085714286
564,-0.673606117647
565,
566,0.100223377622
567,1.1400605
568,-2.45784377778
569,
570,-1.82882292
571,-8.0296315
572,2.18509209091
573,
574,-8.84057233333
575,0.0
576,-22.3420155
577,4.2897966
578,4.5213218
579,
580,0.0470368333333
581,-0.07867925
582,10.8309520476
583,7.31662614286
584,-0.00268033333333
585,11.174660125
586,4.95877010526
587,-0.00549985714286
588,-0.0577730454545
589,0.346339444444
590,3.69166390909
591,-3.74384719048
592,2.89717886364
593,0.519148886364
594,-3.89700457143
595,-7.74148324022
596,-1.78054138095
597,1.86311894388
598,-0.138981076923
599,-0.365065806452
600,3.24549026378
601,
602,-0.544215909091
603,-2.3025308
604,0.520443173913
605,4.9558199375
606,
607,-13.00115556
608,2.55968897872
609,1.139562
610,0.97649697281
611,-1.21665573684
612,8.58340140741
613,-2.62482909091
614,2.32311518085
615,-0.013570080292
616,2.57789788636
617,-1.8979838
618,0.796567191489
619,1.69727130469
620,
621,3.62448627586
622,0.5078235
623,6.60948714835
624,1.43786275
625,2.40016537975
626,1.04484090323
627,0.176545886986
628,2.20155263025
629,
630,1.3278468
631,0.591402659574
632,9.69113296875
633,0.0
634,2.61688386667
635,
636,1.922133
637,0.357224666667
638,-4.044155
639,-0.0852296451613
640,-6.011173
641,
642,-1.35313571795
643,
644,3.6508034
645,-16.06324
646,0.0
647,-0.040531
648,0.0986968181818
649,0.0
650,-1.369609
651,
652,3.65532157692
653,-0.91248176087
654,-0.134772828125
655,-0.007477875
656,-19.971271
657,-3.25838887879
658,-4.095097
659,-18.699732
660,0.537001344444
661,-13.13995935
662,1.97680157477
663,1.234574
664,
665,-0.226073923077
666,-3.7241152
667,3.58254612121
668,
669,-0.0506393283582
670,
671,-10.3759513333
672,-3.230612
673,0.0
674,1.74753420833
675,
676,
677,0.164274691489
678,0.0
679,-13.7519715
680,-0.259541368421
681,-1.77157571429
682,-0.340687763158
683,-0.856887333333
684,2.71824815517
685,-4.99126731507
686,0.0
687,2.13525941176
688,-0.694490666667
689,-3.07199909091
690,4.01867764667
691,1.02144180952
692,8.52594816667
693,0.21252375
694,2.84245210169
695,0.336378965517
696,0.0
697,-0.332551147783
698,
699,0.42332875
700,0.45085984
701,0.974352342593
702,0.165546285714
703,-1.526746
704,0.194909
705,-6.88956152
706,0.0
707,7.46730966667
708,
709,1.83932790385
710,-0.309918
711,-0.188546586207
712,6.4085508125
713,0.543369258065
714,-9.99310568519
715,-2.95269305714
716,3.06274508333
717,0.685053779279
718,3.02637931276
719,-27.174498
720,20.2861443333
721,1.96735910215
722,2.22093235294
723,0.0
724,1.44130118797
725,
726,1.6374956962
727,0.122105355556
728,0.74751112
729,-2.65211057143
730,-8.189552
731,0.821402
732,0.489405428571
733,1.00635789333
734,7.37000166667
735,0.0281764375
736,-5.240395375
737,4.0839592
738,14.4971073529
739,-0.3502812
740,
741,1.29599213889
742,
743,
744,-0.95151
745,15.6958817561
746,
747,-1.75651696269
748,-0.088381
749,-0.155771555556
750,-0.122850148148
751,-0.6096018125
752,6.62178392208
753,-2.70726183333
754,-0.607802588235
755,3.31297618719
756,0.375876714286
757,
758,-0.553716
759,-1.88674845833
760,
761,1.4161459697
762,7.32123756863
763,0.904724478992
764,1.944416625
765,3.76891575
766,1.3625002449
767,
768,0.0
769,
770,
771,-9.50880766667
772,-0.889922222222
773,0.0
774,2.67633599398
775,
776,3.5186789375
777,2.37007245
778,0.5942605
779,2.74733044898
780,
781,18.5104056471
782,-6.98555566667
783,0.64540575
784,1.1353545
785,
786,0.996333944444
787,
788,-1.4808958913
789,-0.37203
790,
791,21.204568
792,
793,0.105626833333
794,-0.318079236641
795,
796,
797,2.60426380851
798,2.53227979412
799,-0.292893333333
800,-2.33154927273
801,1.17540586957
802,-3.45480318182
803,1.66369448
804,0.606990285714
805,
806,
807,0.0
808,-0.431213150198
809,0.995318769231
810,2.52381125773
811,-16.2711285
812,0.445412684211
813,-2.16606109375
814,-0.003622
815,-0.555296204545
816,0.0
817,
818,0.0
819,-31.849774
820,-0.0384136899225
821,-18.853475
822,0.874358
823,2.152969
824,0.0
825,-6.59302834328
826,0.259484
827,
828,
829,-0.009594
830,
831,-9.20238016667
832,
833,4.35216792857
834,0.0
835,-8.403049
836,-0.481127590909
837,-10.375299
838,7.91966746809
839,0.210750090909
840,1.36836123077
841,-0.00963602061856
842,0.644481603175
843,-0.133598125
844,0.506285085714
845,3.5210107
846,1.57907619048
847,0.8653093
848,-0.120108315789
849,2.84547373016
850,-0.882527083333
851,
852,1.37932762857
853,2.38216541667
854,
855,-15.819848
856,-4.79813282993
857,1.9385285
858,0.344581695652
859,
860,-2.17151054808
861,0.0611161428571
862,-4.36715583333
863,-1.57362990909
864,
865,0.950623346939
866,-5.07195325
867,
868,0.4172010625
869,-2.0123715
870,
871,
872,
873,-1.4175689434
874,-1.42684771429
875,0.0
876,-3.21973701852
877,
878,0.0120720588235
879,0.0
880,-3.68197718182
881,
882,-0.118065
883,1.34853155486
884,
885,-8.598791125
886,-5.88997733333
887,
888,
889,-0.638106125
890,
891,
892,0.157389829787
893,0.308839968858
894,
895,
896,7.64868965
897,0.0
898,
899,0.0735605178571
900,-0.01718975
901,0.4641644
902,0.0
903,0.854510859649
904,3.69811277551
905,
906,2.302255
907,-0.660975175
908,1.9771062
909,-19.429728375
910,4.97681640659
911,1.49753853846
912,-0.238242093023
913,0.0
914,
915,-1.99844
916,1.57963291667
917,
918,0.345294
919,0.588192444444
920,2.11566660057
921,
922,0.479465125
923,-6.83198140625
924,2.9962982
925,-0.132400461538
926,-2.60017281818
927,
928,
929,-7.77614438889
930,-3.14347279592
931,-4.0772798227
932,-3.890706
933,0.0
934,-0.00815006796116
935,-0.695596520325
936,
937,8.83121480769
938,-1.08091395652
939,-0.977659205882
940,
941,-4.99030671429
942,2.04449838889
943,-0.9589648
944,
945,2.39803397872
946,-0.0668110882353
947,1.16051128837
948,1.03211701527
949,0.167598714286
950,8.10833176303
951,-2.65948761538
952,-0.739350584416
953,1.33031353333
954,
955,-1.4865395
956,1.01828777083
957,0.545474882979
958,-1.06578533333
959,
960,-0.918408804878
961,0.0
962,7.47084468387
963,1.13211415789
964,4.413605
965,
966,0.5534625
967,4.53421290991
968,1.146464
969,0.0
970,0.988168196721
971,-2.017568
972,1.82351505128
973,0.0
974,0.0
975,-20.2939
976,8.47404225
977,2.34792121622
978,0.0
979,-1.84470203378
980,
981,-0.748951307692
982,-4.76968625
983,4.25184623684
984,0.0741758590604
985,1.20575916667
986,
987,-0.306051344697
988,0.824416670061
989,
990,0.02382775
991,1.14654816667
992,
993,0.298904484375
994,-0.59192596875
995,5.209828
996,
997,0.824951298851
998,16.07802
999,-4.74762031818
1000,0.0
1001,5.2722965
1002,1.44963808772
1003,-0.49133790625
1004,0.74643932
1005,
1006,0.1854772
1007,-9.4377585
1008,-0.333663333333
1009,0.009726
1010,
1011,0.30389425
1012,
1013,-0.133009222222
1014,
1015,
1016,9.34991275
1017,
1018,3.30585769231
1019,
1020,
1021,
1022,-0.261446
1023,-0.473345828571
1024,0.0
1025,
1026,4.19773378899
1027,-1.04261198182
1028,2.93077533333
1029,-2.15527141176
1030,7.71339766667
1031,1.42994844444
1032,-2.5618585239
1033,-2.75892566667
1034,
1035,-0.273470583333
1036,-3.56866425
1037,
1038,11.425765
1039,-0.744042238095
1040,-0.201001333333
1041,20.760818
1042,
1043,-0.025441
1044,0.209208619048
1045,3.38081052381
1046,-0.934131611111
1047,0.0
1048,7.1285815
1049,-0.675443125
1050,-1.03960738889
1051,0.706525644444
1052,0.0
1053,0.792722076923
1054,0.873821666667
1055,4.96256502778
1056,0.0892095625
1057,4.08750366667
1058,5.68238408333
1059,2.83768909091
1060,-0.392893381579
1061,0.348402166667
1062,2.22334633333
1063,0.0
1064,
1065,-0.2205145
1066,0.0485147916667
1067,1.07523311864
1068,0.3237815
1069,-9.90345717273
1070,-1.856404125
1071,
1072,-2.52696745238
1073,0.0
1074,
1075,-0.603205942982
1076,
1077,14.4742371429
1078,-10.65853675
1079,
1080,1.385247375
1081,-0.119744583333
1082,1.64416991667
1083,1.135511125
1084,2.38072235484
1085,0.254991
1086,-1.08888888888e-05
1087,0.0
1088,
1089,-1.81480876119
1090,0.857924774194
1091,1.60996615429
1092,0.8105373
1093,1.69895522222
1094,
1095,-3.51309133333
1096,-0.790058781818
1097,
1098,
1099,-1.41044269286
1100,
1101,5.58072254167
1102,
1103,0.37201604
1104,
1105,2.59977580899
1106,
1107,1.42227126087
1108,-1.15646477966
1109,0.0
1110,-0.384194
1111,-0.935741595745
1112,0.0
1113,-4.14938888462
1114,
1115,
1116,
1117,
1118,-5.02402766667
1119,-0.431612222222
1120,1.67412155556
1121,
1122,0.225475257143
1123,10.208141125
1124,
1125,12.7435485614
1126,-2.53641181818
1127,-2.64824172727
1128,
1129,-0.281001529412
1130,-7.7065075
1131,-1.91564398246
1132,1.41034692857
1133,-1.26281946154
1134,4.52844076923
1135,
1136,1.71596445985
1137,1.50623341667
1138,0.799729142857
1139,0.983484636364
1140,4.11342051665
1141,1.31612165625
1142,
1143,2.546035
1144,-1.32285215385
1145,0.0
1146,1.42083241406
1147,1.441117
1148,7.80070202985
1149,0.516410608696
1150,-30.0120043333
1151,-0.467699833333
1152,2.47949477778
1153,-0.118323478261
1154,-1.59999025
1155,0.549146866667
1156,1.4847813125
1157,1.43802091803
1158,19.8645799861
1159,-2.22680533333
1160,2.4084059
1161,0.573862830508
1162,-0.337099157233
1163,2.1108635
1164,-0.159497472222
1165,
1166,-1.57269609091
1167,0.244261
1168,1.51236091667
1169,1.42821101493
1170,0.5802514375
1171,
1172,
1173,0.835788
1174,3.76473848889
1175,-0.06011384
1176,
1177,-5.04184481818
1178,0.89645355615
1179,1.87371920408
1180,2.66093047059
1181,-4.17355392683
1182,-10.4865446667
1183,1.36693496386
1184,
1185,1.19583231135
1186,1.34118760784
1187,-0.00135607692308
1188,
1189,-5.59090374
1190,0.0
1191,-1.7676896
1192,0.0
1193,3.51230204651
1194,0.0361149642857
1195,
1196,1.03558316667
1197,1.02868016667
1198,
1199,2.26601188889
1200,1.18853766667
1201,0.204984711111
1202,
1203,0.563009
1204,-0.0533653
1205,1.18008134211
1206,0.0
1207,-8.75008625
1208,0.183058214286
1209,1.088935625
1210,0.032048
1211,2.60841208333
1212,0.0
1213,-0.557418092105
1214,-0.002976
1215,1.144568
1216,
1217,
1218,0.403746076923
1219,4.55841769565
1220,0.68821237234
1221,
1222,-0.408522289474
1223,-6.34133378947
1224,-5.86606147934
1225,
1226,0.0
1227,2.11573204255
1228,1.52177533856
1229,
1230,2.53167425
1231,1.23534968421
1232,
1233,0.9787518125
1234,-6.95000000022e-05
1235,-2.1301089
1236,0.244766125
1237,-0.190345
1238,-4.32333075
1239,
1240,-0.370466054054
1241,-2.10664490909
1242,
1243,
1244,
1245,1.900169
1246,0.204362566667
1247,6.94180566667
1248,-3.2256612
1249,1.89459308475
1250,0.214078777778
1251,6.31355333333
1252,0.297989857143
1253,
1254,2.18232522449
1255,5.30391215698
1256,0.0
1257,1.7999796875
1258,0.0751515454545
1259,-0.241680007874
1260,1.83490022222
1261,-0.0633187777778
1262,
1263,14.2089725652
1264,-0.2434788
1265,3.52409155556
1266,0.0
1267,0.229852709544
1268,
1269,-1.47823217647
1270,0.452213816901
1271,9.45786856911
1272,-0.368681105263
1273,2.23674630882
1274,0.995197928571
1275,-9.39857706667
1276,1.30923535135
1277,-0.89514264
1278,2.09276814286
1279,0.521377
1280,-0.000262416666667
1281,-9.05083658824
1282,1.69372460882
1283,
1284,2.33115874812
1285,-0.0586976315789
1286,-3.88430305263
1287,4.44880475
1288,
1289,
1290,
1291,
1292,0.0
1293,-0.795533869565
1294,-7.20769375862
1295,
1296,0.990116
1297,
1298,1.41382483333
1299,6.78703252381
1300,-0.579185075125
1301,-2.63266221429
1302,-0.359135770186
1303,0.474544166667
1304,6.18526070455
1305,-2.2878995
1306,-7.11712147222
1307,
1308,-0.00124
1309,-0.650485428571
1310,0.81726415625
1311,-2.47392823437
1312,1.6463129
1313,-7.92531
1314,0.187839333333
1315,0.7906667
1316,-29.716688
1317,3.08245496667
1318,-6.14699345525
1319,0.67343274359
1320,-0.25467225
1321,0.731414712121
1322,
1323,-0.0918255
1324,0.0
1325,3.28808426667
1326,0.0
1327,0.213194918919
1328,0.0
1329,
1330,
1331,-1.5498568
1332,0.565604929825
1333,1.31949727419
1334,0.10136748
1335,
1336,-1.162899
1337,-1.01383293333
1338,0.736112
1339,
1340,0.1383148
1341,
1342,2.2215724
1343,
1344,
1345,
1346,0.3061442
1347,0.0744223333333
1348,1.0483567205
1349,0.0
1350,
1351,13.1323439286
1352,0.0
1353,0.25815525
1354,9.83355688235
1355,6.177653125
1356,0.0
1357,1.94644700826
1358,0.0756440666667
1359,0.941117641026
1360,0.0
1361,-0.169125717949
1362,0.0
1363,0.065452
1364,-0.168333
1365,3.59911425
1366,
1367,
1368,2.36797083333
1369,0.566905363636
1370,-0.0041805
1371,
1372,-0.0190746111111
1373,
1374,1.671813
1375,
1376,
1377,0.0
1378,
1379,-0.28092275
1380,
1381,0.0420996666667
1382,-1.27099533333
1383,
1384,2.69819664286
1385,
1386,0.3720758
1387,
1388,-0.059891
1389,
1390,
1391,
1392,
1393,
1394,0.782734041667
1395,2.504918175
1396,0.0
1397,2.86842709091
1398,0.0
1399,-1.91645255714
1400,
1401,
1402,-4.93195397797
1403,0.0
1404,-4.90985870588
1405,-2.40620933333
1406,-7.72609222727
1407,-21.346913
1408,0.175189364583
1409,-3.77281894845
1410,1.497861
1411,-32.699412
1412,3.83630159
1413,3.12600539316
1414,-0.549830873134
1415,
1416,8.09028325
1417,-10.3322147778
1418,
1419,0.950024391304
1420,-1.55115892105
1421,0.168648597015
1422,-0.237025508021
1423,0.971454314815
1424,
1425,-13.5521742857
1426,0.769187
1427,0.134385444444
1428,13.2886055909
1429,-0.132298571429
1430,0.194192909091
1431,-0.158237
1432,-0.278350434783
1433,0.623698342105
1434,-1.05986015179
1435,-1.72517953846
1436,1.48926920339
1437,0.0
1438,
1439,-0.378809724138
1440,0.992547736364
1441,0.499095972393
1442,12.9223771818
1443,-5.77999999983e-05
1444,6.47064957143
1445,0.264369526316
1446,-0.736281487805
1447,0.0
1448,0.563599694444
1449,1.36275871028
1450,11.1103806667
1451,7.62097205882
1452,
1453,-0.833972941176
1454,
1455,0.0851569104478
1456,
1457,0.294485428571
1458,-1.95775757
1459,0.1001199
1460,1.61126666667
1461,2.23444334483
1462,-0.162100805195
1463,
1464,-6.01793771875
1465,
1466,-9.360212
1467,3.95160297619
1468,0.186433487805
1469,-1.5707085
1470,
1471,1.50581095238
1472,-6.70966966667
1473,
1474,4.22885567647
1475,-5.82983577551
1476,0.0
1477,0.0
1478,
1479,-5.58413166667
1480,1.395848
1481,
1482,
1483,
1484,0.5415826
1485,
1486,0.0514904658065
1487,
1488,1.50559907042
1489,0.138613133333
1490,0.262293448276
1491,-6.849967
1492,1.68414937143
1493,1.16536851887
1494,-2.51218628571
1495,0.767305666667
1496,0.149485963415
1497,1.02370157813
1498,-6.6512316383
1499,
1500,1.03310422222
1501,1.24035966
1502,-0.302563142857
1503,-1.134532
1504,-2.11146
1505,0.991442913043
1506,
1507,-0.001046
1508,1.0519695
1509,-0.00436214285714
1510,-6.28053266667
1511,1.14227378378
1512,
1513,0.895864388889
1514,14.95207875
1515,
1516,0.209365671429
1517,0.820463384615
1518,0.0400666666667
1519,
1520,
1521,6.81868809524
1522,1.4290946
1523,
1524,3.8417752
1525,1.857778
1526,
1527,5.33184042857
1528,0.231205883333
1529,-7.40757401587
1530,-1.35028497101
1531,
1532,2.16278774074
1533,1.81176716667
1534,4.6379216
1535,-0.0435196470588
1536,
1537,-9.0190802
1538,0.0
1539,0.0
1540,-6.36910557895
1541,-1.23432944828
1542,0.7761223125
1543,5.69712986667
1544,0.617039784314
1545,1.30693636
1546,1.5705952
1547,-3.24214447292
1548,19.509684825
1549,0.547670083333
1550,-0.588247642857
1551,0.883913098039
1552,0.0
1553,0.3511225
1554,1.7436392037
1555,-13.756664
1556,-6.20334545
1557,0.323470384615
1558,-1.49485637228
1559,-0.2403775
1560,3.5067114375
1561,1.1684186875
1562,-0.605697584
1563,-0.000409999999995
1564,1.90624238095
1565,-1.06865511538
1566,0.0
1567,4.56938879032
1568,-0.995577873171
1569,-0.738319273973
1570,0.0
1571,
1572,-1.47169331343
1573,0.0
1574,
1575,0.0
1576,1.69350628571
1577,-0.095789622807
1578,
1579,0.128954414634
1580,0.0
1581,-6.42370466667
1582,0.61220775
1583,-0.131281915094
1584,-4.411934
1585,
1586,3.76127757471
1587,0.608343134021
1588,-0.971212375
1589,-2.3299431875
1590,1.07460048256
1591,-4.67868833333
1592,0.0
1593,-7.1666844
1594,1.03052741558
1595,8.24888547692
1596,-5.82921275
1597,-0.317120235294
1598,-0.75185625
1599,2.67564674194
1600,-1.42529508696
1601,-1.33174105114
1602,-2.08975693878
1603,0.0877643333333
1604,-3.975739
1605,1.82172514286
1606,-1.38061929032
1607,13.42863625
1608,-0.860056350649
1609,3.631519375
1610,1.420974
1611,-2.00446611765
1612,-0.54566425
1613,
1614,0.231253333333
1615,-1.95570875
1616,0.0
1617,1.82830571429
1618,
1619,0.654064210526
1620,1.60117229
1621,
1622,-2.61916532801
1623,-0.73749561039
1624,1.02055354545
1625,0.359899
1626,0.0
1627,0.296805568862
1628,-0.11350794697
1629,4.70383253571
1630,-1.16349447368
1631,0.518244030303
1632,
1633,8.1000048
1634,-0.4397748
1635,2.52532447222
1636,-0.000107375
1637,
1638,-0.001622
1639,-16.1590235
1640,1.00316762376
1641,-0.30284825
1642,
1643,
1644,0.0
1645,-2.61636033333
1646,4.8679728
1647,2.3871455
1648,0.0
1649,0.0
1650,
1651,
1652,0.362569830189
1653,
1654,1.03077652874
1655,0.0
1656,-0.19212218
1657,-21.8009878333
1658,9.33991138889
1659,
1660,0.0
1661,0.744134666667
1662,0.237322083333
1663,
1664,1.9502986129
1665,
1666,7.3523696
1667,0.55781775
1668,-1.01979562162
1669,
1670,5.6039395
1671,0.245815733333
1672,
1673,-4.35371566667
1674,-0.185744
1675,-4.62634377778
1676,-4.44813875
1677,2.00771594595
1678,-1.78558823077
1679,-0.409254542857
1680,-1.87320377778
1681,1.97493325581
1682,0.12159275
1683,-1.9996346
1684,7.99590961905
1685,-18.767304
1686,0.741006411765
1687,
1688,2.07010235802
1689,-0.4096736
1690,0.0
1691,2.07868002222
1692,0.535154178571
1693,
1694,0.9105725
1695,
1696,-0.43403372973
1697,0.0
1698,-6.0992692
1699,-2.919244
1700,1.33895888889
1701,0.0
1702,3.63191427273
1703,
1704,
1705,-0.0490375909091
1706,
1707,0.0
1708,10.7956733333
1709,
1710,0.0
1711,
1712,0.063867
1713,-0.9176979
1714,-0.934698175182
1715,2.87613766102
1716,0.334148431818
1717,0.178112568966
1718,
1719,-2.18271945
1720,-0.6632294
1721,0.0
1722,0.09987736
