id,borrow_cash_limit_avg
373,4.41714879437
374,0.0
375,12.7120382308
376,21.1090499167
377,16.805905
378,7.06224346154
379,0.0
380,0.0
381,10.3805932308
382,0.0
383,0.0
384,14.1849969138
385,
386,20.4305938
387,0.540567916667
388,19.3445978571
389,0.0
390,11.3022023948
391,20.0733954545
392,1.42800911111
393,0.0
394,3.34466620408
395,10.1424844444
396,
397,
398,
399,11.2473425342
400,8.05431746429
401,4.98848837043
402,
403,18.767298
404,0.0
405,14.7280659643
406,7.044807
407,19.9566780882
408,1.34056885714
409,14.305519837
410,9.2989881
411,6.91638579468
412,
413,
414,18.361833
415,3.94337198089
416,16.2793355082
417,19.278123
418,4.95325
419,0.0
420,8.25928075862
421,9.71097501818
422,
423,0.0
424,0.0
425,14.1826805758
426,
427,11.2876913889
428,9.7874906875
429,13.1452347473
430,7.7112492
431,18.7557579286
432,15.6194795588
433,
434,15.6782376667
435,
436,6.3019472243
437,18.2764926842
438,0.0
439,14.5653745628
440,7.28141653448
441,
442,16.2344418364
443,2.821161
444,
445,0.0
446,0.0
447,
448,7.81537882759
449,8.94158
450,0.0
451,0.0
452,14.896327
453,10.2795285
454,5.95581591667
455,
456,0.0
457,19.3036789565
458,0.0
459,19.28715825
460,
461,0.0
462,15.568356
463,5.72366029412
464,
465,
466,19.460445
467,19.971271
468,14.9300935408
469,
470,
471,21.134421
472,20.153592
473,
474,
475,
476,20.153592
477,9.6104274375
478,20.307743
479,
480,6.4068434375
481,18.7149582857
482,14.58365925
483,18.766757
484,18.3402521053
485,0.0
486,6.97721705674
487,7.42461866667
488,15.0332310139
489,7.11955754922
490,6.60177887302
491,2.35884181818
492,15.3521023932
493,16.1943080651
494,8.50255583036
495,7.18863981538
496,11.1424076048
497,10.25720625
498,9.1809165
499,17.6432054324
500,4.75504812
501,11.0485787164
502,9.15441618966
503,12.3302792754
504,0.0
505,0.0
506,10.5350130732
507,
508,9.58193953704
509,8.88493990909
510,
511,11.4016824194
512,9.1809165
513,0.0
514,12.511532
515,0.0
516,0.873451311828
517,3.04391415789
518,2.68059892857
519,17.7194116835
520,7.36550564706
521,0.0
522,7.23344936364
523,4.39517425
524,11.4418476667
525,13.3448694623
526,0.0
527,5.50803514286
528,21.252204
529,8.486141
530,2.03264214894
531,0.0
532,18.0697272
533,0.0
534,18.3633741765
535,6.349934875
536,11.28102325
537,11.5301776023
538,
539,19.05498
540,16.89288636
541,12.97363
542,
543,11.2083405714
544,0.0
545,9.27237582143
546,0.0
547,2.71900236842
548,11.2462526919
549,15.51824725
550,20.478886
551,0.0
552,0.0
553,4.80377995793
554,0.0
555,19.1450833333
556,0.0
557,18.767298
558,6.7680249053
559,0.0
560,
561,18.361833
562,16.4221047778
563,11.6044245714
564,9.06722594118
565,
566,10.1382238182
567,19.971271
568,19.278123
569,
570,10.38506092
571,19.614596
572,6.32097136364
573,
574,4.08040733333
575,0.0
576,0.0
577,19.2904068
578,10.81091205
579,
580,19.7472258333
581,19.614596
582,19.748127
583,0.0
584,18.361833
585,0.0
586,12.4649306842
587,8.834343
588,10.8359509091
589,6.255766
590,12.5669899091
591,8.07473
592,0.0
593,18.50522425
594,9.1809165
595,8.12508439385
596,15.046192
597,16.0925334898
598,21.2559783077
599,11.5633597097
600,6.50616594803
601,
602,19.05498
603,9.52749
604,16.061502971
605,0.0
606,
607,5.3353944
608,10.792044766
609,13.8938642857
610,9.22843178248
611,18.0132882632
612,19.8289657778
613,9.26038772727
614,10.4842681277
615,7.03095913869
616,15.3473876364
617,8.1506944
618,19.971271
619,7.89871975
620,
621,8.55079365517
622,0.0
623,10.4988660385
624,15.90553335
625,8.80729406329
626,17.6582168065
627,10.7813011096
628,8.15094664706
629,
630,11.8488762
631,19.7188049787
632,6.061150125
633,0.0
634,0.0
635,
636,20.066581
637,19.05498
638,0.0
639,10.750051871
640,0.0
641,
642,19.0439936667
643,
644,8.68154732308
645,19.278123
646,0.0
647,0.0
648,0.0
649,0.0
650,10.24868076
651,
652,11.0051200385
653,6.28917069565
654,15.9263793438
655,10.9123149375
656,0.0
657,1.17942090909
658,1.75255663636
659,19.460445
660,12.136797
661,14.59533375
662,11.2591675421
663,5.69355930851
664,
665,17.668686
666,15.1342357
667,14.381468697
668,
669,11.2367536716
670,
671,6.83396633333
672,19.5997611818
673,0.0
674,0.0
675,
676,
677,9.62480437234
678,0.0
679,0.0
680,13.9489626316
681,8.34602228571
682,0.0
683,5.62981177778
684,17.4605761552
685,16.6961056849
686,0.0
687,19.278123
688,20.613124
689,0.0
690,5.75530472
691,17.8865980952
692,13.293079875
693,14.710947
694,5.26698079944
695,7.60338352874
696,0.0
697,10.5009556305
698,
699,6.69625921875
700,2.31337476
701,8.9393557963
702,0.0
703,2.01078192857
704,19.614596
705,7.76229936
706,0.0
707,9.1809165
708,
709,9.9856355
710,13.0763973333
711,19.3485263448
712,13.3106851875
713,19.6243928065
714,0.363233259259
715,15.6037429143
716,20.0501114167
717,8.03178204955
718,8.54407094239
719,0.0
720,13.195289
721,4.72454853763
722,10.6841658824
723,0.0
724,11.1947752331
725,
726,15.4026585823
727,7.42468842222
728,13.01809152
729,2.78006357143
730,7.26228036364
731,19.4804755417
732,6.25514303571
733,7.61070183556
734,0.0
735,10.332209
736,20.6354195
737,0.0
738,0.0
739,20.3638038
740,
741,1.60651025
742,
743,
744,0.0
745,18.0228543171
746,
747,7.1538881194
748,19.748127
749,12.70332
750,7.65043011111
751,3.7027738125
752,7.55556238961
753,6.426041
754,14.7420940588
755,9.68236163054
756,15.5535643929
757,
758,4.93703175
759,5.79422375
760,
761,11.6104656364
762,10.0874616863
763,5.00233568908
764,22.23055975
765,9.6390615
766,7.62622610204
767,
768,0.0
769,
770,
771,0.0
772,11.6854173333
773,0.0
774,9.77115224699
775,
776,18.361833
777,7.39704735
778,18.767298
779,19.6492732857
780,
781,18.767298
782,17.48746
783,6.885687375
784,20.664418
785,
786,9.48751766667
787,
788,6.03379326087
789,11.4195392105
790,
791,21.069883
792,
793,19.971271
794,17.668686
795,
796,
797,13.8451679894
798,9.74874357353
799,0.0
800,0.0
801,10.5371273913
802,7.75455809091
803,12.7388644933
804,20.7652135714
805,
806,
807,0.0
808,10.4701738814
809,19.05498
810,7.3279007268
811,9.932955
812,1.11007345614
813,12.3335893125
814,12.241222
815,12.2300203409
816,0.0
817,
818,0.0
819,0.0
820,10.1733898372
821,19.278123
822,9.18423685714
823,0.0
824,0.0
825,1.17102065672
826,0.0
827,
828,
829,0.0
830,
831,0.0
832,
833,12.666370869
834,0.0
835,0.0
836,13.9383712273
837,0.0
838,8.33239308511
839,14.6918621818
840,21.252204
841,4.86105640206
842,4.43111590476
843,0.0
844,0.0
845,20.36431975
846,15.7188016032
847,16.8905682
848,21.1684153158
849,17.3674260794
850,11.5165568333
851,
852,0.0
853,20.664418
854,
855,0.0
856,17.8167969524
857,19.278123
858,12.8034292826
859,
860,9.51774706731
861,12.1963544952
862,17.6922185833
863,17.9445186136
864,
865,13.9002900816
866,18.83596125
867,
868,6.387898125
869,21.475348
870,
871,
872,
873,15.1498031321
874,11.4121548571
875,0.0
876,19.971271
877,
878,0.551979352941
879,0.0
880,17.2517213636
881,
882,12.3060869565
883,10.9702723103
884,
885,2.3818725
886,0.0
887,
888,
889,18.2441671875
890,
891,
892,17.9321494468
893,12.0727311003
894,
895,
896,19.05498
897,0.0
898,
899,12.1372035714
900,10.37778925
901,15.2910972
902,0.0
903,5.79847357895
904,11.5819044592
905,
906,0.0
907,20.438079
908,3.9942542
909,0.0
910,6.13581371429
911,7.39130250549
912,6.72602997674
913,0.0
914,
915,3.40202170588
916,0.0
917,
918,0.0
919,16.93776
920,9.63951337644
921,
922,11.476145625
923,20.2179625312
924,0.0
925,15.8800213846
926,7.02127636364
927,
928,
929,9.99842616667
930,16.5352680408
931,8.88949069504
932,9.1809165
933,21.76303
934,16.8101758932
935,15.5792904228
936,
937,10.5617055385
938,5.32782945652
939,4.88362132353
940,
941,5.70607742857
942,19.6640652222
943,8.8966286
944,
945,9.55797644681
946,5.40053911765
947,8.34912716744
948,6.05699171756
949,8.76815242857
950,10.1534002085
951,4.52644523077
952,6.87322962987
953,17.5540130667
954,
955,18.767298
956,9.22716672917
957,9.07963409574
958,19.460445
959,
960,4.55504368293
961,0.0
962,20.6976335032
963,18.361833
964,19.971271
965,
966,0.0
967,7.19685441441
968,0.0
969,0.0
970,13.2171756721
971,8.06576356818
972,17.9491335128
973,0.0
974,0.0
975,18.767298
976,12.434934375
977,10.2679228378
978,21.76303
979,3.88433851351
980,
981,8.15612896154
982,0.0
983,12.5633594211
984,8.13160828188
985,14.5105444444
986,
987,13.8122062576
988,13.3682031242
989,
990,0.0
991,18.361833
992,
993,10.6867785937
994,7.229296125
995,9.383649
996,
997,8.84670252874
998,0.0
999,5.44671027273
1000,0.0
1001,19.971271
1002,11.442990614
1003,17.7462854062
1004,0.0
1005,
1006,15.334808925
1007,0.0
1008,0.0
1009,0.0
1010,
1011,6.88813933333
1012,
1013,13.48909
1014,
1015,
1016,18.361833
1017,
1018,19.971271
1019,
1020,
1021,
1022,0.0
1023,6.72673124286
1024,0.0
1025,
1026,7.50937713761
1027,7.02578545455
1028,5.1408328
1029,13.5682972353
1030,18.863192
1031,9.89340948148
1032,6.79092287189
1033,14.82054
1034,
1035,6.255766
1036,14.21579325
1037,
1038,0.0
1039,4.20683
1040,0.0
1041,20.759728
1042,
1043,3.8474602
1044,19.7334876667
1045,11.2164954286
1046,8.71759822222
1047,0.0
1048,4.97422241667
1049,14.162116875
1050,0.0
1051,0.0
1052,0.0
1053,8.98174384615
1054,7.00366383333
1055,5.26747075
1056,15.48217125
1057,16.063064
1058,18.361833
1059,18.361833
1060,10.7107605921
1061,14.0465886667
1062,19.5769746
1063,0.0
1064,
1065,21.134421
1066,8.05620091667
1067,13.488846339
1068,19.460445
1069,0.0
1070,9.94799725
1071,
1072,8.0585237381
1073,0.0
1074,
1075,9.63221240351
1076,
1077,19.278123
1078,0.0
1079,
1080,21.069883
1081,19.278123
1082,13.9705278125
1083,0.0
1084,19.3160447419
1085,19.278123
1086,0.0
1087,0.0
1088,
1089,0.946317358209
1090,6.31934225806
1091,9.29340792
1092,8.67835376667
1093,0.0
1094,
1095,18.361833
1096,19.6233659455
1097,
1098,
1099,13.0890077429
1100,
1101,0.0
1102,
1103,4.10986892
1104,
1105,18.5055187528
1106,
1107,13.0765723188
1108,14.801927339
1109,0.0
1110,19.05498
1111,7.50330070213
1112,0.0
1113,19.4715096923
1114,
1115,
1116,
1117,
1118,8.32333916667
1119,11.9652349444
1120,17.3146188889
1121,
1122,14.4855206286
1123,10.0613387
1124,
1125,14.1560896667
1126,18.361833
1127,0.0
1128,
1129,17.6217097059
1130,0.0
1131,6.14493194737
1132,7.54486321429
1133,2.99052746853
1134,0.0
1135,
1136,10.649141292
1137,12.70332
1138,13.8528407857
1139,0.0
1140,7.13521693465
1141,14.6619515625
1142,
1143,0.0
1144,12.6049265769
1145,0.0
1146,9.00792833203
1147,11.2779442759
1148,10.3640302388
1149,9.26517717391
1150,0.0
1151,20.887561
1152,13.3040184444
1153,18.8895127826
1154,4.564118
1155,11.0667140667
1156,8.59916265625
1157,20.2316482131
1158,19.8034005833
1159,3.32854516667
1160,8.88665715
1161,6.87937276271
1162,9.48177281132
1163,9.1809165
1164,8.64908666667
1165,
1166,12.241222
1167,0.0
1168,14.1640040667
1169,14.781174194
1170,19.971271
1171,
1172,
1173,0.0
1174,16.7061856444
1175,22.00581952
1176,
1177,0.0
1178,7.30603279679
1179,10.6089142347
1180,20.6440313235
1181,20.2490071951
1182,0.0
1183,8.37989361446
1184,
1185,9.61679759784
1186,7.67146243137
1187,0.0
1188,
1189,11.44637658
1190,0.0
1191,10.09900815
1192,0.0
1193,0.0
1194,7.75273582143
1195,
1196,0.0
1197,0.0
1198,
1199,19.3000246111
1200,6.21857533333
1201,9.23431991111
1202,
1203,9.70498835714
1204,13.338486
1205,4.89420426316
1206,0.0
1207,15.282552
1208,7.32210678571
1209,6.58373029545
1210,0.0
1211,4.59045825
1212,0.0
1213,13.5602754474
1214,5.840364
1215,0.0
1216,
1217,
1218,6.75456496154
1219,15.9888457391
1220,7.86965797872
1221,
1222,9.73646131579
1223,4.12938863158
1224,0.0
1225,
1226,0.0
1227,8.11956410638
1228,5.60490641693
1229,
1230,12.0399486
1231,17.3968247368
1232,
1233,19.1182050625
1234,9.383649
1235,12.868395
1236,9.156215125
1237,18.767298
1238,19.374649875
1239,
1240,14.2549311081
1241,8.84565681818
1242,
1243,
1244,
1245,0.0
1246,5.12623047778
1247,19.278123
1248,19.278123
1249,1.90853877966
1250,20.664418
1251,18.361833
1252,19.278123
1253,
1254,9.97139593878
1255,11.2062455233
1256,0.0
1257,14.1718883906
1258,1.75255663636
1259,5.8184017874
1260,20.442532
1261,13.7823015
1262,
1263,0.0
1264,14.7747641833
1265,9.70211827778
1266,0.0
1267,15.1686259917
1268,
1269,9.0693445
1270,11.3162766056
1271,5.95584287805
1272,19.05498
1273,15.7191100588
1274,12.4601741786
1275,16.7684806
1276,13.4231156757
1277,9.07929257
1278,18.0410934286
1279,7.946364
1280,0.0
1281,8.22559023529
1282,5.30290379118
1283,
1284,6.4839723985
1285,7.77923581579
1286,0.0
1287,9.1809165
1288,
1289,
1290,
1291,
1292,0.0
1293,9.55147743478
1294,2.4063487931
1295,
1296,13.1431169231
1297,
1298,16.6878215
1299,20.376736
1300,9.6437495192
1301,18.736445
1302,7.34859879503
1303,10.0136443333
1304,17.9612878636
1305,0.0
1306,16.0545347667
1307,
1308,0.0
1309,2.87908457143
1310,9.75472378125
1311,8.08878997396
1312,10.220637
1313,19.3692845
1314,4.03146533333
1315,5.78655625714
1316,15.3309555
1317,13.8743528167
1318,5.09723747471
1319,16.0253886154
1320,0.0
1321,17.4779835455
1322,
1323,9.52749
1324,0.0
1325,18.127504
1326,0.0
1327,1.51133942703
1328,0.0
1329,
1330,
1331,18.767298
1332,8.19071921053
1333,8.01467482258
1334,9.00476298
1335,
1336,18.005158
1337,17.4664464
1338,0.0
1339,
1340,1.9748127
1341,
1342,4.1775122
1343,
1344,
1345,
1346,9.43361753333
1347,21.1914303333
1348,13.7346845528
1349,19.05498
1350,
1351,7.00521285714
1352,0.0
1353,7.7131965
1354,3.16100017647
1355,19.278123
1356,0.0
1357,8.29836550413
1358,3.22487526667
1359,7.84032111538
1360,0.0
1361,14.7182563048
1362,0.0
1363,13.2058918947
1364,6.72466783333
1365,10.1168175
1366,
1367,
1368,7.615403625
1369,0.0
1370,18.361833
1371,
1372,4.478576
1373,
1374,13.5384953333
1375,
1376,
1377,0.0
1378,
1379,0.0
1380,
1381,19.278123
1382,0.0
1383,
1384,0.0
1385,
1386,6.2139624
1387,
1388,4.903649
1389,
1390,
1391,
1392,
1393,
1394,13.8197019792
1395,7.5553395
1396,0.0
1397,10.8116618121
1398,0.0
1399,15.3239781857
1400,
1401,
1402,2.47489161674
1403,0.0
1404,11.0674471765
1405,10.0113445565
1406,14.3388058182
1407,10.1538715
1408,3.01801935417
1409,12.9595883505
1410,18.256472
1411,0.0
1412,5.80605638
1413,6.56506736752
1414,13.1132436418
1415,
1416,4.81953075
1417,0.0
1418,
1419,2.79419197826
1420,7.60978539474
1421,11.5073722537
1422,7.39698126738
1423,0.357002277778
1424,
1425,13.5042338571
1426,20.066581
1427,15.0548696667
1428,0.0
1429,8.04312771429
1430,12.7089906364
1431,10.0332905
1432,10.8693364783
1433,11.3193936053
1434,5.33623076786
1435,10.525327
1436,18.9496944407
1437,0.0
1438,
1439,16.773234069
1440,16.4339270909
1441,12.0801253896
1442,8.29839636364
1443,4.0220173
1444,19.971271
1445,16.6134095088
1446,11.7103554146
1447,0.0
1448,4.399552
1449,12.549250514
1450,0.0
1451,14.0577937647
1452,
1453,14.2620957731
1454,
1455,9.60695192537
1456,
1457,8.760546
1458,7.38216084
1459,0.0
1460,19.278123
1461,18.0421015862
1462,2.14948706494
1463,
1464,5.99580628125
1465,
1466,0.0
1467,2.85303871429
1468,7.79139690244
1469,20.6110035
1470,
1471,1.43770988095
1472,19.460445
1473,
1474,20.3740072647
1475,4.12204414286
1476,6.255766
1477,0.0
1478,
1479,6.582709
1480,19.05498
1481,
1482,
1483,
1484,7.9885084
1485,
1486,14.1531094865
1487,
1488,6.20040253521
1489,8.60860737778
1490,10.2028386207
1491,18.767298
1492,19.4761652857
1493,9.83914736792
1494,5.30416157143
1495,13.7680554
1496,0.0
1497,20.6160755156
1498,4.5351762766
1499,
1500,13.9230888333
1501,15.02887144
1502,18.361833
1503,18.361833
1504,19.964345625
1505,2.77057595652
1506,
1507,21.580708
1508,9.1809165
1509,5.78103857143
1510,0.0
1511,22.0066118378
1512,
1513,13.706038
1514,19.278123
1515,
1516,11.4725964
1517,15.5369356154
1518,3.59678466667
1519,
1520,
1521,0.0
1522,19.748127
1523,
1524,20.887561
1525,9.9057846
1526,
1527,0.0
1528,13.71251265
1529,18.0472744127
1530,4.35410313043
1531,
1532,7.33670311111
1533,20.4701259444
1534,20.5126484
1535,17.0142944118
1536,
1537,4.2330386
1538,0.0
1539,0.0
1540,0.0
1541,7.43939756897
1542,11.93880825
1543,12.4586716
1544,6.36217137255
1545,6.69545102
1546,10.4647677895
1547,20.349675461
1548,12.34830645
1549,6.843594
1550,0.0
1551,7.71840154902
1552,12.852082
1553,20.0983328125
1554,20.376736
1555,19.278123
1556,0.0
1557,15.5369356154
1558,3.61812098641
1559,0.0
1560,10.556605125
1561,10.2462057875
1562,10.470680864
1563,17.668686
1564,17.3505947619
1565,0.397392653846
1566,20.846739
1567,8.71862603226
1568,8.45317324878
1569,8.58240121918
1570,0.0
1571,
1572,12.7383929254
1573,0.0
1574,
1575,0.0
1576,8.62415775
1577,11.5082874912
1578,
1579,16.6843429756
1580,0.0
1581,0.0
1582,0.0
1583,8.31484979245
1584,0.0
1585,
1586,9.50601622989
1587,4.83103464948
1588,20.153592
1589,15.459843
1590,5.67987895349
1591,0.0
1592,0.0
1593,3.9942542
1594,10.7111424545
1595,5.40883915385
1596,3.24105991667
1597,10.3567632353
1598,20.066581
1599,12.4598583226
1600,14.0047398261
1601,3.00650233523
1602,19.9158838571
1603,5.99368859259
1604,7.946364
1605,0.0
1606,12.0251333871
1607,21.069883
1608,10.6873151429
1609,18.361833
1610,10.2045025
1611,1.08010782353
1612,12.9731625909
1613,
1614,0.0
1615,0.70529025
1616,0.0
1617,0.0
1618,
1619,3.00868105263
1620,8.52355799
1621,
1622,5.74564821454
1623,0.0
1624,13.6752338864
1625,18.767298
1626,0.0
1627,16.3479836886
1628,12.5902215758
1629,10.7675593571
1630,13.9388501053
1631,10.0191117576
1632,
1633,10.88293968
1634,0.0
1635,21.069883
1636,9.579725875
1637,
1638,20.153592
1639,18.9882145
1640,5.66047091089
1641,20.153592
1642,
1643,
1644,0.0
1645,18.361833
1646,12.8532831
1647,20.307743
1648,0.0
1649,0.0
1650,
1651,
1652,10.1549237925
1653,
1654,10.0524791264
1655,0.0
1656,12.79773464
1657,0.0
1658,20.664418
1659,
1660,0.0
1661,19.460445
1662,18.103579
1663,
1664,0.0
1665,
1666,9.58621008
1667,0.0
1668,6.25236421622
1669,
1670,11.10172875
1671,9.53841286667
1672,
1673,2.24818166667
1674,8.5688554
1675,4.17051066667
1676,15.4983135
1677,10.9178466486
1678,10.3851323077
1679,9.53509771429
1680,4.45924022222
1681,17.0918681744
1682,19.460445
1683,15.7726864
1684,5.10028771429
1685,19.748127
1686,7.37104702941
1687,
1688,11.8243016543
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,
1694,0.0
1695,
1696,0.496265756757
1697,0.0
1698,8.2453868
1699,0.0
1700,17.7522408889
1701,0.0
1702,1.706118
1703,
1704,
1705,0.0
1706,
1707,1.07100683333
1708,15.4673614667
1709,
1710,0.0
1711,
1712,19.748127
1713,0.0
1714,8.20080743066
1715,4.97948013559
1716,7.46388336364
1717,7.15617377931
1718,
1719,0.92720815
1720,7.24796948571
1721,3.26909933333
1722,7.60473764
1723,6.42905275
1724,15.6661750984
1725,0.0
1726,15.8423373131
1727,13.9732059863
1728,0.0
1729,20.025333
1730,
1731,19.748127
1732,2.944732
1733,
1734,9.70214119658
1735,5.53513073077
1736,11.04292875
1737,4.3406721319
1738,0.0
1739,13.68230775
1740,0.0
1741,13.8072156328
1742,9.78053416
1743,19.9874896
1744,15.5163855
1745,11.8485658876
1746,11.3157332727
1747,0.0
1748,7.8620475731
1749,3.127883
1750,0.0
1751,19.05498
1752,19.971271
1753,4.6918245
1754,0.0
1755,21.069883
1756,
1757,19.460445
1758,0.0
1759,15.1470277538
1760,9.58608592593
1761,0.0
1762,7.84616823529
1763,
1764,5.63713753333
1765,9.74694111511
1766,0.0
1767,0.0
1768,5.9897802526
1769,
1770,0.0
1771,20.664418
1772,18.767298
1773,8.27307787879
1774,
1775,2.97626546703
1776,17.9011930137
1777,10.6864708148
1778,6.2560837
1779,8.93540692
1780,13.338486
1781,13.5315925
1782,13.7700878571
1783,0.0
1784,
1785,3.04274533333
1786,0.0
1787,
1788,18.767298
1789,
1790,0.0
1791,
1792,21.6181111364
1793,0.0
1794,0.0
1795,7.485885
1796,20.613124
1797,7.869357
1798,20.2240208333
1799,3.038885
1800,0.0
1801,18.767298
1802,
1803,5.63284280597
1804,7.044807
1805,0.0
1806,
1807,18.361833
1808,
1809,
1810,7.04949858537
1811,10.332209
1812,19.278123
1813,0.0
1814,10.5907375522
1815,10.790354
1816,8.70723724545
1817,
1818,19.748127
1819,0.0
1820,20.1099004
1821,0.0
1822,19.54151924
1823,9.73482594737
1824,
1825,21.76303
1826,19.614596
1827,19.460445
1828,16.2734109091
1829,0.0
1830,
1831,
1832,
1833,
1834,21.580708
1835,
1836,20.9858895
1837,20.153592
1838,19.971271
1839,
1840,20.0624315
1841,10.6439092381
1842,0.0
1843,0.605190030303
1844,
1845,
1846,
1847,11.5668738
1848,19.748127
1849,2.41886066667
1850,
1851,0.0
1852,
1853,9.9856355
1854,10.6006704878
1855,0.0
1856,0.0
1857,8.27862636026
1858,
1859,1.76913136364
1860,18.2864171515
1861,18.5676458936
1862,
1863,5.22189025
1864,11.2750031045
1865,
1866,7.0524642752
1867,13.2515145
1868,0.0
1869,8.5171975
1870,18.8326892264
1871,
1872,14.8814558571
1873,
1874,11.6011288842
1875,10.5309542449
1876,2.73850107937
1877,0.0
1878,
1879,12.821735037
1880,0.0
1881,8.27936324138
1882,3.55123318421
1883,10.018725
1884,4.77718377778
1885,12.3639174444
1886,5.90009366964
1887,14.8699798387
1888,8.92391754444
